balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,797.0,305.0,492.0,213.0,66.0,134.0,86.0,333.0,156.0,0.0,0.0,3.0,364.0,0.38268506900878296,0.617314930991217,0.08281053952321205,0.2672521957340025,0.6983606557377049,0.4178168130489335,0.19573400250941028
0,1,299.0,56.0,243.0,39.0,12.0,26.0,21.0,208.0,31.0,0.0,0.0,4.0,75.0,0.18729096989966554,0.8127090301003345,0.04013377926421405,0.13043478260869565,0.6964285714285714,0.6956521739130435,0.10367892976588629
0,2,58.0,14.0,44.0,9.0,0.0,6.0,5.0,36.0,6.0,0.0,15.0,1.0,13.0,0.2413793103448276,0.7586206896551724,0.0,0.15517241379310345,0.6428571428571429,0.6206896551724138,0.10344827586206896
1,0,288.0,113.0,175.0,81.0,30.0,42.0,29.0,122.0,50.0,0.0,0.0,3.0,138.0,0.3923611111111111,0.6076388888888888,0.10416666666666667,0.28125,0.7168141592920354,0.4236111111111111,0.1736111111111111
1,1,287.0,113.0,174.0,80.0,26.0,47.0,32.0,128.0,41.0,0.0,0.0,5.0,126.0,0.39372822299651566,0.6062717770034843,0.09059233449477352,0.2787456445993031,0.7079646017699115,0.445993031358885,0.14285714285714285
1,2,129.0,47.0,82.0,18.0,0.0,6.0,5.0,63.0,11.0,0.0,60.0,0.0,44.0,0.3643410852713178,0.6356589147286822,0.0,0.13953488372093023,0.3829787234042553,0.4883720930232558,0.08527131782945736
2,0,106.0,42.0,64.0,31.0,6.0,24.0,18.0,48.0,15.0,0.0,0.0,1.0,47.0,0.39622641509433965,0.6037735849056604,0.05660377358490566,0.29245283018867924,0.7380952380952381,0.4528301886792453,0.14150943396226415
2,1,136.0,60.0,76.0,46.0,14.0,30.0,19.0,46.0,28.0,0.0,0.0,1.0,70.0,0.4411764705882353,0.5588235294117647,0.10294117647058823,0.3382352941176471,0.7666666666666667,0.3382352941176471,0.20588235294117646
2,2,103.0,47.0,56.0,22.0,0.0,11.0,7.0,39.0,14.0,0.0,53.0,0.0,43.0,0.4563106796116505,0.5436893203883495,0.0,0.21359223300970873,0.46808510638297873,0.3786407766990291,0.13592233009708737
3,0,39.0,13.0,26.0,9.0,3.0,5.0,4.0,21.0,4.0,21.0,0.0,1.0,10.0,0.3333333333333333,0.6666666666666666,0.07692307692307693,0.23076923076923078,0.6923076923076923,0.5384615384615384,0.10256410256410256
3,1,55.0,17.0,38.0,7.0,1.0,5.0,3.0,26.0,12.0,26.0,0.0,0.0,22.0,0.3090909090909091,0.6909090909090909,0.01818181818181818,0.12727272727272726,0.4117647058823529,0.4727272727272727,0.21818181818181817
3,2,50.0,23.0,27.0,11.0,0.0,4.0,2.0,20.0,6.0,20.0,26.0,0.0,22.0,0.46,0.54,0.0,0.22,0.4782608695652174,0.4,0.12
