date,home,away,result,played,boxscore
2025-04-01,BAL,LOS,3-7,1,
2025-04-01,DET,JAC,8-1,1,
2025-04-01,LOU,SAN1,3-6,1,
2025-04-01,MIL,SAN,0-3,1,
2025-04-01,NAS,OKL,5-4,1,
2025-04-01,NEW,SAN2,0-1,1,
2025-04-01,PHO,POR,7-6,1,
2025-04-02,BAL,LOS,6-5,1,
2025-04-02,DET,JAC,4-5,1,
2025-04-02,LOU,SAN1,3-2,1,
2025-04-02,MIL,SAN,6-7,1,
2025-04-02,NAS,OKL,8-4,1,
2025-04-02,NEW,SAN2,2-3,1,
2025-04-02,PHO,POR,0-2,1,
2025-04-03,BAL,LOS,2-4,1,
2025-04-03,DET,JAC,1-8,1,
2025-04-03,LOU,SAN1,0-2,1,
2025-04-03,MIL,SAN,4-3,1,
2025-04-03,NAS,OKL,5-1,1,
2025-04-03,NEW,SAN2,5-0,1,
2025-04-03,PHO,POR,3-0,1,
2025-04-04,BAL,LOS,5-4,1,
2025-04-04,DET,JAC,3-9,1,
2025-04-04,LOU,SAN1,3-2,1,
2025-04-04,MIL,SAN,7-6,1,
2025-04-04,NAS,OKL,4-1,1,
2025-04-04,NEW,SAN2,5-3,1,
2025-04-04,PHO,POR,9-1,1,
2025-04-06,BAL,MIL,5-2,1,
2025-04-06,JAC,LOU,2-1,1,
2025-04-06,OKL,LOS,4-1,1,
2025-04-06,POR,DET,1-6,1,
2025-04-06,SAN,PHO,4-5,1,
2025-04-06,SAN1,NEW,4-6,1,
2025-04-06,SAN2,NAS,2-3,1,
2025-04-07,BAL,MIL,4-3,1,
2025-04-07,JAC,LOU,1-5,1,
2025-04-07,OKL,LOS,4-0,1,
2025-04-07,POR,DET,2-3,1,
2025-04-07,SAN,PHO,4-5,1,
2025-04-07,SAN1,NEW,1-12,1,
2025-04-07,SAN2,NAS,8-2,1,
2025-04-08,BAL,MIL,9-2,1,
2025-04-08,JAC,LOU,2-0,1,
2025-04-08,OKL,LOS,3-7,1,
2025-04-08,POR,DET,6-5,1,
2025-04-08,SAN,PHO,0-2,1,
2025-04-08,SAN1,NEW,9-7,1,
2025-04-08,SAN2,NAS,3-8,1,
2025-04-10,DET,POR,5-4,1,
2025-04-10,LOS,OKL,6-7,1,
2025-04-10,LOU,JAC,2-1,1,
2025-04-10,MIL,BAL,2-6,1,
2025-04-10,NAS,SAN2,4-3,1,
2025-04-10,NEW,SAN1,3-2,1,
2025-04-10,PHO,SAN,3-1,1,
2025-04-11,DET,POR,2-9,1,
2025-04-11,LOS,OKL,2-0,1,
2025-04-11,LOU,JAC,6-4,1,
2025-04-11,MIL,BAL,3-4,1,
2025-04-11,NAS,SAN2,7-12,1,
2025-04-11,NEW,SAN1,3-0,1,
2025-04-11,PHO,SAN,4-6,1,
2025-04-12,DET,POR,3-1,1,
2025-04-12,LOS,OKL,5-0,1,
2025-04-12,LOU,JAC,3-0,1,
2025-04-12,MIL,BAL,3-5,1,
2025-04-12,NAS,SAN2,2-6,1,
2025-04-12,NEW,SAN1,2-0,1,
2025-04-12,PHO,SAN,8-5,1,
2025-04-13,DET,POR,3-1,1,
2025-04-13,LOS,OKL,3-5,1,
2025-04-13,LOU,JAC,5-4,1,
2025-04-13,MIL,BAL,4-2,1,
2025-04-13,NAS,SAN2,7-1,1,
2025-04-13,NEW,SAN1,6-5,1,
2025-04-13,PHO,SAN,4-5,1,
2025-04-15,JAC,NEW,1-2,1,
2025-04-15,MIL,PHO,2-5,1,
2025-04-15,OKL,BAL,9-8,1,
2025-04-15,POR,LOU,5-6,1,
2025-04-15,SAN,DET,7-8,1,
2025-04-15,SAN1,NAS,2-6,1,
2025-04-15,SAN2,LOS,9-10,1,
2025-04-16,JAC,NEW,4-5,1,
2025-04-16,MIL,PHO,7-3,1,
2025-04-16,OKL,BAL,1-5,1,
2025-04-16,POR,LOU,3-4,1,
2025-04-16,SAN,DET,4-9,1,
2025-04-16,SAN1,NAS,4-2,1,
