date,home,away,result,played,boxscore
2025-04-01,BAL,PHO,5-3,1,
2025-04-01,CHI,SAN,1-6,1,
2025-04-01,LAS,LOU,0-2,1,
2025-04-01,MEM,POR,5-6,1,
2025-04-01,NAS,HOU,1-10,1,
2025-04-01,NEW,SAN1,1-4,1,
2025-04-01,SAN2,JAC,5-1,1,
2025-04-02,BAL,PHO,6-1,1,
2025-04-02,CHI,SAN,1-2,1,
2025-04-02,LAS,LOU,3-2,1,
2025-04-02,MEM,POR,1-4,1,
2025-04-02,NAS,HOU,8-6,1,
2025-04-02,NEW,SAN1,4-3,1,
2025-04-02,SAN2,JAC,3-5,1,
2025-04-03,BAL,PHO,5-4,1,
2025-04-03,CHI,SAN,2-3,1,
2025-04-03,LAS,LOU,8-3,1,
2025-04-03,MEM,POR,5-8,1,
2025-04-03,NAS,HOU,6-7,1,
2025-04-03,NEW,SAN1,7-2,1,
2025-04-03,SAN2,JAC,2-3,1,
2025-04-04,BAL,PHO,4-3,1,
2025-04-04,CHI,SAN,2-3,1,
2025-04-04,LAS,LOU,4-0,1,
2025-04-04,MEM,POR,3-4,1,
2025-04-04,NAS,HOU,5-4,1,
2025-04-04,NEW,SAN1,3-4,1,
2025-04-04,SAN2,JAC,1-6,1,
2025-04-06,HOU,MEM,4-5,1,
2025-04-06,JAC,NEW,3-4,1,
2025-04-06,LAS,CHI,0-3,1,
2025-04-06,PHO,NAS,1-7,1,
2025-04-06,POR,LOU,9-6,1,
2025-04-06,SAN,SAN2,7-6,1,
2025-04-06,SAN1,BAL,4-3,1,
2025-04-07,HOU,MEM,6-8,1,
2025-04-07,JAC,NEW,2-5,1,
2025-04-07,LAS,CHI,4-11,1,
2025-04-07,PHO,NAS,6-2,1,
2025-04-07,POR,LOU,1-2,1,
2025-04-07,SAN,SAN2,2-0,1,
2025-04-07,SAN1,BAL,7-4,1,
2025-04-08,HOU,MEM,3-2,1,
2025-04-08,JAC,NEW,5-8,1,
2025-04-08,LAS,CHI,7-0,1,
2025-04-08,PHO,NAS,1-6,1,
2025-04-08,POR,LOU,2-1,1,
2025-04-08,SAN,SAN2,3-1,1,
2025-04-08,SAN1,BAL,5-3,1,
2025-04-10,BAL,SAN1,4-6,1,
2025-04-10,CHI,LAS,6-9,1,
2025-04-10,LOU,POR,3-5,1,
2025-04-10,MEM,HOU,3-8,1,
2025-04-10,NAS,PHO,4-2,1,
2025-04-10,NEW,JAC,7-1,1,
2025-04-10,SAN2,SAN,8-3,1,
2025-04-11,BAL,SAN1,4-5,1,
2025-04-11,CHI,LAS,1-0,1,
2025-04-11,LOU,POR,1-5,1,
2025-04-11,MEM,HOU,5-2,1,
2025-04-11,NAS,PHO,4-2,1,
2025-04-11,NEW,JAC,4-3,1,
2025-04-11,SAN2,SAN,3-2,1,
2025-04-12,BAL,SAN1,5-6,1,
2025-04-12,CHI,LAS,5-2,1,
2025-04-12,LOU,POR,9-8,1,
2025-04-12,MEM,HOU,5-6,1,
2025-04-12,NAS,PHO,6-3,1,
2025-04-12,NEW,JAC,5-9,1,
2025-04-12,SAN2,SAN,4-3,1,
2025-04-13,BAL,SAN1,6-0,1,
2025-04-13,CHI,LAS,6-2,1,
2025-04-13,LOU,POR,5-4,1,
2025-04-13,MEM,HOU,10-1,1,
2025-04-13,NAS,PHO,6-3,1,
2025-04-13,NEW,JAC,5-0,1,
2025-04-13,SAN2,SAN,1-4,1,
2025-04-15,CHI,SAN2,7-6,1,
2025-04-15,HOU,LOU,5-2,1,
2025-04-15,JAC,BAL,10-2,1,
2025-04-15,PHO,MEM,2-6,1,
2025-04-15,POR,LAS,12-1,1,
2025-04-15,SAN,NEW,2-3,1,
2025-04-15,SAN1,NAS,5-4,1,
2025-04-16,CHI,SAN2,2-4,1,
2025-04-16,HOU,LOU,1-9,1,
2025-04-16,JAC,BAL,4-7,1,
2025-04-16,PHO,MEM,8-5,1,
2025-04-16,POR,LAS,5-8,1,
2025-04-16,SAN,NEW,2-1,1,
2025-04-16,SAN1,NAS,6-1,1,
2025-04-17,CHI,SAN2,3-1,1,
2025-04-17,HOU,LOU,4-7,1,
2025-04-17,JAC,BAL,5-4,1,
2025-04-17,PHO,MEM,1-3,1,
2025-04-17,POR,LAS,1-2,1,
2025-04-17,SAN,NEW,3-2,1,
2025-04-17,SAN1,NAS,2-6,1,
2025-04-19,BAL,JAC,0-1,1,
2025-04-19,LAS,POR,3-6,1,
2025-04-19,LOU,HOU,4-1,1,
2025-04-19,MEM,PHO,3-1,1,
2025-04-19,NAS,SAN1,3-4,1,
2025-04-19,NEW,SAN,0-1,1,
2025-04-19,SAN2,CHI,5-10,1,
2025-04-20,BAL,JAC,1-6,1,
2025-04-20,LAS,POR,4-2,1,
2025-04-20,LOU,HOU,2-7,1,
2025-04-20,MEM,PHO,3-6,1,
2025-04-20,NAS,SAN1,10-0,1,
2025-04-20,NEW,SAN,8-9,1,
2025-04-20,SAN2,CHI,6-3,1,
2025-04-21,BAL,JAC,10-2,1,
2025-04-21,LAS,POR,4-3,1,
2025-04-21,LOU,HOU,7-5,1,
2025-04-21,MEM,PHO,5-4,1,
2025-04-21,NAS,SAN1,6-5,1,
2025-04-21,NEW,SAN,7-1,1,
2025-04-21,SAN2,CHI,4-5,1,
2025-04-22,BAL,JAC,3-4,1,
2025-04-22,LAS,POR,7-0,1,
2025-04-22,LOU,HOU,5-8,1,
2025-04-22,MEM,PHO,7-5,1,
2025-04-22,NAS,SAN1,7-3,1,
2025-04-22,NEW,SAN,4-3,1,
2025-04-22,SAN2,CHI,2-0,1,
2025-04-24,CHI,NEW,1-2,1,
2025-04-24,HOU,POR,3-8,1,
2025-04-24,JAC,NAS,4-13,1,
2025-04-24,LAS,SAN2,2-1,1,
2025-04-24,PHO,LOU,1-11,1,
2025-04-24,SAN,BAL,3-5,1,
2025-04-24,SAN1,MEM,3-4,1,
2025-04-25,CHI,NEW,1-7,1,
2025-04-25,HOU,POR,5-10,1,
2025-04-25,JAC,NAS,5-3,1,
2025-04-25,LAS,SAN2,4-2,1,
2025-04-25,PHO,LOU,5-1,1,
2025-04-25,SAN,BAL,4-3,1,
2025-04-25,SAN1,MEM,5-6,1,
2025-04-26,CHI,NEW,1-7,1,
2025-04-26,HOU,POR,2-1,1,
2025-04-26,JAC,NAS,9-13,1,
2025-04-26,LAS,SAN2,7-6,1,
2025-04-26,PHO,LOU,4-1,1,
2025-04-26,SAN,BAL,2-4,1,
2025-04-26,SAN1,MEM,1-2,1,
2025-04-28,BAL,SAN,9-4,1,
2025-04-28,LOU,PHO,2-3,1,
2025-04-28,MEM,SAN1,6-0,1,
2025-04-28,NAS,JAC,6-5,1,
2025-04-28,NEW,CHI,6-1,1,
2025-04-28,POR,HOU,5-8,1,
2025-04-28,SAN2,LAS,3-6,1,
2025-04-29,BAL,SAN,5-3,1,
2025-04-29,LOU,PHO,1-0,1,
2025-04-29,MEM,SAN1,3-2,1,
2025-04-29,NAS,JAC,3-5,1,
2025-04-29,NEW,CHI,1-5,1,
2025-04-29,POR,HOU,5-10,1,
2025-04-29,SAN2,LAS,5-2,1,
2025-04-30,BAL,SAN,0-4,1,
2025-04-30,LOU,PHO,4-3,1,
2025-04-30,MEM,SAN1,9-3,1,
2025-04-30,NAS,JAC,4-7,1,
2025-04-30,NEW,CHI,7-3,1,
2025-04-30,POR,HOU,4-5,1,
2025-04-30,SAN2,LAS,3-6,1,
2025-05-01,BAL,SAN,5-6,1,
2025-05-01,LOU,PHO,5-2,1,
2025-05-01,MEM,SAN1,2-4,1,
2025-05-01,NAS,JAC,4-11,1,
2025-05-01,NEW,CHI,6-7,1,
2025-05-01,POR,HOU,3-5,1,
2025-05-01,SAN2,LAS,6-2,1,
2025-05-03,CHI,BAL,7-3,1,
2025-05-03,HOU,LAS,9-5,1,
2025-05-03,JAC,MEM,7-6,1,
2025-05-03,PHO,POR,2-4,1,
2025-05-03,SAN,NAS,14-7,1,
2025-05-03,SAN1,LOU,3-6,1,
2025-05-03,SAN2,NEW,1-7,1,
2025-05-04,CHI,BAL,4-0,1,
2025-05-04,HOU,LAS,2-4,1,
2025-05-04,JAC,MEM,6-4,1,
2025-05-04,PHO,POR,2-5,1,
2025-05-04,SAN,NAS,9-4,1,
2025-05-04,SAN1,LOU,1-2,1,
2025-05-04,SAN2,NEW,5-3,1,
2025-05-05,CHI,BAL,3-5,1,
2025-05-05,HOU,LAS,4-5,1,
2025-05-05,JAC,MEM,3-8,1,
2025-05-05,PHO,POR,4-3,1,
2025-05-05,SAN,NAS,4-9,1,
2025-05-05,SAN1,LOU,5-1,1,
2025-05-05,SAN2,NEW,1-4,1,
2025-05-07,BAL,CHI,5-15,1,
2025-05-07,LAS,HOU,3-2,1,
2025-05-07,LOU,SAN1,6-5,1,
2025-05-07,MEM,JAC,9-5,1,
2025-05-07,NAS,SAN,8-5,1,
2025-05-07,NEW,SAN2,1-4,1,
2025-05-07,POR,PHO,3-5,1,
2025-05-08,BAL,CHI,2-1,1,
2025-05-08,LAS,HOU,2-12,1,
2025-05-08,LOU,SAN1,2-5,1,
2025-05-08,MEM,JAC,4-7,1,
2025-05-08,NAS,SAN,3-2,1,
2025-05-08,NEW,SAN2,1-8,1,
2025-05-08,POR,PHO,14-1,1,
2025-05-09,BAL,CHI,3-10,1,
2025-05-09,LAS,HOU,4-3,1,
2025-05-09,LOU,SAN1,1-4,1,
2025-05-09,MEM,JAC,5-10,1,
2025-05-09,NAS,SAN,7-12,1,
2025-05-09,NEW,SAN2,0-6,1,
2025-05-09,POR,PHO,1-5,1,
2025-05-10,BAL,CHI,1-4,1,
2025-05-10,LAS,HOU,5-3,1,
2025-05-10,LOU,SAN1,5-2,1,
2025-05-10,MEM,JAC,11-10,1,
2025-05-10,NAS,SAN,3-7,1,
2025-05-10,NEW,SAN2,3-0,1,
2025-05-10,POR,PHO,4-5,1,
2025-05-12,CHI,NAS,5-2,1,
2025-05-12,JAC,LOU,5-12,1,
2025-05-12,LAS,NEW,7-3,1,
2025-05-12,PHO,HOU,2-3,1,
2025-05-12,SAN,MEM,10-6,1,
2025-05-12,SAN1,POR,4-7,1,
2025-05-12,SAN2,BAL,3-5,1,
2025-05-13,CHI,NAS,2-11,1,
2025-05-13,JAC,LOU,6-4,1,
2025-05-13,LAS,NEW,3-2,1,
2025-05-13,PHO,HOU,4-2,1,
2025-05-13,SAN,MEM,6-3,1,
2025-05-13,SAN1,POR,5-3,1,
2025-05-13,SAN2,BAL,8-7,1,
2025-05-14,CHI,NAS,6-8,1,
2025-05-14,JAC,LOU,1-2,1,
2025-05-14,LAS,NEW,2-3,1,
2025-05-14,PHO,HOU,8-5,1,
2025-05-14,SAN,MEM,5-2,1,
2025-05-14,SAN1,POR,0-5,1,
2025-05-14,SAN2,BAL,7-5,1,
2025-05-16,BAL,SAN2,5-2,1,
2025-05-16,HOU,PHO,4-3,1,
2025-05-16,LOU,JAC,0-5,1,
2025-05-16,MEM,SAN,1-6,1,
2025-05-16,NAS,CHI,4-5,1,
2025-05-16,NEW,LAS,0-2,1,
2025-05-16,POR,SAN1,1-2,1,
2025-05-17,BAL,SAN2,2-5,1,
2025-05-17,HOU,PHO,7-5,1,
2025-05-17,LOU,JAC,4-5,1,
2025-05-17,MEM,SAN,3-4,1,
2025-05-17,NAS,CHI,8-3,1,
2025-05-17,NEW,LAS,6-0,1,
2025-05-17,POR,SAN1,5-4,1,
2025-05-18,BAL,SAN2,11-3,1,
2025-05-18,HOU,PHO,6-2,1,
2025-05-18,LOU,JAC,2-7,1,
2025-05-18,MEM,SAN,4-0,1,
2025-05-18,NAS,CHI,5-1,1,
2025-05-18,NEW,LAS,3-5,1,
2025-05-18,POR,SAN1,0-6,1,
2025-05-19,BAL,SAN2,2-4,1,
2025-05-19,HOU,PHO,2-3,1,
2025-05-19,LOU,JAC,4-5,1,
2025-05-19,MEM,SAN,1-0,1,
2025-05-19,NAS,CHI,2-7,1,
2025-05-19,NEW,LAS,5-4,1,
2025-05-19,POR,SAN1,10-2,1,
2025-05-21,CHI,MEM,7-5,1,
2025-05-21,JAC,POR,7-4,1,
2025-05-21,NEW,BAL,7-2,1,
2025-05-21,PHO,LAS,6-2,1,
2025-05-21,SAN,LOU,9-11,1,
2025-05-21,SAN1,HOU,1-3,1,
2025-05-21,SAN2,NAS,3-5,1,
2025-05-22,CHI,MEM,3-7,1,
2025-05-22,JAC,POR,4-1,1,
2025-05-22,NEW,BAL,4-3,1,
2025-05-22,PHO,LAS,2-0,1,
2025-05-22,SAN,LOU,4-6,1,
2025-05-22,SAN1,HOU,0-2,1,
2025-05-22,SAN2,NAS,4-3,1,
2025-05-23,CHI,MEM,2-1,1,
2025-05-23,JAC,POR,5-0,1,
2025-05-23,NEW,BAL,3-4,1,
2025-05-23,PHO,LAS,3-2,1,
2025-05-23,SAN,LOU,6-5,1,
2025-05-23,SAN1,HOU,4-2,1,
2025-05-23,SAN2,NAS,3-8,1,
2025-05-25,BAL,NEW,3-8,1,
2025-05-25,HOU,SAN1,4-3,1,
2025-05-25,LAS,PHO,3-7,1,
2025-05-25,LOU,SAN,3-4,1,
2025-05-25,MEM,CHI,1-5,1,
2025-05-25,NAS,SAN2,1-9,1,
2025-05-25,POR,JAC,1-2,1,
2025-05-26,BAL,NEW,4-6,1,
2025-05-26,HOU,SAN1,10-5,1,
2025-05-26,LAS,PHO,3-2,1,
2025-05-26,LOU,SAN,7-6,1,
2025-05-26,MEM,CHI,3-1,1,
2025-05-26,NAS,SAN2,4-6,1,
2025-05-26,POR,JAC,4-1,1,
2025-05-27,BAL,NEW,5-2,1,
2025-05-27,HOU,SAN1,0-8,1,
2025-05-27,LAS,PHO,2-5,1,
2025-05-27,LOU,SAN,2-1,1,
2025-05-27,MEM,CHI,5-2,1,
2025-05-27,NAS,SAN2,7-5,1,
2025-05-27,POR,JAC,11-5,1,
2025-05-29,CHI,LOU,4-0,1,
2025-05-29,JAC,HOU,2-9,1,
2025-05-29,LAS,BAL,6-3,1,
2025-05-29,NEW,NAS,9-8,1,
2025-05-29,SAN,POR,5-1,1,
2025-05-29,SAN1,PHO,3-2,1,
2025-05-29,SAN2,MEM,10-8,1,
2025-05-30,CHI,LOU,0-6,1,
2025-05-30,JAC,HOU,16-4,1,
2025-05-30,LAS,BAL,7-2,1,
2025-05-30,NEW,NAS,1-3,1,
2025-05-30,SAN,POR,14-4,1,
2025-05-30,SAN1,PHO,3-8,1,
2025-05-30,SAN2,MEM,0-7,1,
2025-05-31,CHI,LOU,2-0,1,
2025-05-31,JAC,HOU,7-5,1,
2025-05-31,LAS,BAL,9-2,1,
2025-05-31,NEW,NAS,4-9,1,
2025-05-31,SAN,POR,1-5,1,
2025-05-31,SAN1,PHO,6-3,1,
2025-05-31,SAN2,MEM,0-4,1,
