date,home,away,result,played,boxscore
2028-04-01,ALB,LOS,9-2,1,
2028-04-01,DEN,LAS,4-5,1,
2028-04-01,ELP,SAN,3-4,1,
2028-04-01,HOU,CHA,7-1,1,
2028-04-01,LOU,MEM,3-7,1,
2028-04-01,OKL,COL,3-6,1,
2028-04-01,WAS,NEW,2-4,1,
2028-04-02,ALB,LOS,1-0,1,
2028-04-02,DEN,LAS,2-4,1,
2028-04-02,ELP,SAN,6-5,1,
2028-04-02,HOU,CHA,1-9,1,
2028-04-02,LOU,MEM,8-2,1,
2028-04-02,OKL,COL,7-9,1,
2028-04-02,WAS,NEW,8-7,1,
2028-04-03,ALB,LOS,2-7,1,
2028-04-03,DEN,LAS,7-6,1,
2028-04-03,ELP,SAN,2-5,1,
2028-04-03,HOU,CHA,2-8,1,
2028-04-03,LOU,MEM,6-3,1,
2028-04-03,OKL,COL,4-8,1,
2028-04-03,WAS,NEW,0-1,1,
2028-04-04,ALB,LOS,1-6,1,
2028-04-04,DEN,LAS,6-12,1,
2028-04-04,ELP,SAN,13-4,1,
2028-04-04,HOU,CHA,2-3,1,
2028-04-04,LOU,MEM,9-0,1,
2028-04-04,OKL,COL,2-5,1,
2028-04-04,WAS,NEW,4-3,1,
2028-04-06,CHA,WAS,6-2,1,
2028-04-06,COL,HOU,3-1,1,
2028-04-06,ELP,DEN,4-7,1,
2028-04-06,LAS,LOU,4-1,1,
2028-04-06,LOS,SAN,3-0,1,
2028-04-06,MEM,OKL,6-5,1,
2028-04-06,NEW,ALB,4-2,1,
2028-04-07,CHA,WAS,6-7,1,
2028-04-07,COL,HOU,7-0,1,
2028-04-07,ELP,DEN,3-1,1,
2028-04-07,LAS,LOU,4-7,1,
2028-04-07,LOS,SAN,3-6,1,
2028-04-07,MEM,OKL,4-3,1,
2028-04-07,NEW,ALB,3-2,1,
2028-04-08,CHA,WAS,9-7,1,
2028-04-08,COL,HOU,7-1,1,
2028-04-08,ELP,DEN,5-3,1,
2028-04-08,LAS,LOU,3-2,1,
2028-04-08,LOS,SAN,7-5,1,
2028-04-08,MEM,OKL,4-6,1,
2028-04-08,NEW,ALB,6-4,1,
2028-04-10,ALB,NEW,9-7,1,
2028-04-10,DEN,ELP,5-6,1,
2028-04-10,HOU,COL,3-1,1,
2028-04-10,LOU,LAS,2-9,1,
2028-04-10,OKL,MEM,4-3,1,
2028-04-10,SAN,LOS,2-11,1,
2028-04-10,WAS,CHA,1-2,1,
2028-04-11,ALB,NEW,3-8,1,
2028-04-11,DEN,ELP,1-2,1,
2028-04-11,HOU,COL,3-7,1,
2028-04-11,LOU,LAS,6-3,1,
2028-04-11,OKL,MEM,5-6,1,
2028-04-11,SAN,LOS,1-7,1,
