date,home,away,result,played,boxscore
2025-04-01,ALB,POR,5-0,1,
2025-04-01,AUS,PHO,2-1,1,
2025-04-01,JAC,SAN1,2-1,1,
2025-04-01,LAS,OKL,1-7,1,
2025-04-01,MEM,HOU,6-3,1,
2025-04-01,MIL,SAN,8-4,1,
2025-04-01,WAS,LOU,11-4,1,
2025-04-02,ALB,POR,0-5,1,
2025-04-02,AUS,PHO,4-3,1,
2025-04-02,JAC,SAN1,3-2,1,
2025-04-02,LAS,OKL,8-1,1,
2025-04-02,MEM,HOU,8-6,1,
2025-04-02,MIL,SAN,1-7,1,
2025-04-02,WAS,LOU,3-2,1,
2025-04-03,ALB,POR,2-1,1,
2025-04-03,AUS,PHO,0-4,1,
2025-04-03,JAC,SAN1,9-8,1,
2025-04-03,LAS,OKL,3-5,1,
2025-04-03,MEM,HOU,4-6,1,
2025-04-03,MIL,SAN,4-14,1,
2025-04-03,WAS,LOU,3-2,1,
2025-04-04,ALB,POR,4-5,1,
2025-04-04,AUS,PHO,12-1,1,
2025-04-04,JAC,SAN1,9-8,1,
2025-04-04,LAS,OKL,0-3,1,
2025-04-04,MEM,HOU,4-5,1,
2025-04-04,MIL,SAN,7-5,1,
2025-04-04,WAS,LOU,7-2,1,
2025-04-06,ALB,MIL,5-8,1,
2025-04-06,HOU,AUS,2-5,1,
2025-04-06,LOU,MEM,3-6,1,
2025-04-06,OKL,POR,7-9,1,
2025-04-06,PHO,JAC,1-8,1,
2025-04-06,SAN,WAS,7-3,1,
2025-04-06,SAN1,LAS,1-3,1,
2025-04-07,ALB,MIL,10-1,1,
2025-04-07,HOU,AUS,5-6,1,
2025-04-07,LOU,MEM,2-7,1,
2025-04-07,OKL,POR,5-4,1,
2025-04-07,PHO,JAC,5-2,1,
2025-04-07,SAN,WAS,4-3,1,
2025-04-07,SAN1,LAS,4-3,1,
2025-04-08,ALB,MIL,6-3,1,
2025-04-08,HOU,AUS,10-3,1,
2025-04-08,LOU,MEM,5-8,1,
2025-04-08,OKL,POR,5-4,1,
2025-04-08,PHO,JAC,4-5,1,
2025-04-08,SAN,WAS,4-1,1,
2025-04-08,SAN1,LAS,6-5,1,
2025-04-10,AUS,HOU,1-8,1,
2025-04-10,JAC,PHO,1-4,1,
2025-04-10,LAS,SAN1,1-3,1,
2025-04-10,MEM,LOU,2-9,1,
2025-04-10,MIL,ALB,1-0,1,
2025-04-10,POR,OKL,3-6,1,
2025-04-10,WAS,SAN,2-1,1,
2025-04-11,AUS,HOU,3-6,1,
2025-04-11,JAC,PHO,7-2,1,
2025-04-11,LAS,SAN1,4-5,1,
2025-04-11,MEM,LOU,4-8,1,
2025-04-11,MIL,ALB,3-1,1,
2025-04-11,POR,OKL,3-8,1,
2025-04-11,WAS,SAN,7-3,1,
2025-04-12,AUS,HOU,0-4,1,
2025-04-12,JAC,PHO,2-4,1,
2025-04-12,LAS,SAN1,9-4,1,
2025-04-12,MEM,LOU,7-3,1,
2025-04-12,MIL,ALB,4-2,1,
2025-04-12,POR,OKL,4-3,1,
2025-04-12,WAS,SAN,7-6,1,
2025-04-13,AUS,HOU,6-5,1,
2025-04-13,JAC,PHO,4-3,1,
2025-04-13,LAS,SAN1,6-4,1,
2025-04-13,MEM,LOU,1-4,1,
2025-04-13,MIL,ALB,3-1,1,
2025-04-13,POR,OKL,6-1,1,
2025-04-13,WAS,SAN,5-10,1,
2025-04-15,HOU,JAC,1-2,1,
2025-04-15,LOU,AUS,1-3,1,
2025-04-15,MIL,WAS,5-1,1,
2025-04-15,OKL,ALB,3-2,1,
2025-04-15,PHO,LAS,1-5,1,
2025-04-15,SAN,MEM,5-4,1,
2025-04-15,SAN1,POR,3-9,1,
2025-04-16,HOU,JAC,8-6,1,
2025-04-16,LOU,AUS,7-8,1,
2025-04-16,MIL,WAS,6-4,1,
2025-04-16,OKL,ALB,6-5,1,
2025-04-16,PHO,LAS,3-2,1,
2025-04-16,SAN,MEM,10-6,1,
2025-04-16,SAN1,POR,2-0,1,
2025-04-17,HOU,JAC,5-1,1,
2025-04-17,LOU,AUS,3-4,1,
2025-04-17,MIL,WAS,5-3,1,
2025-04-17,OKL,ALB,5-2,1,
2025-04-17,PHO,LAS,2-0,1,
2025-04-17,SAN,MEM,0-6,1,
2025-04-17,SAN1,POR,1-6,1,
2025-04-19,ALB,OKL,4-2,1,
2025-04-19,AUS,LOU,0-3,1,
2025-04-19,JAC,HOU,3-5,1,
2025-04-19,LAS,PHO,0-7,1,
2025-04-19,MEM,SAN,10-4,1,
2025-04-19,POR,SAN1,4-3,1,
2025-04-19,WAS,MIL,0-9,1,
2025-04-20,ALB,OKL,5-2,1,
2025-04-20,AUS,LOU,2-8,1,
2025-04-20,JAC,HOU,0-3,1,
2025-04-20,LAS,PHO,1-0,1,
2025-04-20,MEM,SAN,6-8,1,
2025-04-20,POR,SAN1,4-5,1,
2025-04-20,WAS,MIL,5-4,1,
2025-04-21,ALB,OKL,2-4,1,
2025-04-21,AUS,LOU,8-6,1,
2025-04-21,JAC,HOU,4-9,1,
2025-04-21,LAS,PHO,3-8,1,
2025-04-21,MEM,SAN,4-3,1,
2025-04-21,POR,SAN1,3-1,1,
2025-04-21,WAS,MIL,2-7,1,
2025-04-22,ALB,OKL,1-4,1,
2025-04-22,AUS,LOU,5-1,1,
2025-04-22,JAC,HOU,6-4,1,
2025-04-22,LAS,PHO,1-2,1,
2025-04-22,MEM,SAN,5-0,1,
2025-04-22,POR,SAN1,4-3,1,
2025-04-22,WAS,MIL,5-0,1,
2025-04-24,ALB,WAS,6-3,1,
2025-04-24,HOU,LAS,9-2,1,
2025-04-24,LOU,JAC,4-5,1,
2025-04-24,MIL,MEM,2-3,1,
2025-04-24,PHO,POR,2-7,1,
2025-04-24,SAN,AUS,6-1,1,
2025-04-24,SAN1,OKL,1-2,1,
2025-04-25,ALB,WAS,0-1,1,
2025-04-25,HOU,LAS,0-3,1,
2025-04-25,LOU,JAC,5-4,1,
2025-04-25,MIL,MEM,0-2,1,
2025-04-25,PHO,POR,0-1,1,
2025-04-25,SAN,AUS,5-3,1,
2025-04-25,SAN1,OKL,1-5,1,
2025-04-26,ALB,WAS,4-1,1,
2025-04-26,HOU,LAS,6-3,1,
2025-04-26,LOU,JAC,4-11,1,
2025-04-26,MIL,MEM,4-3,1,
2025-04-26,PHO,POR,3-2,1,
2025-04-26,SAN,AUS,4-8,1,
2025-04-26,SAN1,OKL,7-6,1,
2025-04-28,AUS,SAN,2-3,1,
2025-04-28,JAC,LOU,4-6,1,
2025-04-28,LAS,HOU,3-5,1,
2025-04-28,MEM,MIL,4-3,1,
2025-04-28,OKL,SAN1,6-2,1,
2025-04-28,POR,PHO,7-5,1,
2025-04-28,WAS,ALB,7-3,1,
2025-04-29,AUS,SAN,2-4,1,
2025-04-29,JAC,LOU,2-5,1,
2025-04-29,LAS,HOU,0-7,1,
2025-04-29,MEM,MIL,3-4,1,
2025-04-29,OKL,SAN1,4-3,1,
2025-04-29,POR,PHO,2-0,1,
2025-04-29,WAS,ALB,7-1,1,
2025-04-30,AUS,SAN,1-4,1,
2025-04-30,JAC,LOU,1-10,1,
2025-04-30,LAS,HOU,1-4,1,
2025-04-30,MEM,MIL,6-3,1,
2025-04-30,OKL,SAN1,6-7,1,
2025-04-30,POR,PHO,4-7,1,
2025-04-30,WAS,ALB,5-2,1,
2025-05-01,AUS,SAN,1-4,1,
2025-05-01,JAC,LOU,7-4,1,
2025-05-01,LAS,HOU,2-3,1,
2025-05-01,MEM,MIL,5-0,1,
2025-05-01,OKL,SAN1,2-3,1,
2025-05-01,POR,PHO,7-9,1,
2025-05-01,WAS,ALB,1-3,1,
2025-05-03,HOU,POR,4-3,1,
2025-05-03,LOU,LAS,0-8,1,
2025-05-03,MIL,AUS,5-3,1,
2025-05-03,PHO,OKL,1-2,1,
2025-05-03,SAN,JAC,5-4,1,
2025-05-03,SAN1,ALB,2-4,1,
2025-05-03,WAS,MEM,2-5,1,
2025-05-04,HOU,POR,5-0,1,
2025-05-04,LOU,LAS,2-8,1,
2025-05-04,MIL,AUS,7-5,1,
