balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,781.0,241.0,540.0,158.0,51.0,82.0,53.0,249.0,94.0,0.0,0.0,2.0,250.0,0.3085787451984635,0.6914212548015365,0.06530089628681178,0.2023047375160051,0.6556016597510373,0.31882202304737517,0.1203585147247119
0,1,423.0,72.0,351.0,56.0,13.0,27.0,19.0,186.0,19.0,0.0,0.0,1.0,67.0,0.1702127659574468,0.8297872340425532,0.030732860520094562,0.13238770685579196,0.7777777777777778,0.4397163120567376,0.04491725768321513
0,2,206.0,27.0,179.0,18.0,9.0,2.0,2.0,62.0,8.0,0.0,133.0,0.0,26.0,0.13106796116504854,0.8689320388349514,0.043689320388349516,0.08737864077669903,0.6666666666666666,0.30097087378640774,0.038834951456310676
1,0,218.0,70.0,148.0,49.0,20.0,23.0,18.0,79.0,23.0,0.0,0.0,0.0,74.0,0.3211009174311927,0.6788990825688074,0.09174311926605505,0.22477064220183487,0.7,0.3623853211009174,0.10550458715596331
1,1,273.0,71.0,202.0,61.0,14.0,34.0,21.0,101.0,31.0,0.0,0.0,0.0,78.0,0.2600732600732601,0.73992673992674,0.05128205128205128,0.22344322344322345,0.8591549295774648,0.36996336996337,0.11355311355311355
1,2,203.0,47.0,156.0,32.0,18.0,2.0,2.0,57.0,22.0,0.0,126.0,0.0,55.0,0.2315270935960591,0.7684729064039408,0.08866995073891626,0.15763546798029557,0.6808510638297872,0.28078817733990147,0.10837438423645321
2,0,79.0,16.0,63.0,22.0,6.0,3.0,3.0,24.0,5.0,0.0,0.0,1.0,21.0,0.20253164556962025,0.7974683544303798,0.0759493670886076,0.27848101265822783,1.375,0.3037974683544304,0.06329113924050633
2,1,152.0,32.0,120.0,43.0,8.0,15.0,12.0,52.0,20.0,0.0,0.0,0.0,52.0,0.21052631578947367,0.7894736842105263,0.05263157894736842,0.28289473684210525,1.34375,0.34210526315789475,0.13157894736842105
2,2,159.0,34.0,125.0,54.0,17.0,3.0,2.0,42.0,14.0,0.0,97.0,0.0,48.0,0.2138364779874214,0.7861635220125787,0.1069182389937107,0.33962264150943394,1.588235294117647,0.2641509433962264,0.0880503144654088
3,0,23.0,8.0,15.0,5.0,0.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,5.0,0.34782608695652173,0.6521739130434783,0.0,0.21739130434782608,0.625,0.13043478260869565,0.13043478260869565
3,1,68.0,25.0,43.0,25.0,5.0,11.0,8.0,9.0,8.0,9.0,0.0,0.0,21.0,0.36764705882352944,0.6323529411764706,0.07352941176470588,0.36764705882352944,1.0,0.1323529411764706,0.11764705882352941
3,2,85.0,30.0,55.0,16.0,4.0,6.0,6.0,23.0,12.0,23.0,52.0,0.0,25.0,0.35294117647058826,0.6470588235294118,0.047058823529411764,0.18823529411764706,0.5333333333333333,0.27058823529411763,0.1411764705882353
