date,home,away,result,played,boxscore
2025-04-01,ALB,DET,5-0,1,
2025-04-01,CHA,SEA,4-1,1,
2025-04-01,CHI,IND,5-2,1,
2025-04-01,LOS,COL,1-6,1,
2025-04-01,PHO,NEW,4-2,1,
2025-04-01,SAN,POR,0-2,1,
2025-04-01,WAS,PHI,4-3,1,
2025-04-02,ALB,DET,6-4,1,
2025-04-02,CHA,SEA,4-3,1,
2025-04-02,CHI,IND,10-9,1,
2025-04-02,LOS,COL,5-4,1,
2025-04-02,PHO,NEW,4-10,1,
2025-04-02,SAN,POR,4-3,1,
2025-04-02,WAS,PHI,4-7,1,
2025-04-03,ALB,DET,6-2,1,
2025-04-03,CHA,SEA,5-4,1,
2025-04-03,CHI,IND,3-2,1,
2025-04-03,LOS,COL,4-5,1,
2025-04-03,PHO,NEW,3-2,1,
2025-04-03,SAN,POR,3-2,1,
2025-04-03,WAS,PHI,0-6,1,
2025-04-04,ALB,DET,0-1,1,
2025-04-04,CHA,SEA,0-4,1,
2025-04-04,CHI,IND,5-1,1,
2025-04-04,LOS,COL,6-9,1,
2025-04-04,PHO,NEW,5-1,1,
2025-04-04,SAN,POR,2-5,1,
2025-04-04,WAS,PHI,4-5,1,
2025-04-06,COL,WAS,5-8,1,
2025-04-06,DET,NEW,9-8,1,
2025-04-06,IND,LOS,7-4,1,
2025-04-06,PHI,CHA,2-1,1,
2025-04-06,PHO,SAN,6-8,1,
2025-04-06,POR,CHI,6-5,1,
2025-04-06,SEA,ALB,1-14,1,
2025-04-07,COL,WAS,1-2,1,
2025-04-07,DET,NEW,7-9,1,
2025-04-07,IND,LOS,4-5,1,
2025-04-07,PHI,CHA,7-5,1,
2025-04-07,PHO,SAN,4-2,1,
2025-04-07,POR,CHI,3-1,1,
2025-04-07,SEA,ALB,2-5,1,
2025-04-08,COL,WAS,3-2,1,
2025-04-08,DET,NEW,3-1,1,
2025-04-08,IND,LOS,5-8,1,
2025-04-08,PHI,CHA,5-0,1,
2025-04-08,PHO,SAN,0-5,1,
2025-04-08,POR,CHI,1-7,1,
2025-04-08,SEA,ALB,6-9,1,
2025-04-10,ALB,SEA,5-8,1,
2025-04-10,CHA,PHI,6-4,1,
2025-04-10,CHI,POR,2-6,1,
2025-04-10,LOS,IND,3-7,1,
2025-04-10,NEW,DET,2-3,1,
2025-04-10,SAN,PHO,12-3,1,
2025-04-10,WAS,COL,3-9,1,
2025-04-11,ALB,SEA,5-1,1,
2025-04-11,CHA,PHI,0-8,1,
2025-04-11,CHI,POR,3-5,1,
2025-04-11,LOS,IND,4-6,1,
2025-04-11,NEW,DET,2-1,1,
2025-04-11,SAN,PHO,4-2,1,
2025-04-11,WAS,COL,2-4,1,
2025-04-12,ALB,SEA,2-0,1,
2025-04-12,CHA,PHI,4-0,1,
2025-04-12,CHI,POR,6-2,1,
2025-04-12,LOS,IND,4-2,1,
2025-04-12,NEW,DET,1-3,1,
2025-04-12,SAN,PHO,7-1,1,
2025-04-12,WAS,COL,2-4,1,
2025-04-13,ALB,SEA,7-4,1,
2025-04-13,CHA,PHI,3-2,1,
2025-04-13,CHI,POR,2-7,1,
2025-04-13,LOS,IND,6-4,1,
2025-04-13,NEW,DET,5-4,1,
2025-04-13,SAN,PHO,1-7,1,
2025-04-13,WAS,COL,1-5,1,
2025-04-15,COL,CHA,10-12,1,
2025-04-15,DET,PHO,6-7,1,
2025-04-15,IND,WAS,3-8,1,
2025-04-15,PHI,ALB,2-6,1,
2025-04-15,POR,LOS,1-3,1,
2025-04-15,SAN,CHI,2-5,1,
2025-04-15,SEA,NEW,3-5,1,
2025-04-16,COL,CHA,3-2,1,
2025-04-16,DET,PHO,6-5,1,
2025-04-16,IND,WAS,6-4,1,
2025-04-16,PHI,ALB,2-6,1,
2025-04-16,POR,LOS,8-6,1,
2025-04-16,SAN,CHI,2-6,1,
2025-04-16,SEA,NEW,0-2,1,
2025-04-17,COL,CHA,4-5,1,
2025-04-17,DET,PHO,4-5,1,
2025-04-17,IND,WAS,3-2,1,
2025-04-17,PHI,ALB,2-13,1,
2025-04-17,POR,LOS,8-5,1,
2025-04-17,SAN,CHI,1-4,1,
2025-04-17,SEA,NEW,9-0,1,
