date,home,away,result,played,boxscore
2026-04-01,CHI,SAN,3-4,1,
2026-04-01,IND,ELP,5-3,1,
2026-04-01,LAS,OKL,7-6,1,
2026-04-01,LOU,BAL,10-11,1,
2026-04-01,MEM,SEA,11-5,1,
2026-04-01,PHI,SAN1,5-6,1,
2026-04-01,POR,ALB,5-6,1,
2026-04-02,CHI,SAN,7-8,1,
2026-04-02,IND,ELP,2-4,1,
2026-04-02,LAS,OKL,2-12,1,
2026-04-02,LOU,BAL,9-8,1,
2026-04-02,MEM,SEA,0-3,1,
2026-04-02,PHI,SAN1,2-4,1,
2026-04-02,POR,ALB,5-0,1,
2026-04-03,CHI,SAN,0-4,1,
2026-04-03,IND,ELP,6-4,1,
2026-04-03,LAS,OKL,5-4,1,
2026-04-03,LOU,BAL,4-6,1,
2026-04-03,MEM,SEA,6-4,1,
2026-04-03,PHI,SAN1,5-1,1,
2026-04-03,POR,ALB,5-4,1,
2026-04-04,CHI,SAN,4-5,1,
2026-04-04,IND,ELP,2-5,1,
2026-04-04,LAS,OKL,2-0,1,
2026-04-04,LOU,BAL,8-12,1,
2026-04-04,MEM,SEA,4-3,1,
2026-04-04,PHI,SAN1,4-5,1,
2026-04-04,POR,ALB,5-0,1,
2026-04-06,ALB,BAL,7-3,1,
2026-04-06,ELP,MEM,1-2,1,
2026-04-06,LOU,IND,10-0,1,
2026-04-06,OKL,CHI,8-4,1,
2026-04-06,SAN,PHI,4-3,1,
2026-04-06,SAN1,POR,3-4,1,
2026-04-06,SEA,LAS,7-5,1,
2026-04-07,ALB,BAL,2-1,1,
2026-04-07,ELP,MEM,6-1,1,
2026-04-07,LOU,IND,5-5,1,
2026-04-07,OKL,CHI,4-5,1,
2026-04-07,SAN,PHI,2-6,1,
2026-04-07,SAN1,POR,1-2,1,
2026-04-07,SEA,LAS,13-5,1,
2026-04-08,ALB,BAL,4-3,1,
2026-04-08,ELP,MEM,11-3,1,
2026-04-08,LOU,IND,4-3,1,
2026-04-08,OKL,CHI,5-4,1,
2026-04-08,SAN,PHI,6-5,1,
2026-04-08,SAN1,POR,1-3,1,
2026-04-08,SEA,LAS,5-2,1,
2026-04-10,BAL,ALB,8-7,1,
2026-04-10,CHI,OKL,0-2,1,
2026-04-10,IND,LOU,3-2,1,
2026-04-10,LAS,SEA,4-9,1,
2026-04-10,MEM,ELP,1-5,1,
2026-04-10,PHI,SAN,1-6,1,
2026-04-10,POR,SAN1,3-2,1,
2026-04-11,BAL,ALB,2-5,1,
2026-04-11,CHI,OKL,5-7,1,
2026-04-11,IND,LOU,7-6,1,
2026-04-11,LAS,SEA,2-8,1,
2026-04-11,MEM,ELP,6-9,1,
2026-04-11,PHI,SAN,5-2,1,
2026-04-11,POR,SAN1,4-3,1,
2026-04-12,BAL,ALB,6-3,1,
2026-04-12,CHI,OKL,2-3,1,
2026-04-12,IND,LOU,6-5,1,
2026-04-12,LAS,SEA,1-3,1,
2026-04-12,MEM,ELP,2-5,1,
2026-04-12,PHI,SAN,3-4,1,
2026-04-12,POR,SAN1,1-3,1,
2026-04-13,BAL,ALB,3-4,1,
2026-04-13,CHI,OKL,3-2,1,
2026-04-13,IND,LOU,4-5,1,
2026-04-13,LAS,SEA,6-4,1,
2026-04-13,MEM,ELP,4-7,1,
2026-04-13,PHI,SAN,1-5,1,
2026-04-13,POR,SAN1,4-3,1,
2026-04-15,ALB,LOU,3-6,1,
2026-04-15,ELP,LAS,1-3,1,
2026-04-15,IND,MEM,2-4,1,
2026-04-15,OKL,PHI,3-6,1,
2026-04-15,SAN,POR,4-6,1,
2026-04-15,SAN1,BAL,4-2,1,
2026-04-15,SEA,CHI,2-9,1,
2026-04-16,ALB,LOU,9-5,1,
2026-04-16,ELP,LAS,6-10,1,
2026-04-16,IND,MEM,2-1,1,
2026-04-16,OKL,PHI,2-5,1,
2026-04-16,SAN,POR,8-1,1,
2026-04-16,SAN1,BAL,6-5,1,
2026-04-16,SEA,CHI,4-3,1,
2026-04-17,ALB,LOU,2-5,1,
2026-04-17,ELP,LAS,2-1,1,
2026-04-17,IND,MEM,4-6,1,
2026-04-17,OKL,PHI,6-2,1,
2026-04-17,SAN,POR,6-3,1,
2026-04-17,SAN1,BAL,3-5,1,
2026-04-17,SEA,CHI,8-1,1,
2026-04-19,BAL,SAN1,6-3,1,
2026-04-19,CHI,SEA,3-1,1,
2026-04-19,LAS,ELP,4-1,1,
2026-04-19,LOU,ALB,4-2,1,
2026-04-19,MEM,IND,5-6,1,
2026-04-19,PHI,OKL,2-8,1,
2026-04-19,POR,SAN,3-5,1,
2026-04-20,BAL,SAN1,0-5,1,
2026-04-20,CHI,SEA,5-7,1,
2026-04-20,LAS,ELP,6-7,1,
2026-04-20,LOU,ALB,3-4,1,
2026-04-20,MEM,IND,3-4,1,
2026-04-20,PHI,OKL,0-3,1,
2026-04-20,POR,SAN,5-1,1,
2026-04-21,BAL,SAN1,4-8,1,
2026-04-21,CHI,SEA,2-3,1,
2026-04-21,LAS,ELP,1-2,1,
2026-04-21,LOU,ALB,10-6,1,
2026-04-21,MEM,IND,5-3,1,
2026-04-21,PHI,OKL,1-5,1,
2026-04-21,POR,SAN,5-4,1,
2026-04-22,BAL,SAN1,6-3,1,
2026-04-22,CHI,SEA,3-1,1,
2026-04-22,LAS,ELP,9-6,1,
2026-04-22,LOU,ALB,5-1,1,
2026-04-22,MEM,IND,8-6,1,
2026-04-22,PHI,OKL,4-1,1,
2026-04-22,POR,SAN,1-4,1,
2026-04-24,ELP,CHI,1-3,1,
2026-04-24,IND,LAS,6-4,1,
2026-04-24,LOU,MEM,6-3,1,
2026-04-24,OKL,POR,1-0,1,
2026-04-24,SAN,BAL,6-8,1,
2026-04-24,SAN1,ALB,5-4,1,
2026-04-24,SEA,PHI,10-4,1,
2026-04-25,ELP,CHI,0-3,1,
2026-04-25,IND,LAS,5-1,1,
2026-04-25,LOU,MEM,4-6,1,
2026-04-25,OKL,POR,8-6,1,
2026-04-25,SAN,BAL,7-6,1,
2026-04-25,SAN1,ALB,6-4,1,
2026-04-25,SEA,PHI,5-6,1,
2026-04-26,ELP,CHI,4-3,1,
2026-04-26,IND,LAS,3-2,1,
2026-04-26,LOU,MEM,2-8,1,
2026-04-26,OKL,POR,6-11,1,
2026-04-26,SAN,BAL,4-5,1,
2026-04-26,SAN1,ALB,1-2,1,
2026-04-26,SEA,PHI,4-6,1,
2026-04-28,ALB,SAN1,0-3,1,
2026-04-28,BAL,SAN,7-3,1,
2026-04-28,CHI,ELP,9-6,1,
2026-04-28,LAS,IND,0-4,1,
2026-04-28,MEM,LOU,6-4,1,
2026-04-28,PHI,SEA,5-8,1,
2026-04-28,POR,OKL,6-5,1,
2026-04-29,ALB,SAN1,3-4,1,
2026-04-29,BAL,SAN,4-2,1,
2026-04-29,CHI,ELP,5-0,1,
2026-04-29,LAS,IND,6-5,1,
2026-04-29,MEM,LOU,3-9,1,
2026-04-29,PHI,SEA,1-5,1,
2026-04-29,POR,OKL,5-4,1,
2026-04-30,ALB,SAN1,4-3,1,
2026-04-30,BAL,SAN,7-9,1,
2026-04-30,CHI,ELP,5-4,1,
2026-04-30,LAS,IND,6-7,1,
2026-04-30,MEM,LOU,8-1,1,
2026-04-30,PHI,SEA,6-7,1,
2026-04-30,POR,OKL,1-3,1,
2026-05-01,ALB,SAN1,5-6,1,
2026-05-01,BAL,SAN,9-1,1,
2026-05-01,CHI,ELP,4-3,1,
2026-05-01,LAS,IND,6-11,1,
2026-05-01,MEM,LOU,1-3,1,
2026-05-01,PHI,SEA,3-9,1,
2026-05-01,POR,OKL,8-6,1,
2026-05-03,ELP,PHI,5-8,1,
2026-05-03,IND,CHI,1-7,1,
2026-05-03,MEM,LAS,4-5,1,
2026-05-03,OKL,BAL,3-0,1,
2026-05-03,SAN,ALB,10-5,1,
2026-05-03,SAN1,LOU,9-6,1,
2026-05-03,SEA,POR,2-1,1,
2026-05-04,ELP,PHI,0-4,1,
2026-05-04,IND,CHI,8-6,1,
2026-05-04,MEM,LAS,3-6,1,
2026-05-04,OKL,BAL,6-5,1,
2026-05-04,SAN,ALB,3-5,1,
2026-05-04,SAN1,LOU,3-7,1,
2026-05-04,SEA,POR,0-3,1,
2026-05-05,ELP,PHI,11-2,1,
2026-05-05,IND,CHI,5-3,1,
2026-05-05,MEM,LAS,1-5,1,
