date,home,away,result,played,boxscore
2026-04-01,ALB,ELP,4-2,1,
2026-04-01,CHA,DAL,4-0,1,
2026-04-01,DEN,SAN1,6-0,1,
2026-04-01,HOU,COL,1-0,1,
2026-04-01,IND,LOS,7-1,1,
2026-04-01,NAS,SEA,8-4,1,
2026-04-01,SAN,BOS,5-2,1,
2026-04-02,ALB,ELP,2-4,1,
2026-04-02,CHA,DAL,1-3,1,
2026-04-02,DEN,SAN1,2-1,1,
2026-04-02,HOU,COL,5-2,1,
2026-04-02,IND,LOS,7-6,1,
2026-04-02,NAS,SEA,0-3,1,
2026-04-02,SAN,BOS,1-2,1,
2026-04-03,ALB,ELP,2-3,1,
2026-04-03,CHA,DAL,6-7,1,
2026-04-03,DEN,SAN1,2-5,1,
2026-04-03,HOU,COL,2-9,1,
2026-04-03,IND,LOS,8-4,1,
2026-04-03,NAS,SEA,2-3,1,
2026-04-03,SAN,BOS,9-2,1,
2026-04-04,ALB,ELP,2-7,1,
2026-04-04,CHA,DAL,8-7,1,
2026-04-04,DEN,SAN1,5-4,1,
2026-04-04,HOU,COL,5-6,1,
2026-04-04,IND,LOS,6-5,1,
2026-04-04,NAS,SEA,5-4,1,
2026-04-04,SAN,BOS,3-4,1,
2026-04-06,BOS,ALB,5-4,1,
2026-04-06,DAL,IND,2-5,1,
2026-04-06,ELP,NAS,3-2,1,
2026-04-06,HOU,CHA,1-2,1,
2026-04-06,LOS,SAN,1-3,1,
2026-04-06,SAN1,COL,5-7,1,
2026-04-06,SEA,DEN,5-4,1,
2026-04-07,BOS,ALB,6-4,1,
2026-04-07,DAL,IND,11-5,1,
2026-04-07,ELP,NAS,7-14,1,
2026-04-07,HOU,CHA,2-1,1,
2026-04-07,LOS,SAN,0-4,1,
2026-04-07,SAN1,COL,0-8,1,
2026-04-07,SEA,DEN,3-4,1,
2026-04-08,BOS,ALB,4-3,1,
2026-04-08,DAL,IND,1-4,1,
2026-04-08,ELP,NAS,5-8,1,
2026-04-08,HOU,CHA,9-6,1,
2026-04-08,LOS,SAN,4-5,1,
2026-04-08,SAN1,COL,5-3,1,
2026-04-08,SEA,DEN,4-2,1,
2026-04-10,ALB,BOS,3-4,1,
2026-04-10,CHA,HOU,5-7,1,
2026-04-10,COL,SAN1,3-4,1,
2026-04-10,DEN,SEA,2-4,1,
2026-04-10,IND,DAL,3-4,1,
2026-04-10,NAS,ELP,12-4,1,
2026-04-10,SAN,LOS,5-3,1,
2026-04-11,ALB,BOS,4-2,1,
2026-04-11,CHA,HOU,3-7,1,
2026-04-11,COL,SAN1,3-4,1,
2026-04-11,DEN,SEA,2-4,1,
2026-04-11,IND,DAL,4-2,1,
2026-04-11,NAS,ELP,1-8,1,
2026-04-11,SAN,LOS,2-3,1,
2026-04-12,ALB,BOS,1-0,1,
2026-04-12,CHA,HOU,4-1,1,
2026-04-12,COL,SAN1,4-6,1,
2026-04-12,DEN,SEA,3-6,1,
2026-04-12,IND,DAL,1-7,1,
2026-04-12,NAS,ELP,4-3,1,
2026-04-12,SAN,LOS,1-3,1,
2026-04-13,ALB,BOS,1-4,1,
2026-04-13,CHA,HOU,6-5,1,
2026-04-13,COL,SAN1,6-7,1,
2026-04-13,DEN,SEA,4-6,1,
2026-04-13,IND,DAL,2-1,1,
2026-04-13,NAS,ELP,4-10,1,
2026-04-13,SAN,LOS,4-3,1,
2026-04-15,BOS,NAS,0-2,1,
2026-04-15,CHA,IND,6-3,1,
2026-04-15,DAL,SAN,1-0,1,
2026-04-15,ELP,DEN,5-3,1,
2026-04-15,LOS,ALB,0-3,1,
2026-04-15,SAN1,HOU,2-3,1,
2026-04-15,SEA,COL,4-3,1,
2026-04-16,BOS,NAS,7-8,1,
2026-04-16,CHA,IND,6-5,1,
2026-04-16,DAL,SAN,1-6,1,
2026-04-16,ELP,DEN,5-8,1,
2026-04-16,LOS,ALB,2-7,1,
2026-04-16,SAN1,HOU,3-4,1,
2026-04-16,SEA,COL,1-5,1,
2026-04-17,BOS,NAS,1-0,1,
2026-04-17,CHA,IND,1-4,1,
2026-04-17,DAL,SAN,6-5,1,
2026-04-17,ELP,DEN,3-7,1,
2026-04-17,LOS,ALB,5-7,1,
2026-04-17,SAN1,HOU,10-4,1,
2026-04-17,SEA,COL,4-6,1,
2026-04-19,ALB,LOS,2-1,1,
2026-04-19,COL,SEA,1-7,1,
2026-04-19,DEN,ELP,9-5,1,
2026-04-19,HOU,SAN1,2-10,1,
2026-04-19,IND,CHA,0-1,1,
2026-04-19,NAS,BOS,4-7,1,
2026-04-19,SAN,DAL,5-4,1,
2026-04-20,ALB,LOS,2-5,1,
2026-04-20,COL,SEA,6-1,1,
2026-04-20,DEN,ELP,4-2,1,
2026-04-20,HOU,SAN1,8-7,1,
2026-04-20,IND,CHA,2-5,1,
2026-04-20,NAS,BOS,9-5,1,
2026-04-20,SAN,DAL,8-9,1,
2026-04-21,ALB,LOS,4-10,1,
2026-04-21,COL,SEA,1-2,1,
2026-04-21,DEN,ELP,1-7,1,
2026-04-21,HOU,SAN1,0-6,1,
2026-04-21,IND,CHA,4-2,1,
2026-04-21,NAS,BOS,2-1,1,
2026-04-21,SAN,DAL,1-3,1,
2026-04-22,ALB,LOS,5-0,1,
2026-04-22,COL,SEA,10-8,1,
2026-04-22,DEN,ELP,4-5,1,
2026-04-22,HOU,SAN1,3-2,1,
2026-04-22,IND,CHA,6-1,1,
2026-04-22,NAS,BOS,4-6,1,
2026-04-22,SAN,DAL,7-5,1,
2026-04-24,BOS,DEN,8-0,1,
2026-04-24,CHA,SAN,2-3,1,
2026-04-24,DAL,ALB,7-2,1,
2026-04-24,ELP,COL,2-4,1,
2026-04-24,HOU,IND,4-3,1,
2026-04-24,LOS,NAS,13-2,1,
2026-04-24,SEA,SAN1,2-3,1,
2026-04-25,BOS,DEN,4-3,1,
2026-04-25,CHA,SAN,2-5,1,
2026-04-25,DAL,ALB,5-3,1,
2026-04-25,ELP,COL,3-1,1,
2026-04-25,HOU,IND,8-1,1,
2026-04-25,LOS,NAS,0-4,1,
2026-04-25,SEA,SAN1,3-10,1,
2026-04-26,BOS,DEN,2-1,1,
2026-04-26,CHA,SAN,5-2,1,
2026-04-26,DAL,ALB,9-12,1,
2026-04-26,ELP,COL,8-5,1,
2026-04-26,HOU,IND,6-4,1,
2026-04-26,LOS,NAS,0-5,1,
2026-04-26,SEA,SAN1,1-4,1,
2026-04-28,ALB,DAL,3-8,1,
2026-04-28,COL,ELP,7-5,1,
2026-04-28,DEN,BOS,3-10,1,
2026-04-28,IND,HOU,9-7,1,
2026-04-28,NAS,LOS,5-9,1,
2026-04-28,SAN,CHA,1-12,1,
2026-04-28,SAN1,SEA,5-0,1,
2026-04-29,ALB,DAL,3-6,1,
2026-04-29,COL,ELP,2-5,1,
2026-04-29,DEN,BOS,8-9,1,
2026-04-29,IND,HOU,6-4,1,
2026-04-29,NAS,LOS,0-3,1,
2026-04-29,SAN,CHA,1-5,1,
2026-04-29,SAN1,SEA,6-0,1,
2026-04-30,ALB,DAL,5-6,1,
2026-04-30,COL,ELP,2-13,1,
2026-04-30,DEN,BOS,3-9,1,
2026-04-30,IND,HOU,3-8,1,
2026-04-30,NAS,LOS,8-1,1,
2026-04-30,SAN,CHA,3-1,1,
2026-04-30,SAN1,SEA,4-2,1,
2026-05-01,ALB,DAL,3-4,1,
2026-05-01,COL,ELP,5-4,1,
2026-05-01,DEN,BOS,5-4,1,
2026-05-01,IND,HOU,6-1,1,
2026-05-01,NAS,LOS,5-4,1,
2026-05-01,SAN,CHA,4-3,1,
2026-05-01,SAN1,SEA,0-9,1,
2026-05-03,BOS,COL,5-4,1,
2026-05-03,CHA,ALB,6-3,1,
2026-05-03,DAL,NAS,2-1,1,
2026-05-03,ELP,SAN1,2-0,1,
2026-05-03,IND,SAN,8-2,1,
2026-05-03,LOS,DEN,2-5,1,
2026-05-03,SEA,HOU,3-5,1,
2026-05-04,BOS,COL,0-5,1,
2026-05-04,CHA,ALB,4-5,1,
2026-05-04,DAL,NAS,2-4,1,
2026-05-04,ELP,SAN1,2-8,1,
2026-05-04,IND,SAN,5-4,1,
2026-05-04,LOS,DEN,0-3,1,
2026-05-04,SEA,HOU,3-8,1,
2026-05-05,BOS,COL,10-0,1,
2026-05-05,CHA,ALB,8-6,1,
2026-05-05,DAL,NAS,5-2,1,
2026-05-05,ELP,SAN1,2-5,1,
2026-05-05,IND,SAN,4-5,1,
2026-05-05,LOS,DEN,5-2,1,
2026-05-05,SEA,HOU,3-1,1,
2026-05-07,ALB,CHA,9-10,1,
2026-05-07,COL,BOS,1-7,1,
2026-05-07,DEN,LOS,6-4,1,
2026-05-07,HOU,SEA,7-5,1,
2026-05-07,NAS,DAL,7-2,1,
2026-05-07,SAN,IND,2-3,1,
2026-05-07,SAN1,ELP,6-7,1,
2026-05-08,ALB,CHA,6-2,1,
2026-05-08,COL,BOS,3-2,1,
2026-05-08,DEN,LOS,15-4,1,
2026-05-08,HOU,SEA,4-3,1,
2026-05-08,NAS,DAL,7-11,1,
2026-05-08,SAN,IND,9-5,1,
2026-05-08,SAN1,ELP,5-7,1,
2026-05-09,ALB,CHA,3-14,1,
2026-05-09,COL,BOS,0-1,1,
2026-05-09,DEN,LOS,1-0,1,
2026-05-09,HOU,SEA,6-1,1,
2026-05-09,NAS,DAL,6-3,1,
2026-05-09,SAN,IND,3-5,1,
2026-05-09,SAN1,ELP,1-4,1,
2026-05-10,ALB,CHA,7-5,1,
2026-05-10,COL,BOS,2-4,1,
2026-05-10,DEN,LOS,6-2,1,
2026-05-10,HOU,SEA,4-5,1,
2026-05-10,NAS,DAL,3-2,1,
2026-05-10,SAN,IND,6-1,1,
2026-05-10,SAN1,ELP,2-8,1,
2026-05-12,BOS,SAN1,8-0,1,
2026-05-12,CHA,NAS,6-9,1,
2026-05-12,DAL,DEN,1-8,1,
2026-05-12,ELP,SEA,1-3,1,
2026-05-12,HOU,SAN,6-8,1,
