balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,16808.0,6551.0,10257.0,4439.0,1558.0,2569.0,1757.0,6806.0,3078.0,0.0,0.0,373.0,7599.0,0.3897548786292242,0.6102451213707758,0.09269395525940029,0.2641004283674441,0.6776064722943063,0.4049262256068539,0.18312708234174202
0,1,6486.0,1479.0,5007.0,993.0,350.0,562.0,370.0,3999.0,668.0,0.0,0.0,340.0,1676.0,0.22802960222016652,0.7719703977798335,0.05396238051187172,0.15309898242368178,0.6713995943204868,0.616558741905643,0.10299105766265804
0,2,1477.0,329.0,1148.0,190.0,0.0,76.0,48.0,879.0,97.0,0.0,436.0,86.0,324.0,0.22274881516587677,0.7772511848341233,0.0,0.12863913337846988,0.5775075987841946,0.5951252538930264,0.06567366283006093
1,0,5842.0,2410.0,3432.0,1670.0,566.0,998.0,657.0,2258.0,1068.0,0.0,0.0,106.0,2719.0,0.4125299554946936,0.5874700445053064,0.0968846285518658,0.2858610065046217,0.6929460580912863,0.38651146867511127,0.1828141047586443
1,1,5669.0,2026.0,3643.0,1403.0,498.0,825.0,561.0,2474.0,1029.0,0.0,0.0,140.0,2410.0,0.35738225436584936,0.6426177456341506,0.08784618098430058,0.24748632915858176,0.692497532082922,0.43640853766096316,0.18151349444346446
1,2,2866.0,821.0,2045.0,450.0,0.0,205.0,132.0,1462.0,262.0,0.0,1042.0,157.0,821.0,0.2864619678995115,0.7135380321004885,0.0,0.15701325889741802,0.5481120584652862,0.5101186322400558,0.09141660851360782
2,0,1935.0,761.0,1174.0,525.0,172.0,321.0,235.0,789.0,343.0,0.0,0.0,38.0,850.0,0.39328165374677004,0.60671834625323,0.08888888888888889,0.2713178294573643,0.6898817345597897,0.4077519379844961,0.1772609819121447
2,1,2845.0,1126.0,1719.0,780.0,262.0,465.0,301.0,1126.0,529.0,0.0,0.0,56.0,1295.0,0.3957820738137083,0.6042179261862918,0.09209138840070298,0.2741652021089631,0.6927175843694494,0.3957820738137083,0.1859402460456942
2,2,2299.0,1139.0,1160.0,568.0,0.0,231.0,141.0,740.0,307.0,0.0,1280.0,48.0,1059.0,0.4954327968682036,0.5045672031317965,0.0,0.24706394084384514,0.4986830553116769,0.3218790778599391,0.13353632013919095
3,0,691.0,224.0,467.0,173.0,45.0,111.0,76.0,320.0,124.0,320.0,0.0,16.0,277.0,0.32416787264833574,0.6758321273516642,0.06512301013024602,0.2503617945007236,0.7723214285714286,0.4630969609261939,0.17945007235890015
3,1,1172.0,385.0,787.0,288.0,102.0,167.0,111.0,521.0,235.0,521.0,0.0,27.0,506.0,0.32849829351535836,0.6715017064846417,0.08703071672354949,0.24573378839590443,0.7480519480519481,0.4445392491467577,0.20051194539249148
3,2,1052.0,507.0,545.0,262.0,0.0,105.0,66.0,336.0,177.0,336.0,597.0,14.0,503.0,0.48193916349809884,0.5180608365019012,0.0,0.24904942965779467,0.5167652859960552,0.3193916349809886,0.1682509505703422
