balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,862.0,391.0,471.0,212.0,43.0,163.0,103.0,311.0,156.0,0.0,0.0,4.0,385.0,0.45359628770301624,0.5464037122969838,0.04988399071925754,0.2459396751740139,0.5421994884910486,0.36078886310904873,0.18097447795823665
0,1,366.0,98.0,268.0,60.0,18.0,40.0,22.0,225.0,41.0,0.0,0.0,2.0,98.0,0.2677595628415301,0.73224043715847,0.04918032786885246,0.16393442622950818,0.6122448979591837,0.6147540983606558,0.11202185792349727
0,2,97.0,25.0,72.0,13.0,0.0,11.0,7.0,59.0,10.0,0.0,27.0,0.0,24.0,0.25773195876288657,0.7422680412371134,0.0,0.13402061855670103,0.52,0.6082474226804123,0.10309278350515463
1,0,288.0,126.0,162.0,73.0,15.0,55.0,36.0,113.0,48.0,0.0,0.0,1.0,121.0,0.4375,0.5625,0.052083333333333336,0.2534722222222222,0.5793650793650794,0.3923611111111111,0.16666666666666666
1,1,322.0,133.0,189.0,64.0,19.0,41.0,31.0,131.0,58.0,0.0,0.0,0.0,144.0,0.41304347826086957,0.5869565217391305,0.059006211180124224,0.19875776397515527,0.48120300751879697,0.40683229813664595,0.18012422360248448
1,2,190.0,65.0,125.0,24.0,0.0,10.0,8.0,99.0,11.0,0.0,78.0,3.0,48.0,0.34210526315789475,0.6578947368421053,0.0,0.12631578947368421,0.36923076923076925,0.5210526315789473,0.05789473684210526
2,0,102.0,49.0,53.0,27.0,8.0,18.0,11.0,33.0,19.0,0.0,0.0,0.0,47.0,0.4803921568627451,0.5196078431372549,0.0784313725490196,0.2647058823529412,0.5510204081632653,0.3235294117647059,0.18627450980392157
2,1,172.0,71.0,101.0,38.0,8.0,29.0,22.0,71.0,29.0,0.0,0.0,1.0,72.0,0.4127906976744186,0.5872093023255814,0.046511627906976744,0.22093023255813954,0.5352112676056338,0.4127906976744186,0.1686046511627907
2,2,146.0,71.0,75.0,28.0,0.0,15.0,11.0,48.0,22.0,0.0,83.0,0.0,65.0,0.4863013698630137,0.5136986301369864,0.0,0.1917808219178082,0.39436619718309857,0.3287671232876712,0.1506849315068493
3,0,29.0,6.0,23.0,1.0,0.0,1.0,0.0,16.0,6.0,16.0,0.0,1.0,9.0,0.20689655172413793,0.7931034482758621,0.0,0.034482758620689655,0.16666666666666666,0.5517241379310345,0.20689655172413793
3,1,75.0,23.0,52.0,10.0,2.0,8.0,6.0,36.0,16.0,36.0,0.0,0.0,29.0,0.30666666666666664,0.6933333333333334,0.02666666666666667,0.13333333333333333,0.43478260869565216,0.48,0.21333333333333335
3,2,70.0,37.0,33.0,16.0,0.0,10.0,8.0,22.0,10.0,22.0,38.0,0.0,37.0,0.5285714285714286,0.4714285714285714,0.0,0.22857142857142856,0.43243243243243246,0.3142857142857143,0.14285714285714285
