date,home,away,result,played,boxscore
2025-04-01,AUS,SEA,0-4,1,
2025-04-01,BAL,BOS,2-1,1,
2025-04-01,ELP,NEW,6-5,1,
2025-04-01,LAS,ALB,3-6,1,
2025-04-01,MEM,FOR,0-2,1,
2025-04-01,MIL,POR,11-6,1,
2025-04-01,NAS,SAN,4-6,1,
2025-04-02,AUS,SEA,5-4,1,
2025-04-02,BAL,BOS,4-0,1,
2025-04-02,ELP,NEW,2-4,1,
2025-04-02,LAS,ALB,4-2,1,
2025-04-02,MEM,FOR,1-6,1,
2025-04-02,MIL,POR,6-8,1,
2025-04-02,NAS,SAN,2-8,1,
2025-04-03,AUS,SEA,6-3,1,
2025-04-03,BAL,BOS,1-6,1,
2025-04-03,ELP,NEW,2-4,1,
2025-04-03,LAS,ALB,3-10,1,
2025-04-03,MEM,FOR,4-2,1,
2025-04-03,MIL,POR,4-3,1,
2025-04-03,NAS,SAN,1-10,1,
2025-04-04,AUS,SEA,3-2,1,
2025-04-04,BAL,BOS,6-8,1,
2025-04-04,ELP,NEW,3-4,1,
2025-04-04,LAS,ALB,4-0,1,
2025-04-04,MEM,FOR,6-3,1,
2025-04-04,MIL,POR,3-4,1,
2025-04-04,NAS,SAN,6-4,1,
2025-04-06,ALB,BAL,2-4,1,
2025-04-06,BOS,AUS,1-6,1,
2025-04-06,ELP,MIL,0-4,1,
2025-04-06,FOR,NEW,0-5,1,
2025-04-06,POR,LAS,3-2,1,
2025-04-06,SAN,MEM,3-2,1,
2025-04-06,SEA,NAS,3-1,1,
2025-04-07,ALB,BAL,2-1,1,
2025-04-07,BOS,AUS,4-7,1,
2025-04-07,ELP,MIL,3-7,1,
2025-04-07,FOR,NEW,2-5,1,
2025-04-07,POR,LAS,2-5,1,
2025-04-07,SAN,MEM,1-12,1,
2025-04-07,SEA,NAS,4-3,1,
2025-04-08,ALB,BAL,2-1,1,
2025-04-08,BOS,AUS,5-4,1,
2025-04-08,ELP,MIL,3-4,1,
2025-04-08,FOR,NEW,4-5,1,
2025-04-08,POR,LAS,5-3,1,
2025-04-08,SAN,MEM,1-6,1,
2025-04-08,SEA,NAS,2-3,1,
2025-04-10,AUS,BOS,4-5,1,
2025-04-10,BAL,ALB,2-4,1,
2025-04-10,LAS,POR,6-4,1,
2025-04-10,MEM,SAN,5-2,1,
2025-04-10,MIL,ELP,6-2,1,
2025-04-10,NAS,SEA,2-0,1,
2025-04-10,NEW,FOR,4-0,1,
2025-04-11,AUS,BOS,3-8,1,
2025-04-11,BAL,ALB,3-1,1,
2025-04-11,LAS,POR,9-8,1,
2025-04-11,MEM,SAN,3-4,1,
2025-04-11,MIL,ELP,0-4,1,
2025-04-11,NAS,SEA,4-3,1,
2025-04-11,NEW,FOR,0-3,1,
2025-04-12,AUS,BOS,8-10,1,
2025-04-12,BAL,ALB,3-6,1,
2025-04-12,LAS,POR,5-3,1,
2025-04-12,MEM,SAN,5-0,1,
2025-04-12,MIL,ELP,1-4,1,
2025-04-12,NAS,SEA,2-6,1,
2025-04-12,NEW,FOR,10-5,1,
2025-04-13,AUS,BOS,8-2,1,
2025-04-13,BAL,ALB,7-5,1,
2025-04-13,LAS,POR,6-3,1,
2025-04-13,MEM,SAN,2-0,1,
2025-04-13,MIL,ELP,7-8,1,
2025-04-13,NAS,SEA,1-2,1,
2025-04-13,NEW,FOR,11-3,1,
2025-04-15,ALB,AUS,0-1,1,
2025-04-15,BOS,NAS,11-4,1,
2025-04-15,FOR,ELP,2-3,1,
2025-04-15,MIL,LAS,8-1,1,
2025-04-15,POR,BAL,2-5,1,
2025-04-15,SAN,NEW,4-3,1,
2025-04-15,SEA,MEM,5-13,1,
2025-04-16,ALB,AUS,2-1,1,
2025-04-16,BOS,NAS,3-8,1,
2025-04-16,FOR,ELP,0-4,1,
2025-04-16,MIL,LAS,8-2,1,
2025-04-16,POR,BAL,3-2,1,
2025-04-16,SAN,NEW,2-3,1,
2025-04-16,SEA,MEM,1-0,1,
2025-04-17,ALB,AUS,6-2,1,
2025-04-17,BOS,NAS,11-1,1,
2025-04-17,FOR,ELP,7-5,1,
2025-04-17,MIL,LAS,5-6,1,
2025-04-17,POR,BAL,2-5,1,
2025-04-17,SAN,NEW,5-4,1,
2025-04-17,SEA,MEM,2-10,1,
2025-04-19,AUS,ALB,7-2,1,
2025-04-19,BAL,POR,6-8,1,
2025-04-19,ELP,FOR,5-1,1,
2025-04-19,LAS,MIL,6-1,1,
2025-04-19,MEM,SEA,8-6,1,
2025-04-19,NAS,BOS,0-7,1,
2025-04-19,NEW,SAN,5-3,1,
