date,home,away,result,played,boxscore
2025-04-01,BAL,SAN1,6-5,1,
2025-04-01,COL,NAS,4-5,1,
2025-04-01,ELP,CHI,1-0,1,
2025-04-01,JAC,LAS,5-2,1,
2025-04-01,POR,WAS,1-2,1,
2025-04-01,SAN,PHI,5-7,1,
2025-04-01,SAN2,CHA,10-1,1,
2025-04-02,BAL,SAN1,2-5,1,
2025-04-02,COL,NAS,3-5,1,
2025-04-02,ELP,CHI,1-2,1,
2025-04-02,JAC,LAS,4-1,1,
2025-04-02,POR,WAS,5-9,1,
2025-04-02,SAN,PHI,5-4,1,
2025-04-02,SAN2,CHA,6-3,1,
2025-04-03,BAL,SAN1,2-0,1,
2025-04-03,COL,NAS,0-3,1,
2025-04-03,ELP,CHI,0-4,1,
2025-04-03,JAC,LAS,5-1,1,
2025-04-03,POR,WAS,3-2,1,
2025-04-03,SAN,PHI,8-9,1,
2025-04-03,SAN2,CHA,3-6,1,
2025-04-04,BAL,SAN1,8-7,1,
2025-04-04,COL,NAS,4-6,1,
2025-04-04,ELP,CHI,4-2,1,
2025-04-04,JAC,LAS,1-0,1,
2025-04-04,POR,WAS,3-5,1,
2025-04-04,SAN,PHI,8-4,1,
2025-04-04,SAN2,CHA,6-5,1,
2025-04-06,CHA,COL,2-1,1,
2025-04-06,CHI,SAN2,0-3,1,
2025-04-06,LAS,POR,4-5,1,
2025-04-06,NAS,JAC,4-2,1,
2025-04-06,SAN,BAL,2-5,1,
2025-04-06,SAN1,ELP,0-6,1,
2025-04-06,WAS,PHI,6-0,1,
2025-04-07,CHA,COL,1-11,1,
2025-04-07,CHI,SAN2,1-7,1,
2025-04-07,LAS,POR,1-3,1,
2025-04-07,NAS,JAC,7-2,1,
2025-04-07,SAN,BAL,3-2,1,
2025-04-07,SAN1,ELP,4-2,1,
2025-04-07,WAS,PHI,1-4,1,
2025-04-08,CHA,COL,4-3,1,
2025-04-08,CHI,SAN2,4-9,1,
2025-04-08,LAS,POR,5-0,1,
2025-04-08,NAS,JAC,5-3,1,
2025-04-08,SAN,BAL,1-3,1,
2025-04-08,SAN1,ELP,2-8,1,
2025-04-08,WAS,PHI,5-7,1,
2025-04-10,BAL,SAN,7-0,1,
2025-04-10,COL,CHA,6-5,1,
2025-04-10,ELP,SAN1,1-8,1,
2025-04-10,JAC,NAS,2-1,1,
2025-04-10,PHI,WAS,5-4,1,
2025-04-10,POR,LAS,1-2,1,
2025-04-10,SAN2,CHI,11-5,1,
2025-04-11,BAL,SAN,3-4,1,
2025-04-11,COL,CHA,1-4,1,
2025-04-11,ELP,SAN1,4-3,1,
2025-04-11,JAC,NAS,3-6,1,
