date,home,away,result,played,boxscore
2027-04-01,COL,OKL,5-4,1,
2027-04-01,FOR,AUS,1-5,1,
2027-04-01,JAC,ALB,2-6,1,
2027-04-01,LAS,BOS,1-6,1,
2027-04-01,LOS,BAL,0-5,1,
2027-04-01,SAN,PHO,4-2,1,
2027-04-01,SAN1,LOU,2-1,1,
2027-04-02,COL,OKL,14-2,1,
2027-04-02,FOR,AUS,3-6,1,
2027-04-02,JAC,ALB,10-7,1,
2027-04-02,LAS,BOS,2-3,1,
2027-04-02,LOS,BAL,3-7,1,
2027-04-02,SAN,PHO,2-1,1,
2027-04-02,SAN1,LOU,0-1,1,
2027-04-03,COL,OKL,5-4,1,
2027-04-03,FOR,AUS,2-5,1,
2027-04-03,JAC,ALB,6-5,1,
2027-04-03,LAS,BOS,5-2,1,
2027-04-03,LOS,BAL,10-3,1,
2027-04-03,SAN,PHO,2-3,1,
2027-04-03,SAN1,LOU,2-1,1,
2027-04-04,COL,OKL,13-4,1,
2027-04-04,FOR,AUS,6-2,1,
2027-04-04,JAC,ALB,4-1,1,
2027-04-04,LAS,BOS,4-1,1,
2027-04-04,LOS,BAL,7-10,1,
2027-04-04,SAN,PHO,3-2,1,
2027-04-04,SAN1,LOU,1-3,1,
2027-04-06,AUS,SAN,5-3,1,
2027-04-06,BAL,COL,2-3,1,
2027-04-06,BOS,LOS,4-3,1,
2027-04-06,JAC,LAS,0-2,1,
2027-04-06,LOU,FOR,3-7,1,
2027-04-06,OKL,SAN1,0-1,1,
2027-04-06,PHO,ALB,4-1,1,
2027-04-07,AUS,SAN,4-5,1,
2027-04-07,BAL,COL,2-8,1,
2027-04-07,BOS,LOS,1-3,1,
2027-04-07,JAC,LAS,5-4,1,
2027-04-07,LOU,FOR,2-3,1,
2027-04-07,OKL,SAN1,7-1,1,
2027-04-07,PHO,ALB,6-6,1,
2027-04-08,AUS,SAN,0-7,1,
2027-04-08,BAL,COL,4-3,1,
2027-04-08,BOS,LOS,3-11,1,
2027-04-08,JAC,LAS,6-2,1,
2027-04-08,LOU,FOR,2-6,1,
2027-04-08,OKL,SAN1,1-3,1,
2027-04-08,PHO,ALB,8-6,1,
2027-04-10,ALB,PHO,1-4,1,
2027-04-10,COL,BAL,3-14,1,
2027-04-10,FOR,LOU,5-2,1,
2027-04-10,LAS,JAC,0-3,1,
2027-04-10,LOS,BOS,5-4,1,
2027-04-10,SAN,AUS,3-1,1,
2027-04-10,SAN1,OKL,3-5,1,
2027-04-11,ALB,PHO,9-5,1,
2027-04-11,COL,BAL,9-8,1,
2027-04-11,FOR,LOU,1-2,1,
2027-04-11,LAS,JAC,6-9,1,
2027-04-11,LOS,BOS,1-9,1,
2027-04-11,SAN,AUS,6-5,1,
2027-04-11,SAN1,OKL,3-4,1,
2027-04-12,ALB,PHO,2-5,1,
2027-04-12,COL,BAL,5-7,1,
2027-04-12,FOR,LOU,2-3,1,
2027-04-12,LAS,JAC,5-14,1,
2027-04-12,LOS,BOS,7-5,1,
2027-04-12,SAN,AUS,2-4,1,
2027-04-12,SAN1,OKL,7-4,1,
2027-04-13,ALB,PHO,1-10,1,
2027-04-13,COL,BAL,1-4,1,
2027-04-13,FOR,LOU,7-0,1,
2027-04-13,LAS,JAC,3-0,1,
2027-04-13,LOS,BOS,3-2,1,
2027-04-13,SAN,AUS,1-6,1,
2027-04-13,SAN1,OKL,0-8,1,
2027-04-15,AUS,ALB,10-4,1,
2027-04-15,BAL,SAN1,3-4,1,
2027-04-15,BOS,COL,9-4,1,
2027-04-15,LAS,LOS,5-4,1,
2027-04-15,LOU,SAN,0-5,1,
2027-04-15,OKL,FOR,1-2,1,
2027-04-15,PHO,JAC,3-2,1,
2027-04-16,AUS,ALB,4-7,1,
