date,home,away,result,played,boxscore
2065-04-01,BOS,LAS,6-2,1,
2065-04-01,MIL,JAC,2-1,1,
2065-04-01,NAS,SAN,1-7,1,
2065-04-01,NEW,DEN,9-11,1,
2065-04-01,OKL,LOS,1-6,1,
2065-04-01,POR,SAN1,7-1,1,
2065-04-01,WAS,DET,1-2,1,
2065-04-02,BOS,LAS,2-3,1,
2065-04-02,MIL,JAC,2-4,1,
2065-04-02,NAS,SAN,8-1,1,
2065-04-02,NEW,DEN,4-3,1,
2065-04-02,OKL,LOS,1-4,1,
2065-04-02,POR,SAN1,5-1,1,
2065-04-02,WAS,DET,1-4,1,
2065-04-03,BOS,LAS,6-5,1,
2065-04-03,MIL,JAC,4-7,1,
2065-04-03,NAS,SAN,2-4,1,
2065-04-03,NEW,DEN,5-7,1,
2065-04-03,OKL,LOS,3-2,1,
2065-04-03,POR,SAN1,4-2,1,
2065-04-03,WAS,DET,5-1,1,
2065-04-04,BOS,LAS,2-0,1,
2065-04-04,MIL,JAC,6-3,1,
2065-04-04,NAS,SAN,5-2,1,
2065-04-04,NEW,DEN,4-0,1,
2065-04-04,OKL,LOS,2-3,1,
2065-04-04,POR,SAN1,2-1,1,
2065-04-04,WAS,DET,1-0,1,
2065-04-06,DEN,WAS,5-7,1,
2065-04-06,DET,SAN1,8-6,1,
2065-04-06,JAC,BOS,6-4,1,
2065-04-06,LAS,OKL,2-4,1,
2065-04-06,LOS,NAS,3-2,1,
2065-04-06,POR,MIL,3-8,1,
2065-04-06,SAN,NEW,9-2,1,
2065-04-07,DEN,WAS,2-7,1,
2065-04-07,DET,SAN1,1-2,1,
2065-04-07,JAC,BOS,3-0,1,
2065-04-07,LAS,OKL,0-3,1,
2065-04-07,LOS,NAS,2-4,1,
2065-04-07,POR,MIL,3-1,1,
2065-04-07,SAN,NEW,2-4,1,
2065-04-08,DEN,WAS,1-10,1,
2065-04-08,DET,SAN1,2-3,1,
2065-04-08,JAC,BOS,5-8,1,
2065-04-08,LAS,OKL,1-6,1,
2065-04-08,LOS,NAS,4-5,1,
2065-04-08,POR,MIL,1-6,1,
2065-04-08,SAN,NEW,3-4,1,
2065-04-10,BOS,JAC,6-7,1,
2065-04-10,MIL,POR,3-0,1,
2065-04-10,NAS,LOS,7-2,1,
2065-04-10,NEW,SAN,4-3,1,
2065-04-10,OKL,LAS,7-6,1,
2065-04-10,SAN1,DET,2-0,1,
2065-04-10,WAS,DEN,7-5,1,
2065-04-11,BOS,JAC,5-3,1,
2065-04-11,MIL,POR,3-2,1,
2065-04-11,NAS,LOS,3-2,1,
2065-04-11,NEW,SAN,3-2,1,
2065-04-11,OKL,LAS,3-1,1,
2065-04-11,SAN1,DET,5-7,1,
2065-04-11,WAS,DEN,6-5,1,
2065-04-12,BOS,JAC,3-2,1,
2065-04-12,MIL,POR,2-8,1,
2065-04-12,NAS,LOS,3-1,1,
2065-04-12,NEW,SAN,5-4,1,
2065-04-12,OKL,LAS,6-9,1,
2065-04-12,SAN1,DET,5-8,1,
2065-04-12,WAS,DEN,8-6,1,
2065-04-13,BOS,JAC,0-2,1,
2065-04-13,MIL,POR,8-4,1,
2065-04-13,NAS,LOS,7-4,1,
2065-04-13,NEW,SAN,1-5,1,
2065-04-13,OKL,LAS,1-3,1,
2065-04-13,SAN1,DET,1-2,1,
2065-04-13,WAS,DEN,3-6,1,
2065-04-15,DEN,SAN1,7-2,1,
2065-04-15,DET,POR,3-2,1,
2065-04-15,JAC,OKL,4-1,1,
2065-04-15,LAS,NAS,6-2,1,
2065-04-15,LOS,NEW,1-2,1,
2065-04-15,MIL,BOS,8-3,1,
2065-04-15,SAN,WAS,4-1,1,
2065-04-16,DEN,SAN1,1-0,1,
2065-04-16,DET,POR,4-6,1,
2065-04-16,JAC,OKL,4-10,1,
2065-04-16,LAS,NAS,7-4,1,
2065-04-16,LOS,NEW,2-3,1,
2065-04-16,MIL,BOS,5-2,1,
2065-04-16,SAN,WAS,4-3,1,
2065-04-17,DEN,SAN1,2-6,1,
2065-04-17,DET,POR,6-5,1,
2065-04-17,JAC,OKL,2-3,1,
2065-04-17,LAS,NAS,2-8,1,
2065-04-17,LOS,NEW,4-8,1,
2065-04-17,MIL,BOS,4-3,1,
2065-04-17,SAN,WAS,4-3,1,
2065-04-19,BOS,MIL,2-5,1,
2065-04-19,NAS,LAS,3-1,1,
2065-04-19,NEW,LOS,1-2,1,
2065-04-19,OKL,JAC,1-4,1,
2065-04-19,POR,DET,2-9,1,
2065-04-19,SAN1,DEN,2-0,1,
2065-04-19,WAS,SAN,8-2,1,
2065-04-20,BOS,MIL,4-0,1,
2065-04-20,NAS,LAS,2-9,1,
2065-04-20,NEW,LOS,2-8,1,
2065-04-20,OKL,JAC,0-3,1,
2065-04-20,POR,DET,0-2,1,
2065-04-20,SAN1,DEN,4-2,1,
2065-04-20,WAS,SAN,6-1,1,
2065-04-21,BOS,MIL,4-2,1,
2065-04-21,NAS,LAS,2-1,1,
2065-04-21,NEW,LOS,7-6,1,
2065-04-21,OKL,JAC,3-2,1,
2065-04-21,POR,DET,1-11,1,
2065-04-21,SAN1,DEN,6-5,1,
2065-04-21,WAS,SAN,2-1,1,
2065-04-22,BOS,MIL,5-4,1,
2065-04-22,NAS,LAS,6-1,1,
2065-04-22,NEW,LOS,0-1,1,
2065-04-22,OKL,JAC,4-3,1,
2065-04-22,POR,DET,3-2,1,
2065-04-22,SAN1,DEN,0-7,1,
2065-04-22,WAS,SAN,2-4,1,
2065-04-24,DEN,DET,2-4,1,
2065-04-24,JAC,NAS,3-7,1,
2065-04-24,LAS,NEW,0-6,1,
2065-04-24,LOS,WAS,1-6,1,
2065-04-24,MIL,OKL,5-4,1,
2065-04-24,POR,BOS,3-5,1,
2065-04-24,SAN,SAN1,4-2,1,
2065-04-25,DEN,DET,4-5,1,
2065-04-25,JAC,NAS,6-11,1,
2065-04-25,LAS,NEW,5-7,1,
2065-04-25,LOS,WAS,4-3,1,
2065-04-25,MIL,OKL,2-8,1,
2065-04-25,POR,BOS,5-1,1,
2065-04-25,SAN,SAN1,5-6,1,
2065-04-26,DEN,DET,2-3,1,
2065-04-26,JAC,NAS,3-2,1,
2065-04-26,LAS,NEW,5-4,1,
2065-04-26,LOS,WAS,2-8,1,
2065-04-26,MIL,OKL,8-6,1,
2065-04-26,POR,BOS,1-2,1,
2065-04-26,SAN,SAN1,6-0,1,
2065-04-28,BOS,POR,8-0,1,
2065-04-28,DET,DEN,1-0,1,
2065-04-28,NAS,JAC,2-3,1,
2065-04-28,NEW,LAS,1-0,1,
2065-04-28,OKL,MIL,7-3,1,
2065-04-28,SAN1,SAN,1-5,1,
