round,overall_pick,team_id,player_id
1,1,BOS,D20250081
1,2,LOU,D20250028
1,3,FOR,D20250087
1,4,SAN1,D20250026
1,5,JAC,D20250100
1,6,BAL,D20250034
1,7,LOS,D20250007
1,8,SAN,D20250145
1,9,OKL,D20250054
1,10,PHO,D20250083
1,11,LAS,D20250010
1,12,AUS,D20250079
1,13,COL,D20250120
1,14,ALB,D20250036
2,15,BOS,D20250186
2,16,LOU,D20250185
2,17,FOR,D20250059
2,18,SAN1,D20250063
2,19,JAC,D20250092
2,20,BAL,D20250150
2,21,LOS,D20250095
2,22,SAN,D20250116
2,23,OKL,D20250200
2,24,PHO,D20250074
2,25,LAS,D20250103
2,26,AUS,D20250198
2,27,COL,D20250135
2,28,ALB,D20250194
3,29,BOS,D20250070
3,30,LOU,D20250072
3,31,FOR,D20250046
3,32,SAN1,D20250199
3,33,JAC,D20250039
3,34,BAL,D20250101
3,35,LOS,D20250113
3,36,SAN,D20250084
3,37,OKL,D20250058
3,38,PHO,D20250061
3,39,LAS,D20250171
3,40,AUS,D20250107
3,41,COL,D20250197
3,42,ALB,D20250091
4,43,BOS,D20250164
4,44,LOU,D20250030
4,45,FOR,D20250105
4,46,SAN1,D20250038
4,47,JAC,D20250097
4,48,BAL,D20250165
4,49,LOS,D20250025
4,50,SAN,D20250060
4,51,OKL,D20250112
4,52,PHO,D20250159
4,53,LAS,D20250086
4,54,AUS,D20250047
4,55,COL,D20250168
4,56,ALB,D20250024
5,57,BOS,D20250130
5,58,LOU,D20250011
5,59,FOR,D20250104
5,60,SAN1,D20250001
5,61,JAC,D20250022
5,62,BAL,D20250161
5,63,LOS,D20250078
5,64,SAN,D20250096
5,65,OKL,D20250032
5,66,PHO,D20250141
5,67,LAS,D20250009
5,68,AUS,D20250048
5,69,COL,D20250057
5,70,ALB,D20250076
6,71,BOS,D20250021
6,72,LOU,D20250167
6,73,FOR,D20250043
6,74,SAN1,D20250187
6,75,JAC,D20250149
6,76,BAL,D20250117
6,77,LOS,D20250066
6,78,SAN,D20250005
6,79,OKL,D20250088
6,80,PHO,D20250067
6,81,LAS,D20250148
6,82,AUS,D20250012
6,83,COL,D20250174
6,84,ALB,D20250098
7,85,BOS,D20250017
7,86,LOU,D20250147
7,87,FOR,D20250016
7,88,SAN1,D20250082
7,89,JAC,D20250178
7,90,BAL,D20250152
7,91,LOS,D20250053
7,92,SAN,D20250132
7,93,OKL,D20250179
7,94,PHO,D20250176
7,95,LAS,D20250125
7,96,AUS,D20250004
7,97,COL,D20250189
7,98,ALB,D20250008
8,99,BOS,D20250080
8,100,LOU,D20250093
8,101,FOR,D20250110
8,102,SAN1,D20250122
8,103,JAC,D20250123
8,104,BAL,D20250126
8,105,LOS,D20250184
8,106,SAN,D20250044
8,107,OKL,D20250055
8,108,PHO,D20250068
8,109,LAS,D20250108
8,110,AUS,D20250180
8,111,COL,D20250192
8,112,ALB,D20250013
9,113,BOS,D20250015
9,114,LOU,D20250033
9,115,FOR,D20250035
9,116,SAN1,D20250089
9,117,JAC,D20250106
9,118,BAL,D20250109
9,119,LOS,D20250111
9,120,SAN,D20250129
9,121,OKL,D20250137
9,122,PHO,D20250140
9,123,LAS,D20250146
9,124,AUS,D20250157
9,125,COL,D20250169
9,126,ALB,D20250170
10,127,BOS,D20250182
10,128,LOU,D20250014
10,129,FOR,D20250020
10,130,SAN1,D20250041
10,131,JAC,D20250051
10,132,BAL,D20250115
10,133,LOS,D20250133
10,134,SAN,D20250138
10,135,OKL,D20250156
10,136,PHO,D20250181
10,137,LAS,D20250003
10,138,AUS,D20250006
10,139,COL,D20250019
10,140,ALB,D20250023
