balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,766.0,291.0,475.0,179.0,48.0,123.0,83.0,324.0,151.0,0.0,0.0,0.0,345.0,0.37989556135770236,0.6201044386422977,0.06266318537859007,0.23368146214099217,0.6151202749140894,0.42297650130548303,0.19712793733681463
0,1,300.0,61.0,239.0,37.0,12.0,25.0,17.0,210.0,26.0,0.0,0.0,3.0,64.0,0.20333333333333334,0.7966666666666666,0.04,0.12333333333333334,0.6065573770491803,0.7,0.08666666666666667
0,2,61.0,15.0,46.0,7.0,0.0,4.0,4.0,35.0,5.0,0.0,22.0,0.0,12.0,0.2459016393442623,0.7540983606557377,0.0,0.11475409836065574,0.4666666666666667,0.5737704918032787,0.08196721311475409
1,0,285.0,118.0,167.0,80.0,18.0,54.0,35.0,113.0,52.0,0.0,0.0,2.0,139.0,0.41403508771929826,0.5859649122807018,0.06315789473684211,0.2807017543859649,0.6779661016949152,0.39649122807017545,0.1824561403508772
1,1,287.0,104.0,183.0,64.0,18.0,42.0,29.0,128.0,55.0,0.0,0.0,0.0,124.0,0.3623693379790941,0.6376306620209059,0.0627177700348432,0.2229965156794425,0.6153846153846154,0.445993031358885,0.1916376306620209
1,2,140.0,44.0,96.0,18.0,0.0,11.0,5.0,86.0,7.0,0.0,43.0,0.0,33.0,0.3142857142857143,0.6857142857142857,0.0,0.12857142857142856,0.4090909090909091,0.6142857142857143,0.05
2,0,98.0,41.0,57.0,23.0,4.0,19.0,14.0,38.0,19.0,0.0,0.0,0.0,47.0,0.41836734693877553,0.5816326530612245,0.04081632653061224,0.23469387755102042,0.5609756097560976,0.3877551020408163,0.19387755102040816
2,1,150.0,58.0,92.0,43.0,16.0,26.0,20.0,53.0,37.0,0.0,0.0,2.0,75.0,0.38666666666666666,0.6133333333333333,0.10666666666666667,0.2866666666666667,0.7413793103448276,0.35333333333333333,0.24666666666666667
2,2,134.0,71.0,63.0,27.0,0.0,18.0,10.0,41.0,18.0,0.0,75.0,0.0,59.0,0.5298507462686567,0.4701492537313433,0.0,0.20149253731343283,0.38028169014084506,0.30597014925373134,0.13432835820895522
3,0,33.0,10.0,23.0,4.0,1.0,3.0,2.0,17.0,6.0,17.0,0.0,0.0,9.0,0.30303030303030304,0.696969696969697,0.030303030303030304,0.12121212121212122,0.4,0.5151515151515151,0.18181818181818182
3,1,57.0,23.0,34.0,11.0,4.0,7.0,6.0,27.0,7.0,27.0,0.0,0.0,19.0,0.40350877192982454,0.5964912280701754,0.07017543859649122,0.19298245614035087,0.4782608695652174,0.47368421052631576,0.12280701754385964
3,2,58.0,35.0,23.0,16.0,0.0,7.0,6.0,16.0,7.0,16.0,35.0,0.0,28.0,0.603448275862069,0.39655172413793105,0.0,0.27586206896551724,0.45714285714285713,0.27586206896551724,0.1206896551724138
