date,home,away,result,played,boxscore
2026-04-01,AUS,SEA,0-3,1,
2026-04-01,BAL,BOS,8-4,1,
2026-04-01,ELP,NEW,5-2,1,
2026-04-01,LAS,ALB,4-3,1,
2026-04-01,MEM,FOR,3-6,1,
2026-04-01,MIL,POR,7-4,1,
2026-04-01,NAS,SAN,14-1,1,
2026-04-02,AUS,SEA,10-3,1,
2026-04-02,BAL,BOS,2-4,1,
2026-04-02,ELP,NEW,5-3,1,
2026-04-02,LAS,ALB,8-0,1,
2026-04-02,MEM,FOR,2-1,1,
2026-04-02,MIL,POR,4-2,1,
2026-04-02,NAS,SAN,1-2,1,
2026-04-03,AUS,SEA,9-0,1,
2026-04-03,BAL,BOS,7-5,1,
2026-04-03,ELP,NEW,11-7,1,
2026-04-03,LAS,ALB,0-2,1,
2026-04-03,MEM,FOR,5-2,1,
2026-04-03,MIL,POR,9-3,1,
2026-04-03,NAS,SAN,5-4,1,
2026-04-04,AUS,SEA,7-4,1,
2026-04-04,BAL,BOS,4-5,1,
2026-04-04,ELP,NEW,6-4,1,
2026-04-04,LAS,ALB,0-2,1,
2026-04-04,MEM,FOR,5-6,1,
2026-04-04,MIL,POR,2-1,1,
2026-04-04,NAS,SAN,2-9,1,
2026-04-06,ALB,BAL,4-3,1,
2026-04-06,BOS,AUS,3-4,1,
2026-04-06,ELP,MIL,3-6,1,
2026-04-06,FOR,NEW,1-4,1,
2026-04-06,POR,LAS,4-5,1,
2026-04-06,SAN,MEM,2-6,1,
2026-04-06,SEA,NAS,3-2,1,
2026-04-07,ALB,BAL,4-3,1,
2026-04-07,BOS,AUS,6-4,1,
2026-04-07,ELP,MIL,3-2,1,
2026-04-07,FOR,NEW,3-4,1,
2026-04-07,POR,LAS,6-7,1,
2026-04-07,SAN,MEM,6-2,1,
2026-04-07,SEA,NAS,1-2,1,
2026-04-08,ALB,BAL,0-6,1,
2026-04-08,BOS,AUS,5-2,1,
2026-04-08,ELP,MIL,5-1,1,
2026-04-08,FOR,NEW,4-3,1,
2026-04-08,POR,LAS,8-5,1,
2026-04-08,SAN,MEM,2-3,1,
2026-04-08,SEA,NAS,5-1,1,
2026-04-10,AUS,BOS,1-4,1,
2026-04-10,BAL,ALB,6-4,1,
2026-04-10,LAS,POR,10-3,1,
2026-04-10,MEM,SAN,8-6,1,
2026-04-10,MIL,ELP,12-2,1,
2026-04-10,NAS,SEA,1-6,1,
2026-04-10,NEW,FOR,5-0,1,
2026-04-11,AUS,BOS,5-11,1,
2026-04-11,BAL,ALB,1-8,1,
2026-04-11,LAS,POR,5-4,1,
2026-04-11,MEM,SAN,5-6,1,
2026-04-11,MIL,ELP,10-4,1,
2026-04-11,NAS,SEA,1-4,1,
2026-04-11,NEW,FOR,5-0,1,
2026-04-12,AUS,BOS,5-4,1,
2026-04-12,BAL,ALB,4-2,1,
