date,home,away,result,played,boxscore
2061-04-01,CHI,SAN,2-5,1,
2061-04-01,IND,ELP,5-4,1,
2061-04-01,LAS,OKL,3-1,1,
2061-04-01,LOU,BAL,5-9,1,
2061-04-01,MEM,SEA,10-4,1,
2061-04-01,PHI,SAN1,8-5,1,
2061-04-01,POR,ALB,1-3,1,
2061-04-02,CHI,SAN,3-4,1,
2061-04-02,IND,ELP,0-1,1,
2061-04-02,LAS,OKL,4-7,1,
2061-04-02,LOU,BAL,4-1,1,
2061-04-02,MEM,SEA,2-7,1,
2061-04-02,PHI,SAN1,7-2,1,
2061-04-02,POR,ALB,4-5,1,
2061-04-03,CHI,SAN,0-5,1,
2061-04-03,IND,ELP,6-8,1,
2061-04-03,LAS,OKL,7-11,1,
2061-04-03,LOU,BAL,2-6,1,
2061-04-03,MEM,SEA,5-3,1,
2061-04-03,PHI,SAN1,6-5,1,
2061-04-03,POR,ALB,0-4,1,
2061-04-04,CHI,SAN,6-7,1,
2061-04-04,IND,ELP,4-2,1,
2061-04-04,LAS,OKL,3-1,1,
2061-04-04,LOU,BAL,6-8,1,
2061-04-04,MEM,SEA,3-2,1,
2061-04-04,PHI,SAN1,4-7,1,
2061-04-04,POR,ALB,3-1,1,
2061-04-06,ALB,BAL,2-3,1,
2061-04-06,ELP,MEM,10-2,1,
2061-04-06,LOU,IND,3-2,1,
2061-04-06,OKL,CHI,11-2,1,
2061-04-06,SAN,PHI,2-7,1,
2061-04-06,SAN1,POR,1-6,1,
2061-04-06,SEA,LAS,10-4,1,
2061-04-07,ALB,BAL,1-3,1,
2061-04-07,ELP,MEM,4-10,1,
2061-04-07,LOU,IND,3-5,1,
2061-04-07,OKL,CHI,3-2,1,
2061-04-07,SAN,PHI,4-6,1,
2061-04-07,SAN1,POR,5-9,1,
2061-04-07,SEA,LAS,2-6,1,
2061-04-08,ALB,BAL,0-3,1,
2061-04-08,ELP,MEM,9-5,1,
2061-04-08,LOU,IND,4-3,1,
