date,home,away,result,played,boxscore
2029-04-01,ALB,POR,4-8,1,
2029-04-01,AUS,PHO,6-4,1,
2029-04-01,JAC,SAN1,5-1,1,
2029-04-01,LAS,OKL,4-0,1,
2029-04-01,MEM,HOU,2-5,1,
2029-04-01,MIL,SAN,4-5,1,
2029-04-01,WAS,LOU,1-5,1,
2029-04-02,ALB,POR,3-4,1,
2029-04-02,AUS,PHO,6-7,1,
2029-04-02,JAC,SAN1,4-7,1,
2029-04-02,LAS,OKL,6-4,1,
2029-04-02,MEM,HOU,11-0,1,
2029-04-02,MIL,SAN,6-5,1,
2029-04-02,WAS,LOU,6-11,1,
2029-04-03,ALB,POR,3-5,1,
2029-04-03,AUS,PHO,5-4,1,
2029-04-03,JAC,SAN1,4-1,1,
2029-04-03,LAS,OKL,6-3,1,
2029-04-03,MEM,HOU,3-0,1,
2029-04-03,MIL,SAN,2-1,1,
2029-04-03,WAS,LOU,0-6,1,
2029-04-04,ALB,POR,9-2,1,
2029-04-04,AUS,PHO,5-3,1,
2029-04-04,JAC,SAN1,4-1,1,
2029-04-04,LAS,OKL,9-4,1,
2029-04-04,MEM,HOU,6-5,1,
2029-04-04,MIL,SAN,5-4,1,
2029-04-04,WAS,LOU,4-3,1,
2029-04-06,ALB,MIL,8-3,1,
2029-04-06,HOU,AUS,7-3,1,
2029-04-06,LOU,MEM,7-4,1,
2029-04-06,OKL,POR,0-5,1,
2029-04-06,PHO,JAC,7-6,1,
2029-04-06,SAN,WAS,2-5,1,
2029-04-06,SAN1,LAS,1-5,1,
2029-04-07,ALB,MIL,6-4,1,
2029-04-07,HOU,AUS,7-3,1,
2029-04-07,LOU,MEM,3-5,1,
2029-04-07,OKL,POR,4-8,1,
2029-04-07,PHO,JAC,0-5,1,
2029-04-07,SAN,WAS,2-1,1,
2029-04-07,SAN1,LAS,3-2,1,
2029-04-08,ALB,MIL,4-7,1,
2029-04-08,HOU,AUS,8-5,1,
2029-04-08,LOU,MEM,2-5,1,
2029-04-08,OKL,POR,4-5,1,
2029-04-08,PHO,JAC,7-6,1,
2029-04-08,SAN,WAS,1-6,1,
2029-04-08,SAN1,LAS,2-6,1,
2029-04-10,AUS,HOU,4-5,1,
2029-04-10,JAC,PHO,1-7,1,
2029-04-10,LAS,SAN1,6-3,1,
2029-04-10,MEM,LOU,2-1,1,
2029-04-10,MIL,ALB,2-5,1,
2029-04-10,POR,OKL,6-1,1,
2029-04-10,WAS,SAN,2-8,1,
2029-04-11,AUS,HOU,2-4,1,
2029-04-11,JAC,PHO,3-6,1,
2029-04-11,LAS,SAN1,5-6,1,
2029-04-11,MEM,LOU,5-9,1,
2029-04-11,MIL,ALB,4-5,1,
2029-04-11,POR,OKL,6-2,1,
2029-04-11,WAS,SAN,3-6,1,
2029-04-12,AUS,HOU,0-1,1,
2029-04-12,JAC,PHO,3-7,1,
2029-04-12,LAS,SAN1,1-7,1,
2029-04-12,MEM,LOU,4-2,1,
2029-04-12,MIL,ALB,1-4,1,
2029-04-12,POR,OKL,4-3,1,
2029-04-12,WAS,SAN,6-2,1,
2029-04-13,AUS,HOU,3-2,1,
2029-04-13,JAC,PHO,2-5,1,
2029-04-13,LAS,SAN1,7-6,1,
2029-04-13,MEM,LOU,4-5,1,
2029-04-13,MIL,ALB,1-2,1,
2029-04-13,POR,OKL,4-3,1,
2029-04-13,WAS,SAN,1-4,1,
2029-04-15,HOU,JAC,6-4,1,
2029-04-15,LOU,AUS,1-9,1,
2029-04-15,MIL,WAS,8-9,1,
2029-04-15,OKL,ALB,2-3,1,
2029-04-15,PHO,LAS,4-3,1,
2029-04-15,SAN,MEM,1-0,1,
2029-04-15,SAN1,POR,3-1,1,
2029-04-16,HOU,JAC,1-6,1,
2029-04-16,LOU,AUS,0-3,1,
2029-04-16,MIL,WAS,4-3,1,
2029-04-16,OKL,ALB,3-2,1,
2029-04-16,PHO,LAS,8-5,1,
2029-04-16,SAN,MEM,2-5,1,
2029-04-16,SAN1,POR,3-0,1,
2029-04-17,HOU,JAC,5-7,1,
2029-04-17,LOU,AUS,0-3,1,
2029-04-17,MIL,WAS,3-0,1,
2029-04-17,OKL,ALB,6-10,1,
2029-04-17,PHO,LAS,5-8,1,
2029-04-17,SAN,MEM,5-6,1,
2029-04-17,SAN1,POR,1-5,1,
2029-04-19,ALB,OKL,6-0,1,
2029-04-19,AUS,LOU,5-4,1,
2029-04-19,JAC,HOU,3-2,1,
2029-04-19,LAS,PHO,7-4,1,
2029-04-19,MEM,SAN,3-5,1,
2029-04-19,POR,SAN1,5-6,1,
2029-04-19,WAS,MIL,1-3,1,
2029-04-20,ALB,OKL,2-5,1,
2029-04-20,AUS,LOU,7-2,1,
2029-04-20,JAC,HOU,8-2,1,
2029-04-20,LAS,PHO,2-3,1,
2029-04-20,MEM,SAN,1-3,1,
2029-04-20,POR,SAN1,1-4,1,
2029-04-20,WAS,MIL,6-2,1,
2029-04-21,ALB,OKL,2-5,1,
2029-04-21,AUS,LOU,3-2,1,
2029-04-21,JAC,HOU,3-1,1,
2029-04-21,LAS,PHO,6-4,1,
2029-04-21,MEM,SAN,2-3,1,
2029-04-21,POR,SAN1,0-3,1,
2029-04-21,WAS,MIL,7-6,1,
2029-04-22,ALB,OKL,4-1,1,
2029-04-22,AUS,LOU,8-7,1,
2029-04-22,JAC,HOU,6-5,1,
2029-04-22,LAS,PHO,0-3,1,
2029-04-22,MEM,SAN,2-4,1,
2029-04-22,POR,SAN1,3-10,1,
2029-04-22,WAS,MIL,9-8,1,
2029-04-24,ALB,WAS,6-4,1,
2029-04-24,HOU,LAS,5-6,1,
2029-04-24,LOU,JAC,2-5,1,
2029-04-24,MIL,MEM,5-4,1,
2029-04-24,PHO,POR,4-2,1,
2029-04-24,SAN,AUS,5-6,1,
2029-04-24,SAN1,OKL,3-4,1,
2029-04-25,ALB,WAS,0-2,1,
2029-04-25,HOU,LAS,5-6,1,
2029-04-25,LOU,JAC,5-2,1,
2029-04-25,MIL,MEM,2-1,1,
2029-04-25,PHO,POR,6-2,1,
2029-04-25,SAN,AUS,5-2,1,
2029-04-25,SAN1,OKL,3-1,1,
2029-04-26,ALB,WAS,3-4,1,
2029-04-26,HOU,LAS,4-2,1,
2029-04-26,LOU,JAC,8-3,1,
2029-04-26,MIL,MEM,5-7,1,
2029-04-26,PHO,POR,2-9,1,
2029-04-26,SAN,AUS,4-2,1,
2029-04-26,SAN1,OKL,6-2,1,
2029-04-28,AUS,SAN,1-3,1,
2029-04-28,JAC,LOU,2-4,1,
2029-04-28,LAS,HOU,9-5,1,
