round,overall_pick,team_id,player_id
1,1,WAS,D20250103
1,2,SEA,D20250160
1,3,IND,D20250181
1,4,COL,D20250029
1,5,PHO,D20250198
1,6,PHI,D20250014
1,7,SAN,D20250050
1,8,DET,D20250154
1,9,CHI,D20250072
1,10,CHA,D20250173
1,11,NEW,D20250054
1,12,LOS,D20250185
1,13,ALB,D20250180
1,14,POR,D20250056
2,15,WAS,D20250184
2,16,SEA,D20250109
2,17,IND,D20250156
2,18,COL,D20250187
2,19,PHO,D20250095
2,20,PHI,D20250189
2,21,SAN,D20250110
2,22,DET,D20250023
2,23,CHI,D20250047
2,24,CHA,D20250039
2,25,NEW,D20250043
2,26,LOS,D20250049
2,27,ALB,D20250091
2,28,POR,D20250196
3,29,WAS,D20250193
3,30,SEA,D20250002
3,31,IND,D20250107
3,32,COL,D20250176
3,33,PHO,D20250096
3,34,PHI,D20250132
3,35,SAN,D20250030
3,36,DET,D20250046
3,37,CHI,D20250148
3,38,CHA,D20250188
3,39,NEW,D20250062
3,40,LOS,D20250200
3,41,ALB,D20250125
3,42,POR,D20250079
4,43,WAS,D20250130
4,44,SEA,D20250175
4,45,IND,D20250063
4,46,COL,D20250112
4,47,PHO,D20250147
4,48,PHI,D20250192
4,49,SAN,D20250021
4,50,DET,D20250142
4,51,CHI,D20250153
4,52,CHA,D20250174
4,53,NEW,D20250102
4,54,LOS,D20250013
4,55,ALB,D20250199
4,56,POR,D20250019
5,57,WAS,D20250070
5,58,SEA,D20250005
5,59,IND,D20250084
5,60,COL,D20250143
5,61,PHO,D20250007
5,62,PHI,D20250026
5,63,SAN,D20250134
5,64,DET,D20250011
5,65,CHI,D20250001
5,66,CHA,D20250033
5,67,NEW,D20250131
5,68,LOS,D20250042
5,69,ALB,D20250051
5,70,POR,D20250144
6,71,WAS,D20250065
6,72,SEA,D20250038
6,73,IND,D20250166
6,74,COL,D20250003
6,75,PHO,D20250177
6,76,PHI,D20250186
6,77,SAN,D20250163
6,78,DET,D20250093
6,79,CHI,D20250152
6,80,CHA,D20250017
6,81,NEW,D20250068
6,82,LOS,D20250104
6,83,ALB,D20250074
6,84,POR,D20250151
7,85,WAS,D20250123
7,86,SEA,D20250146
7,87,IND,D20250022
7,88,COL,D20250076
7,89,PHO,D20250122
7,90,PHI,D20250086
7,91,SAN,D20250126
7,92,DET,D20250100
7,93,CHI,D20250016
7,94,CHA,D20250179
7,95,NEW,D20250139
7,96,LOS,D20250140
7,97,ALB,D20250111
7,98,POR,D20250164
8,99,WAS,D20250015
8,100,SEA,D20250020
8,101,IND,D20250037
8,102,COL,D20250004
8,103,PHO,D20250067
8,104,PHI,D20250089
8,105,SAN,D20250124
8,106,DET,D20250028
8,107,CHI,D20250041
8,108,CHA,D20250058
8,109,NEW,D20250155
8,110,LOS,D20250157
8,111,ALB,D20250059
8,112,POR,D20250060
9,113,WAS,D20250087
9,114,SEA,D20250099
9,115,IND,D20250025
9,116,COL,D20250114
9,117,PHO,D20250128
9,118,PHI,D20250138
9,119,SAN,D20250183
9,120,DET,D20250006
9,121,CHI,D20250170
9,122,CHA,D20250008
9,123,NEW,D20250018
9,124,LOS,D20250085
9,125,ALB,D20250027
9,126,POR,D20250035
10,127,WAS,D20250055
10,128,SEA,D20250069
10,129,IND,D20250171
10,130,COL,D20250083
10,131,PHO,D20250116
10,132,PHI,D20250194
10,133,SAN,D20250118
10,134,DET,D20250120
10,135,CHI,D20250129
10,136,CHA,D20250169
10,137,NEW,D20250178
10,138,LOS,D20250190
10,139,ALB,D20250191
10,140,POR,D20250195
