balls,strikes,bucket,count,pct_total,pct_for_count
0,0,waste,173,0.06808343171979536,0.20305164319248825
0,0,zone,679,0.26721763085399447,0.7969483568075117
0,1,waste,177,0.06965761511216056,0.5619047619047619
0,1,zone,138,0.05430932703659976,0.4380952380952381
0,2,waste,47,0.018496654860291225,0.6619718309859155
0,2,zone,24,0.009445100354191263,0.3380281690140845
1,0,waste,63,0.024793388429752067,0.20192307692307693
1,0,zone,249,0.09799291617473435,0.7980769230769231
1,1,waste,80,0.03148366784730421,0.26755852842809363
1,1,zone,219,0.08618654073199528,0.7324414715719063
1,2,waste,69,0.02715466351829988,0.49640287769784175
1,2,zone,70,0.027548209366391185,0.5035971223021583
2,0,waste,20,0.007870916961826053,0.18518518518518517
2,0,zone,88,0.03463203463203463,0.8148148148148148
2,1,waste,24,0.009445100354191263,0.14906832298136646
2,1,zone,137,0.05391578118850846,0.8509316770186336
2,2,waste,20,0.007870916961826053,0.16260162601626016
2,2,zone,103,0.04053522235340417,0.8373983739837398
3,0,waste,9,0.0035419126328217238,0.24324324324324326
3,0,zone,28,0.011019283746556474,0.7567567567567568
3,1,waste,12,0.004722550177095631,0.18181818181818182
3,1,zone,54,0.021251475796930343,0.8181818181818182
3,2,waste,18,0.0070838252656434475,0.3103448275862069
3,2,zone,40,0.015741833923652106,0.6896551724137931
