timestamp,season_date,team_id,player_id,player_name,action,from_level,to_level,counterparty,details
2025-12-27 22:49:04,2046-07-17,MIL,D20460081,Francisco Hernandez,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,DET,D20460155,Stacey Pettett,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,BOS,D20460100,Omar Roddey,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,OKL,D20460111,Pedro Perez,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,LOS,D20460033,Raul Vargas,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,WAS,D20460180,Odis Vanhampler,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,DEN,D20460059,Ricardo Torres,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,NEW,D20460010,Felton Ginnery,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,JAC,D20460137,Mckinley Pachelo,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,SAN1,D20460028,Jose Vargas,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,NAS,D20460192,Antonio Ramos,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,LAS,D20460006,Aldo Beliard,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,POR,D20460109,Chadwick Tanski,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,SAN,D20460067,Raul Martinez,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,MIL,D20460034,Emmanuel Licklider,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,DET,D20460077,Percy Washington,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,BOS,D20460120,Mckinley Fariello,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,OKL,D20460066,Ricardo Flores,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,LOS,D20460056,Nigel Bielecki,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,WAS,D20460058,Marcelino Terbush,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:04,2046-07-17,DEN,D20460061,Jorge Ramos,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,NEW,D20460159,Eduardo Rivera,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,JAC,D20460165,Percy Gaines,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,SAN1,D20460150,Miguel Mendoza,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,NAS,D20460173,Zachary Cosey,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,LAS,D20460145,Ricardo Martinez,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,POR,D20460084,Jamal Scott,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,SAN,D20460121,Miguel Martinez,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,MIL,D20460014,Donnie Wombacher,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,DET,D20460129,Tuan Bulgrin,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,BOS,D20460178,Percy Jefferson,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,OKL,D20460078,Luis Ramos,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,LOS,D20460126,Orville Lotti,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,WAS,D20460174,Rufus Gaines,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,DEN,D20460018,Forrest Mertine,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,NEW,D20460136,Sung Lin,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,JAC,D20460045,Carter Hurtgen,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,SAN1,D20460030,Ricardo Castillo,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,NAS,D20460115,Damien Wooden,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,LAS,D20460134,Antonio Morales,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,POR,D20460195,Pasquale Hellweg,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,SAN,D20460079,Wilfredo Neubaum,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,MIL,D20460037,Dirk Maraia,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:05,2046-07-17,DET,D20460004,Francisco Ortiz,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,BOS,D20460041,Jermaine Allen,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,OKL,D20460176,Carlos Ortiz,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,LOS,D20460135,Deshawn Taylor,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,WAS,D20460007,Stacey Pettett,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,DEN,D20460005,Lowell Aguallo,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,NEW,D20460013,Jamal Scott,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,JAC,D20460026,Yong Yamamoto,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,SAN1,D20460099,Raul Vargas,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,NAS,D20460047,Jermaine Scott,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,LAS,D20460087,Deshawn King,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,POR,D20460086,Salvatore Barbie,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,SAN,D20460019,Nolan Conti,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,MIL,D20460122,Deshawn Allen,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,DET,D20460095,Taylor Arave,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,BOS,D20460091,Felton Ginnery,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,OKL,D20460090,Harold Ferdon,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,LOS,D20460012,Rufus Scott,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,WAS,D20460125,Leroy Green,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,DEN,D20460093,Luis Ortiz,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,NEW,D20460162,Rufus Young,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,JAC,D20460146,Cedric Harris,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,SAN1,D20460116,Aurelio Louden,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:06,2046-07-17,NAS,D20460185,Weston Gesselli,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:07,2046-07-17,LAS,D20460151,Graham Wyand,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:07,2046-07-17,POR,D20460130,Jamal King,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:07,2046-07-17,SAN,D20460186,Hiram Degravelle,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:07,2046-07-17,MIL,D20460183,Jorge Martinez,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:07,2046-07-17,DET,D20460025,Anton Hoskie,draft,,LOW,,Drafted in 2046 Amateur Draft
2025-12-27 22:49:07,2046-07-17,BOS,D20460011,Trinidad Brownsberger,draft,,LOW,,Drafted in 2046 Amateur Draft
