balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,15922.0,6387.0,9535.0,4096.0,1297.0,2561.0,1726.0,6568.0,2919.0,0.0,0.0,48.0,7098.0,0.40114307247833186,0.5988569275216681,0.08145961562617762,0.2572541138047984,0.6413026459996869,0.41251099108152245,0.18333123979399574
0,1,6270.0,1458.0,4812.0,922.0,292.0,559.0,369.0,4098.0,667.0,0.0,0.0,47.0,1642.0,0.23253588516746412,0.7674641148325358,0.04657097288676236,0.1470494417862839,0.6323731138545954,0.6535885167464115,0.10637958532695375
0,2,1467.0,352.0,1115.0,174.0,0.0,76.0,48.0,920.0,92.0,0.0,463.0,8.0,294.0,0.23994546693933197,0.7600545330606681,0.0,0.11860940695296524,0.4943181818181818,0.6271301976823449,0.0627130197682345
1,0,5769.0,2319.0,3450.0,1486.0,445.0,956.0,653.0,2346.0,1085.0,0.0,0.0,19.0,2615.0,0.40197607904316174,0.5980239209568383,0.07713641879008494,0.25758363667880046,0.6407934454506252,0.40665626625065004,0.18807418963425204
1,1,5836.0,2134.0,3702.0,1365.0,411.0,881.0,588.0,2659.0,1024.0,0.0,0.0,19.0,2391.0,0.3656614119259767,0.6343385880740233,0.07042494859492804,0.23389307745030843,0.6396438612933458,0.45562028786840303,0.17546264564770392
1,2,2954.0,887.0,2067.0,432.0,0.0,194.0,131.0,1600.0,259.0,0.0,1133.0,27.0,831.0,0.3002708192281652,0.6997291807718348,0.0,0.14624238320920785,0.48703494926719276,0.5416384563303994,0.08767772511848342
2,0,2060.0,821.0,1239.0,514.0,159.0,329.0,246.0,866.0,367.0,0.0,0.0,2.0,913.0,0.39854368932038836,0.6014563106796117,0.07718446601941747,0.24951456310679612,0.6260657734470159,0.4203883495145631,0.17815533980582524
2,1,3115.0,1244.0,1871.0,799.0,245.0,499.0,355.0,1249.0,603.0,0.0,0.0,10.0,1408.0,0.3993579454253612,0.6006420545746388,0.07865168539325842,0.2565008025682183,0.6422829581993569,0.4009630818619583,0.19357945425361156
2,2,2638.0,1360.0,1278.0,659.0,0.0,317.0,210.0,841.0,352.0,0.0,1472.0,8.0,1195.0,0.5155420773313116,0.4844579226686884,0.0,0.24981046247156938,0.48455882352941176,0.31880212282031845,0.133434420015163
3,0,752.0,243.0,509.0,163.0,56.0,93.0,66.0,361.0,145.0,361.0,0.0,1.0,307.0,0.32313829787234044,0.6768617021276596,0.07446808510638298,0.21675531914893617,0.6707818930041153,0.4800531914893617,0.19281914893617022
3,1,1373.0,489.0,884.0,315.0,95.0,206.0,144.0,608.0,274.0,608.0,0.0,2.0,592.0,0.35615440640932267,0.6438455935906774,0.06919155134741442,0.2294246176256373,0.6441717791411042,0.44282592862345227,0.1995630007283321
3,2,1235.0,627.0,608.0,318.0,0.0,146.0,100.0,393.0,191.0,393.0,690.0,6.0,594.0,0.5076923076923077,0.49230769230769234,0.0,0.2574898785425101,0.507177033492823,0.31821862348178137,0.15465587044534412
