timestamp,season_date,team_id,player_id,player_name,action,from_level,to_level,counterparty,details
2025-12-30 01:39:55,2025-07-15,PHO,D20250166,Alejandro Lopez,draft,,LOW,,Drafted in 2025 Amateur Draft (PHO: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,NEW,D20250021,Xavier Allen,draft,,LOW,,Drafted in 2025 Amateur Draft (NEW: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,NAS,D20250137,Francisco Flores,draft,,LOW,,Drafted in 2025 Amateur Draft (NAS: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,SEA,D20250126,Brad Rolan,draft,,LOW,,Drafted in 2025 Amateur Draft (SEA: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,CHI,D20250055,Yong Zhang,draft,,LOW,,Drafted in 2025 Amateur Draft (CHI: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,AUS,D20250092,Miguel Lopez,draft,,LOW,,Drafted in 2025 Amateur Draft (AUS: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,MIL,D20250102,Jesus Esty,draft,,LOW,,Drafted in 2025 Amateur Draft (MIL: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,BAL,D20250150,Juan Martinez,draft,,LOW,,Drafted in 2025 Amateur Draft (BAL: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,BOS,D20250059,Percy Wright,draft,,LOW,,Drafted in 2025 Amateur Draft (BOS: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,SAN,D20250098,Raul Flores,draft,,LOW,,Drafted in 2025 Amateur Draft (SAN: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,WAS,D20250082,Percy White,draft,,LOW,,Drafted in 2025 Amateur Draft (WAS: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,JAC,D20250038,Eldon Fiore,draft,,LOW,,Drafted in 2025 Amateur Draft (JAC: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,IND,D20250149,Antonio Delgado,draft,,LOW,,Drafted in 2025 Amateur Draft (IND: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,LOU,D20250136,Rufus Harris,draft,,LOW,,Drafted in 2025 Amateur Draft (LOU: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,PHO,D20250122,Rafael Ramos,draft,,LOW,,Drafted in 2025 Amateur Draft (PHO: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,NEW,D20250040,Carlos Torres,draft,,LOW,,Drafted in 2025 Amateur Draft (NEW: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,NAS,D20250020,Pedro Guerrero,draft,,LOW,,Drafted in 2025 Amateur Draft (NAS: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,SEA,D20250056,Jose Lopez,draft,,LOW,,Drafted in 2025 Amateur Draft (SEA: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,CHI,D20250009,Darnell Taylor,draft,,LOW,,Drafted in 2025 Amateur Draft (CHI: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,AUS,D20250005,Garland Coonrod,draft,,LOW,,Drafted in 2025 Amateur Draft (AUS: LOW roster exceeds 10 players (fix before resuming).)
2025-12-30 01:39:55,2025-07-15,MIL,D20250151,Joseph Bispham,draft,,LOW,,Drafted in 2025 Amateur Draft (MIL: LOW roster exceeds 10 players (fix before resuming).)
