date,home,away,result,played,boxscore
2025-04-01,DAL,POR,5-4,1,
2025-04-01,PHI,LOU,8-1,1,
2025-04-01,PHO,JAC,1-0,1,
2025-04-01,SAN,LAS,2-0,1,
2025-04-01,SAN1,IND,0-2,1,
2025-04-01,SEA,FOR,5-4,1,
2025-04-01,WAS,BAL,0-11,1,
2025-04-02,DAL,POR,2-5,1,
2025-04-02,PHI,LOU,5-9,1,
2025-04-02,PHO,JAC,1-7,1,
2025-04-02,SAN,LAS,4-0,1,
2025-04-02,SAN1,IND,2-5,1,
2025-04-02,SEA,FOR,4-5,1,
2025-04-02,WAS,BAL,6-0,1,
2025-04-03,DAL,POR,8-5,1,
2025-04-03,PHI,LOU,3-1,1,
2025-04-03,PHO,JAC,3-1,1,
2025-04-03,SAN,LAS,5-1,1,
2025-04-03,SAN1,IND,5-2,1,
2025-04-03,SEA,FOR,3-2,1,
2025-04-03,WAS,BAL,3-6,1,
2025-04-04,DAL,POR,1-0,1,
2025-04-04,PHI,LOU,1-0,1,
2025-04-04,PHO,JAC,6-3,1,
2025-04-04,SAN,LAS,2-1,1,
2025-04-04,SAN1,IND,1-2,1,
2025-04-04,SEA,FOR,5-2,1,
2025-04-04,WAS,BAL,5-6,1,
2025-04-06,FOR,PHO,7-2,1,
2025-04-06,IND,DAL,2-4,1,
2025-04-06,JAC,PHI,4-1,1,
2025-04-06,LAS,BAL,1-4,1,
2025-04-06,LOU,SAN1,2-6,1,
2025-04-06,POR,SAN,10-2,1,
2025-04-06,WAS,SEA,2-3,1,
2025-04-07,FOR,PHO,2-4,1,
2025-04-07,IND,DAL,0-14,1,
2025-04-07,JAC,PHI,2-1,1,
2025-04-07,LAS,BAL,2-5,1,
2025-04-07,LOU,SAN1,3-4,1,
2025-04-07,POR,SAN,3-2,1,
2025-04-07,WAS,SEA,4-3,1,
2025-04-08,FOR,PHO,1-6,1,
2025-04-08,IND,DAL,5-3,1,
2025-04-08,JAC,PHI,6-1,1,
2025-04-08,LAS,BAL,6-2,1,
2025-04-08,LOU,SAN1,7-1,1,
2025-04-08,POR,SAN,5-4,1,
2025-04-08,WAS,SEA,1-2,1,
2025-04-10,BAL,LAS,4-6,1,
2025-04-10,DAL,IND,5-1,1,
2025-04-10,PHI,JAC,0-4,1,
2025-04-10,PHO,FOR,4-2,1,
2025-04-10,SAN,POR,2-0,1,
2025-04-10,SAN1,LOU,1-2,1,
2025-04-10,SEA,WAS,2-3,1,
2025-04-11,BAL,LAS,1-5,1,
2025-04-11,DAL,IND,5-4,1,
2025-04-11,PHI,JAC,6-2,1,
2025-04-11,PHO,FOR,1-2,1,
2025-04-11,SAN,POR,3-0,1,
2025-04-11,SAN1,LOU,2-3,1,
2025-04-11,SEA,WAS,3-4,1,
2025-04-12,BAL,LAS,2-1,1,
2025-04-12,DAL,IND,4-2,1,
2025-04-12,PHI,JAC,2-1,1,
2025-04-12,PHO,FOR,1-0,1,
2025-04-12,SAN,POR,4-0,1,
2025-04-12,SAN1,LOU,5-4,1,
2025-04-12,SEA,WAS,4-1,1,
2025-04-13,BAL,LAS,3-0,1,
2025-04-13,DAL,IND,7-8,1,
2025-04-13,PHI,JAC,0-5,1,
2025-04-13,PHO,FOR,2-6,1,
2025-04-13,SAN,POR,8-3,1,
2025-04-13,SAN1,LOU,5-4,1,
2025-04-13,SEA,WAS,1-7,1,
2025-04-15,FOR,PHI,8-3,1,
2025-04-15,IND,SAN,1-3,1,
2025-04-15,JAC,SAN1,5-3,1,
2025-04-15,LAS,WAS,2-6,1,
2025-04-15,LOU,DAL,13-7,1,
2025-04-15,POR,BAL,3-4,1,
2025-04-15,SEA,PHO,5-2,1,
2025-04-16,FOR,PHI,1-0,1,
2025-04-16,IND,SAN,5-4,1,
2025-04-16,JAC,SAN1,5-2,1,
2025-04-16,LAS,WAS,4-3,1,
2025-04-16,LOU,DAL,3-6,1,
2025-04-16,POR,BAL,3-4,1,
2025-04-16,SEA,PHO,5-3,1,
2025-04-17,FOR,PHI,6-3,1,
2025-04-17,IND,SAN,4-1,1,
2025-04-17,JAC,SAN1,2-0,1,
2025-04-17,LAS,WAS,3-1,1,
2025-04-17,LOU,DAL,5-6,1,
2025-04-17,POR,BAL,2-3,1,
2025-04-17,SEA,PHO,0-1,1,
2025-04-19,BAL,POR,7-3,1,
2025-04-19,DAL,LOU,0-2,1,
2025-04-19,PHI,FOR,3-2,1,
2025-04-19,PHO,SEA,1-0,1,
2025-04-19,SAN,IND,2-4,1,
2025-04-19,SAN1,JAC,4-0,1,
2025-04-19,WAS,LAS,2-1,1,
2025-04-20,BAL,POR,8-1,1,
2025-04-20,DAL,LOU,2-1,1,
2025-04-20,PHI,FOR,4-1,1,
2025-04-20,PHO,SEA,2-0,1,
2025-04-20,SAN,IND,1-4,1,
2025-04-20,SAN1,JAC,2-4,1,
2025-04-20,WAS,LAS,12-4,1,
2025-04-21,BAL,POR,4-5,1,
2025-04-21,DAL,LOU,3-2,1,
2025-04-21,PHI,FOR,2-5,1,
2025-04-21,PHO,SEA,1-0,1,
2025-04-21,SAN,IND,3-11,1,
2025-04-21,SAN1,JAC,1-2,1,
2025-04-21,WAS,LAS,3-2,1,
2025-04-22,BAL,POR,9-5,1,
2025-04-22,DAL,LOU,3-5,1,
2025-04-22,PHI,FOR,6-5,1,
2025-04-22,PHO,SEA,1-4,1,
2025-04-22,SAN,IND,14-1,1,
2025-04-22,SAN1,JAC,1-4,1,
2025-04-22,WAS,LAS,7-4,1,
2025-04-24,FOR,SAN1,7-2,1,
2025-04-24,IND,BAL,4-12,1,
2025-04-24,JAC,DAL,4-5,1,
2025-04-24,LOU,SAN,3-5,1,
2025-04-24,POR,LAS,5-3,1,
2025-04-24,SEA,PHI,1-2,1,
2025-04-24,WAS,PHO,3-0,1,
2025-04-25,FOR,SAN1,3-1,1,
2025-04-25,IND,BAL,4-7,1,
2025-04-25,JAC,DAL,2-4,1,
2025-04-25,LOU,SAN,5-0,1,
2025-04-25,POR,LAS,2-3,1,
2025-04-25,SEA,PHI,2-3,1,
2025-04-25,WAS,PHO,2-0,1,
2025-04-26,FOR,SAN1,5-4,1,
2025-04-26,IND,BAL,6-7,1,
2025-04-26,JAC,DAL,4-2,1,
2025-04-26,LOU,SAN,2-5,1,
2025-04-26,POR,LAS,6-4,1,
2025-04-26,SEA,PHI,9-5,1,
2025-04-26,WAS,PHO,2-9,1,
2025-04-28,BAL,IND,10-3,1,
2025-04-28,DAL,JAC,6-2,1,
2025-04-28,LAS,POR,0-3,1,
2025-04-28,PHI,SEA,5-12,1,
2025-04-28,PHO,WAS,6-5,1,
2025-04-28,SAN,LOU,5-15,1,
2025-04-28,SAN1,FOR,4-2,1,
2025-04-29,BAL,IND,4-6,1,
2025-04-29,DAL,JAC,6-2,1,
2025-04-29,LAS,POR,3-6,1,
2025-04-29,PHI,SEA,5-1,1,
2025-04-29,PHO,WAS,5-3,1,
2025-04-29,SAN,LOU,0-5,1,
2025-04-29,SAN1,FOR,1-4,1,
2025-04-30,BAL,IND,8-4,1,
2025-04-30,DAL,JAC,2-3,1,
2025-04-30,LAS,POR,4-5,1,
2025-04-30,PHI,SEA,7-8,1,
2025-04-30,PHO,WAS,4-5,1,
2025-04-30,SAN,LOU,2-1,1,
2025-04-30,SAN1,FOR,2-1,1,
2025-05-01,BAL,IND,2-0,1,
2025-05-01,DAL,JAC,5-4,1,
2025-05-01,LAS,POR,2-5,1,
2025-05-01,PHI,SEA,4-10,1,
2025-05-01,PHO,WAS,1-3,1,
2025-05-01,SAN,LOU,2-1,1,
2025-05-01,SAN1,FOR,3-4,1,
2025-05-03,FOR,DAL,0-6,1,
2025-05-03,IND,LAS,6-4,1,
2025-05-03,JAC,SAN,2-4,1,
2025-05-03,LOU,BAL,5-4,1,
2025-05-03,PHO,PHI,2-0,1,
2025-05-03,POR,WAS,1-5,1,
2025-05-03,SEA,SAN1,2-3,1,
2025-05-04,FOR,DAL,4-7,1,
2025-05-04,IND,LAS,6-9,1,
2025-05-04,JAC,SAN,6-2,1,
2025-05-04,LOU,BAL,2-1,1,
2025-05-04,PHO,PHI,4-5,1,
2025-05-04,POR,WAS,4-0,1,
2025-05-04,SEA,SAN1,3-2,1,
2025-05-05,FOR,DAL,3-8,1,
2025-05-05,IND,LAS,6-0,1,
2025-05-05,JAC,SAN,6-5,1,
2025-05-05,LOU,BAL,1-2,1,
2025-05-05,PHO,PHI,3-0,1,
2025-05-05,POR,WAS,3-4,1,
2025-05-05,SEA,SAN1,4-3,1,
2025-05-07,BAL,LOU,2-3,1,
2025-05-07,DAL,FOR,3-7,1,
2025-05-07,LAS,IND,2-3,1,
2025-05-07,PHI,PHO,6-4,1,
2025-05-07,SAN,JAC,3-1,1,
2025-05-07,SAN1,SEA,4-3,1,
2025-05-07,WAS,POR,9-7,1,
2025-05-08,BAL,LOU,2-6,1,
2025-05-08,DAL,FOR,2-6,1,
2025-05-08,LAS,IND,1-3,1,
2025-05-08,PHI,PHO,1-2,1,
2025-05-08,SAN,JAC,1-2,1,
2025-05-08,SAN1,SEA,7-2,1,
2025-05-08,WAS,POR,1-0,1,
2025-05-09,BAL,LOU,2-1,1,
2025-05-09,DAL,FOR,0-5,1,
2025-05-09,LAS,IND,3-4,1,
2025-05-09,PHI,PHO,1-6,1,
2025-05-09,SAN,JAC,1-0,1,
2025-05-09,SAN1,SEA,4-2,1,
2025-05-09,WAS,POR,5-7,1,
2025-05-10,BAL,LOU,2-7,1,
2025-05-10,DAL,FOR,7-3,1,
2025-05-10,LAS,IND,1-6,1,
2025-05-10,PHI,PHO,0-3,1,
2025-05-10,SAN,JAC,1-3,1,
2025-05-10,SAN1,SEA,2-4,1,
2025-05-10,WAS,POR,0-4,1,
2025-05-12,FOR,SAN,4-3,1,
2025-05-12,IND,POR,2-1,1,
2025-05-12,JAC,BAL,2-3,1,
2025-05-12,LOU,LAS,0-2,1,
2025-05-12,PHO,SAN1,5-7,1,
2025-05-12,SEA,DAL,2-4,1,
2025-05-12,WAS,PHI,1-8,1,
2025-05-13,FOR,SAN,5-3,1,
2025-05-13,IND,POR,4-2,1,
2025-05-13,JAC,BAL,2-3,1,
2025-05-13,LOU,LAS,1-3,1,
2025-05-13,PHO,SAN1,6-1,1,
2025-05-13,SEA,DAL,6-5,1,
2025-05-13,WAS,PHI,1-2,1,
2025-05-14,FOR,SAN,11-6,1,
2025-05-14,IND,POR,1-8,1,
2025-05-14,JAC,BAL,0-6,1,
2025-05-14,LOU,LAS,1-5,1,
2025-05-14,PHO,SAN1,6-5,1,
2025-05-14,SEA,DAL,3-0,1,
2025-05-14,WAS,PHI,1-5,1,
2025-05-16,BAL,JAC,1-0,1,
2025-05-16,DAL,SEA,1-0,1,
2025-05-16,LAS,LOU,5-7,1,
2025-05-16,PHI,WAS,0-1,1,
2025-05-16,POR,IND,6-7,1,
2025-05-16,SAN,FOR,5-2,1,
2025-05-16,SAN1,PHO,1-3,1,
2025-05-17,BAL,JAC,3-2,1,
2025-05-17,DAL,SEA,6-2,1,
2025-05-17,LAS,LOU,0-3,1,
2025-05-17,PHI,WAS,3-5,1,
2025-05-17,POR,IND,4-5,1,
2025-05-17,SAN,FOR,7-4,1,
2025-05-17,SAN1,PHO,2-6,1,
2025-05-18,BAL,JAC,7-2,1,
2025-05-18,DAL,SEA,4-2,1,
2025-05-18,LAS,LOU,9-3,1,
2025-05-18,PHI,WAS,3-2,1,
2025-05-18,POR,IND,1-2,1,
2025-05-18,SAN,FOR,3-7,1,
2025-05-18,SAN1,PHO,3-2,1,
2025-05-19,BAL,JAC,2-1,1,
2025-05-19,DAL,SEA,2-4,1,
2025-05-19,LAS,LOU,0-9,1,
2025-05-19,PHI,WAS,2-3,1,
2025-05-19,POR,IND,1-2,1,
2025-05-19,SAN,FOR,5-4,1,
2025-05-19,SAN1,PHO,8-3,1,
2025-05-21,FOR,BAL,6-0,1,
2025-05-21,IND,WAS,4-6,1,
2025-05-21,JAC,LAS,0-1,1,
2025-05-21,LOU,POR,11-10,1,
2025-05-21,PHI,SAN1,4-5,1,
2025-05-21,PHO,DAL,2-5,1,
2025-05-21,SEA,SAN,5-4,1,
2025-05-22,FOR,BAL,4-3,1,
2025-05-22,IND,WAS,1-6,1,
2025-05-22,JAC,LAS,1-8,1,
2025-05-22,LOU,POR,3-2,1,
2025-05-22,PHI,SAN1,0-8,1,
2025-05-22,PHO,DAL,6-2,1,
2025-05-22,SEA,SAN,9-1,1,
2025-05-23,FOR,BAL,8-12,1,
2025-05-23,IND,WAS,4-3,1,
2025-05-23,JAC,LAS,2-1,1,
2025-05-23,LOU,POR,0-6,1,
2025-05-23,PHI,SAN1,8-7,1,
2025-05-23,PHO,DAL,1-6,1,
2025-05-23,SEA,SAN,2-0,1,
2025-05-25,BAL,FOR,0-9,1,
2025-05-25,DAL,PHO,2-12,1,
2025-05-25,LAS,JAC,7-8,1,
2025-05-25,POR,LOU,1-0,1,
2025-05-25,SAN,SEA,9-0,1,
2025-05-25,SAN1,PHI,2-3,1,
2025-05-25,WAS,IND,2-5,1,
2025-05-26,BAL,FOR,4-6,1,
2025-05-26,DAL,PHO,3-2,1,
2025-05-26,LAS,JAC,0-3,1,
2025-05-26,POR,LOU,2-1,1,
2025-05-26,SAN,SEA,9-4,1,
2025-05-26,SAN1,PHI,0-1,1,
2025-05-26,WAS,IND,2-1,1,
2025-05-27,BAL,FOR,3-1,1,
2025-05-27,DAL,PHO,2-5,1,
2025-05-27,LAS,JAC,4-0,1,
2025-05-27,POR,LOU,4-1,1,
2025-05-27,SAN,SEA,4-2,1,
2025-05-27,SAN1,PHI,4-1,1,
2025-05-27,WAS,IND,12-7,1,
2025-05-29,FOR,LAS,3-0,1,
2025-05-29,JAC,POR,1-10,1,
2025-05-29,LOU,IND,4-8,1,
2025-05-29,PHI,DAL,1-3,1,
2025-05-29,PHO,SAN,3-6,1,
2025-05-29,SEA,BAL,7-6,1,
2025-05-29,WAS,SAN1,2-1,1,
2025-05-30,FOR,LAS,6-1,1,
2025-05-30,JAC,POR,0-7,1,
2025-05-30,LOU,IND,2-1,1,
