round,overall_pick,team_id,player_id
1,1,SEA,D20270006
1,2,DAL,D20270130
1,3,MEM,D20270160
1,4,SAN1,D20270175
1,5,POR,D20270035
1,6,SAN,D20270085
1,7,JAC,D20270157
1,8,OKL,D20270014
1,9,CHA,D20270043
1,10,IND,D20270138
1,11,PHI,D20270017
1,12,COL,D20270022
1,13,DEN,D20270062
1,14,NEW,D20270052
2,15,SEA,D20270191
2,16,DAL,D20270093
2,17,MEM,D20270156
2,18,SAN1,D20270143
2,19,POR,D20270181
2,20,SAN,D20270055
2,21,JAC,D20270070
2,22,OKL,D20270018
2,23,CHA,D20270045
2,24,IND,D20270199
2,25,PHI,D20270021
2,26,COL,D20270053
2,27,DEN,D20270028
2,28,NEW,D20270196
3,29,SEA,D20270149
3,30,DAL,D20270117
3,31,MEM,D20270198
3,32,SAN1,D20270141
3,33,POR,D20270019
3,34,SAN,D20270155
3,35,JAC,D20270075
3,36,OKL,D20270125
3,37,CHA,D20270159
3,38,IND,D20270032
3,39,PHI,D20270182
3,40,COL,D20270011
3,41,DEN,D20270183
3,42,NEW,D20270084
4,43,SEA,D20270027
4,44,DAL,D20270184
4,45,MEM,D20270098
4,46,SAN1,D20270040
4,47,POR,D20270145
4,48,SAN,D20270179
4,49,JAC,D20270095
4,50,OKL,D20270142
4,51,CHA,D20270113
4,52,IND,D20270076
4,53,PHI,D20270060
4,54,COL,D20270059
4,55,DEN,D20270104
4,56,NEW,D20270064
5,57,SEA,D20270002
5,58,DAL,D20270089
5,59,MEM,D20270005
5,60,SAN1,D20270094
5,61,POR,D20270097
5,62,SAN,D20270039
5,63,JAC,D20270069
5,64,OKL,D20270067
5,65,CHA,D20270038
5,66,IND,D20270056
5,67,PHI,D20270099
5,68,COL,D20270154
5,69,DEN,D20270103
5,70,NEW,D20270119
6,71,SEA,D20270096
6,72,DAL,D20270057
6,73,MEM,D20270190
6,74,SAN1,D20270172
6,75,POR,D20270007
6,76,SAN,D20270010
6,77,JAC,D20270080
6,78,OKL,D20270031
6,79,CHA,D20270153
6,80,IND,D20270131
6,81,PHI,D20270195
6,82,COL,D20270144
6,83,DEN,D20270087
6,84,NEW,D20270004
7,85,SEA,D20270158
7,86,DAL,D20270189
7,87,MEM,D20270164
7,88,SAN1,D20270088
7,89,POR,D20270013
7,90,SAN,D20270042
7,91,JAC,D20270188
7,92,OKL,D20270129
7,93,CHA,D20270136
7,94,IND,D20270008
7,95,PHI,D20270061
7,96,COL,D20270101
7,97,DEN,D20270127
7,98,NEW,D20270163
8,99,SEA,D20270134
8,100,DAL,D20270176
8,101,MEM,D20270137
8,102,SAN1,D20270001
8,103,POR,D20270180
8,104,SAN,D20270058
8,105,JAC,D20270065
8,106,OKL,D20270102
8,107,CHA,D20270078
8,108,IND,D20270112
8,109,PHI,D20270114
8,110,COL,D20270120
8,111,DEN,D20270151
8,112,NEW,D20270030
9,113,SEA,D20270170
9,114,DAL,D20270110
9,115,MEM,D20270186
9,116,SAN1,D20270123
9,117,POR,D20270016
9,118,SAN,D20270024
9,119,JAC,D20270037
9,120,OKL,D20270044
9,121,CHA,D20270025
9,122,IND,D20270046
9,123,PHI,D20270047
9,124,COL,D20270051
9,125,DEN,D20270066
9,126,NEW,D20270086
10,127,SEA,D20270111
10,128,DAL,D20270116
10,129,MEM,D20270128
10,130,SAN1,D20270139
10,131,POR,D20270147
10,132,SAN,D20270167
10,133,JAC,D20270177
10,134,OKL,D20270185
10,135,CHA,D20270015
10,136,IND,D20270026
10,137,PHI,D20270033
10,138,COL,D20270036
10,139,DEN,D20270054
10,140,NEW,D20270068
