date,home,away,result,played,boxscore
2028-04-01,AUS,SEA,5-2,1,
2028-04-01,BAL,BOS,4-2,1,
2028-04-01,ELP,NEW,0-3,1,
2028-04-01,LAS,ALB,9-3,1,
2028-04-01,MEM,FOR,6-3,1,
2028-04-01,MIL,POR,3-1,1,
2028-04-01,NAS,SAN,3-11,1,
2028-04-02,AUS,SEA,1-3,1,
2028-04-02,BAL,BOS,4-6,1,
2028-04-02,ELP,NEW,5-7,1,
2028-04-02,LAS,ALB,8-6,1,
2028-04-02,MEM,FOR,12-2,1,
2028-04-02,MIL,POR,2-9,1,
2028-04-02,NAS,SAN,4-7,1,
2028-04-03,AUS,SEA,1-2,1,
2028-04-03,BAL,BOS,2-3,1,
2028-04-03,ELP,NEW,7-2,1,
2028-04-03,LAS,ALB,4-1,1,
2028-04-03,MEM,FOR,5-4,1,
2028-04-03,MIL,POR,0-4,1,
2028-04-03,NAS,SAN,6-5,1,
2028-04-04,AUS,SEA,12-0,1,
2028-04-04,BAL,BOS,4-13,1,
2028-04-04,ELP,NEW,4-3,1,
2028-04-04,LAS,ALB,2-8,1,
2028-04-04,MEM,FOR,2-3,1,
2028-04-04,MIL,POR,3-1,1,
2028-04-04,NAS,SAN,3-2,1,
2028-04-06,ALB,BAL,5-9,1,
2028-04-06,BOS,AUS,5-4,1,
2028-04-06,ELP,MIL,4-3,1,
2028-04-06,FOR,NEW,4-5,1,
2028-04-06,POR,LAS,4-5,1,
2028-04-06,SAN,MEM,3-0,1,
2028-04-06,SEA,NAS,4-7,1,
2028-04-07,ALB,BAL,4-2,1,
2028-04-07,BOS,AUS,1-10,1,
2028-04-07,ELP,MIL,2-4,1,
2028-04-07,FOR,NEW,0-2,1,
2028-04-07,POR,LAS,3-6,1,
2028-04-07,SAN,MEM,2-3,1,
2028-04-07,SEA,NAS,6-10,1,
2028-04-08,ALB,BAL,4-5,1,
2028-04-08,BOS,AUS,9-1,1,
2028-04-08,ELP,MIL,4-5,1,
2028-04-08,FOR,NEW,1-2,1,
2028-04-08,POR,LAS,4-3,1,
2028-04-08,SAN,MEM,1-2,1,
2028-04-08,SEA,NAS,7-5,1,
2028-04-10,AUS,BOS,4-1,1,
2028-04-10,BAL,ALB,5-1,1,
2028-04-10,LAS,POR,3-6,1,
2028-04-10,MEM,SAN,6-5,1,
2028-04-10,MIL,ELP,7-6,1,
2028-04-10,NAS,SEA,4-3,1,
2028-04-10,NEW,FOR,1-0,1,
2028-04-11,AUS,BOS,10-6,1,
2028-04-11,BAL,ALB,3-2,1,
2028-04-11,LAS,POR,1-10,1,
2028-04-11,MEM,SAN,5-3,1,
2028-04-11,MIL,ELP,1-3,1,
2028-04-11,NAS,SEA,4-3,1,
2028-04-11,NEW,FOR,1-2,1,
2028-04-12,AUS,BOS,3-5,1,
2028-04-12,BAL,ALB,5-2,1,
2028-04-12,LAS,POR,5-0,1,
2028-04-12,MEM,SAN,6-3,1,
2028-04-12,MIL,ELP,0-2,1,
2028-04-12,NAS,SEA,8-10,1,
2028-04-12,NEW,FOR,2-1,1,
2028-04-13,AUS,BOS,6-7,1,
2028-04-13,BAL,ALB,3-1,1,
2028-04-13,LAS,POR,5-6,1,
2028-04-13,MEM,SAN,8-1,1,
2028-04-13,MIL,ELP,5-3,1,
2028-04-13,NAS,SEA,4-9,1,
2028-04-13,NEW,FOR,0-2,1,
2028-04-15,ALB,AUS,3-0,1,
2028-04-15,BOS,NAS,4-6,1,
2028-04-15,FOR,ELP,4-2,1,
2028-04-15,MIL,LAS,12-8,1,
2028-04-15,POR,BAL,13-9,1,
2028-04-15,SAN,NEW,4-0,1,
2028-04-15,SEA,MEM,7-2,1,
2028-04-16,ALB,AUS,11-3,1,
2028-04-16,BOS,NAS,6-2,1,
2028-04-16,FOR,ELP,7-2,1,
2028-04-16,MIL,LAS,4-11,1,
2028-04-16,POR,BAL,2-1,1,
2028-04-16,SAN,NEW,8-1,1,
2028-04-16,SEA,MEM,3-5,1,
2028-04-17,ALB,AUS,3-5,1,
2028-04-17,BOS,NAS,3-6,1,
2028-04-17,FOR,ELP,9-2,1,
2028-04-17,MIL,LAS,6-4,1,
2028-04-17,POR,BAL,1-2,1,
2028-04-17,SAN,NEW,0-6,1,
2028-04-17,SEA,MEM,8-4,1,
2028-04-19,AUS,ALB,0-4,1,
2028-04-19,BAL,POR,4-2,1,
2028-04-19,ELP,FOR,3-4,1,
2028-04-19,LAS,MIL,7-6,1,
2028-04-19,MEM,SEA,1-2,1,
2028-04-19,NAS,BOS,1-7,1,
2028-04-19,NEW,SAN,7-4,1,
2028-04-20,AUS,ALB,4-2,1,
2028-04-20,BAL,POR,9-5,1,
2028-04-20,ELP,FOR,4-5,1,
2028-04-20,LAS,MIL,4-9,1,
2028-04-20,MEM,SEA,10-4,1,
2028-04-20,NAS,BOS,5-6,1,
2028-04-20,NEW,SAN,8-1,1,
