date,home,away,result,played,boxscore
2073-04-01,CHI,SAN,2-3,1,
2073-04-01,IND,ELP,9-7,1,
2073-04-01,LAS,OKL,2-3,1,
2073-04-01,LOU,BAL,2-1,1,
2073-04-01,MEM,SEA,3-1,1,
2073-04-01,PHI,SAN1,3-6,1,
2073-04-01,POR,ALB,3-8,1,
2073-04-02,CHI,SAN,2-3,1,
2073-04-02,IND,ELP,4-10,1,
2073-04-02,LAS,OKL,2-8,1,
2073-04-02,LOU,BAL,6-0,1,
2073-04-02,MEM,SEA,8-2,1,
2073-04-02,PHI,SAN1,0-3,1,
2073-04-02,POR,ALB,2-8,1,
2073-04-03,CHI,SAN,4-0,1,
2073-04-03,IND,ELP,7-0,1,
2073-04-03,LAS,OKL,2-3,1,
2073-04-03,LOU,BAL,2-9,1,
2073-04-03,MEM,SEA,3-1,1,
2073-04-03,PHI,SAN1,9-4,1,
2073-04-03,POR,ALB,2-0,1,
2073-04-04,CHI,SAN,4-0,1,
2073-04-04,IND,ELP,0-5,1,
2073-04-04,LAS,OKL,1-6,1,
2073-04-04,LOU,BAL,1-11,1,
2073-04-04,MEM,SEA,0-2,1,
2073-04-04,PHI,SAN1,3-2,1,
2073-04-04,POR,ALB,10-4,1,
2073-04-06,ALB,BAL,4-3,1,
2073-04-06,ELP,MEM,2-4,1,
2073-04-06,LOU,IND,5-4,1,
2073-04-06,OKL,CHI,5-3,1,
2073-04-06,SAN,PHI,2-9,1,
2073-04-06,SAN1,POR,7-0,1,
2073-04-06,SEA,LAS,0-5,1,
2073-04-07,ALB,BAL,2-0,1,
2073-04-07,ELP,MEM,9-4,1,
2073-04-07,LOU,IND,11-2,1,
2073-04-07,OKL,CHI,6-0,1,
2073-04-07,SAN,PHI,8-7,1,
2073-04-07,SAN1,POR,4-3,1,
2073-04-07,SEA,LAS,2-4,1,
2073-04-08,ALB,BAL,5-3,1,
2073-04-08,ELP,MEM,1-3,1,
2073-04-08,LOU,IND,2-3,1,
2073-04-08,OKL,CHI,5-6,1,
2073-04-08,SAN,PHI,6-7,1,
2073-04-08,SAN1,POR,6-7,1,
2073-04-08,SEA,LAS,3-5,1,
2073-04-10,BAL,ALB,5-2,1,
2073-04-10,CHI,OKL,1-3,1,
2073-04-10,IND,LOU,4-2,1,
2073-04-10,LAS,SEA,7-3,1,
2073-04-10,MEM,ELP,3-4,1,
2073-04-10,PHI,SAN,3-8,1,
2073-04-10,POR,SAN1,3-0,1,
2073-04-11,BAL,ALB,4-3,1,
2073-04-11,CHI,OKL,3-4,1,
2073-04-11,IND,LOU,2-4,1,
2073-04-11,LAS,SEA,2-8,1,
2073-04-11,MEM,ELP,4-1,1,
2073-04-11,PHI,SAN,7-5,1,
2073-04-11,POR,SAN1,1-0,1,
2073-04-12,BAL,ALB,3-4,1,
2073-04-12,CHI,OKL,1-5,1,
2073-04-12,IND,LOU,3-1,1,
2073-04-12,LAS,SEA,6-8,1,
2073-04-12,MEM,ELP,4-6,1,
2073-04-12,PHI,SAN,6-5,1,
2073-04-12,POR,SAN1,1-9,1,
2073-04-13,BAL,ALB,6-5,1,
2073-04-13,CHI,OKL,5-4,1,
2073-04-13,IND,LOU,4-7,1,
2073-04-13,LAS,SEA,1-3,1,
2073-04-13,MEM,ELP,2-3,1,
2073-04-13,PHI,SAN,6-3,1,
2073-04-13,POR,SAN1,9-3,1,
