balls,strikes,bucket,count,pct_total,pct_for_count
0,0,waste,3818,0.06789366053169735,0.19720055782242651
0,0,zone,15543,0.2763937049879968,0.8027994421775735
0,1,waste,3694,0.06568862807859874,0.5144846796657382
0,1,zone,3486,0.06198986396372366,0.4855153203342618
0,2,waste,1034,0.01838712545567707,0.6281895504252734
0,2,zone,612,0.010882902107228594,0.3718104495747266
1,0,waste,1234,0.02194362941228772,0.18470288878910343
1,0,zone,5447,0.0968613852582911,0.8152971112108965
1,1,waste,1625,0.028896594647461544,0.24797802533190905
1,1,zone,4928,0.08763225749088646,0.752021974668091
1,2,waste,1507,0.02679825731306126,0.4785646236900603
1,2,zone,1642,0.02919889748377345,0.5214353763099396
2,0,waste,419,0.0074508757890993154,0.18312937062937062
2,0,zone,1869,0.03323552947452654,0.8168706293706294
2,1,waste,592,0.010527251711567528,0.1782595603733815
2,1,zone,2729,0.04852849648795234,0.8217404396266185
2,2,waste,509,0.009051302569574109,0.18914901523597175
2,2,zone,2182,0.03880145816662221,0.8108509847640283
3,0,waste,208,0.003698764114875078,0.2593516209476309
3,0,zone,594,0.010562816751133635,0.7406483790523691
3,1,waste,290,0.005156930737085445,0.2104499274310595
3,1,zone,1088,0.019347381523961947,0.7895500725689405
3,2,waste,212,0.003769894194007291,0.17890295358649788
3,2,zone,973,0.01730239174891082,0.8210970464135021
