date,home,away,result,played,boxscore
2028-04-01,COL,OKL,2-1,1,
2028-04-01,FOR,AUS,5-4,1,
2028-04-01,JAC,ALB,7-5,1,
2028-04-01,LAS,BOS,4-0,1,
2028-04-01,LOS,BAL,2-5,1,
2028-04-01,SAN,PHO,3-2,1,
2028-04-01,SAN1,LOU,3-6,1,
2028-04-02,COL,OKL,2-10,1,
2028-04-02,FOR,AUS,0-1,1,
2028-04-02,JAC,ALB,7-2,1,
2028-04-02,LAS,BOS,6-1,1,
2028-04-02,LOS,BAL,8-3,1,
2028-04-02,SAN,PHO,2-3,1,
2028-04-02,SAN1,LOU,2-3,1,
2028-04-03,COL,OKL,2-5,1,
2028-04-03,FOR,AUS,3-11,1,
2028-04-03,JAC,ALB,6-3,1,
2028-04-03,LAS,BOS,5-6,1,
2028-04-03,LOS,BAL,3-5,1,
2028-04-03,SAN,PHO,10-4,1,
2028-04-03,SAN1,LOU,4-9,1,
2028-04-04,COL,OKL,6-4,1,
2028-04-04,FOR,AUS,3-8,1,
2028-04-04,JAC,ALB,4-2,1,
2028-04-04,LAS,BOS,2-3,1,
2028-04-04,LOS,BAL,1-3,1,
2028-04-04,SAN,PHO,0-3,1,
2028-04-04,SAN1,LOU,2-1,1,
2028-04-06,AUS,SAN,9-1,1,
2028-04-06,BAL,COL,2-4,1,
2028-04-06,BOS,LOS,3-10,1,
2028-04-06,JAC,LAS,3-12,1,
2028-04-06,LOU,FOR,4-0,1,
2028-04-06,OKL,SAN1,4-3,1,
2028-04-06,PHO,ALB,0-2,1,
2028-04-07,AUS,SAN,3-5,1,
2028-04-07,BAL,COL,1-3,1,
2028-04-07,BOS,LOS,5-2,1,
2028-04-07,JAC,LAS,2-3,1,
2028-04-07,LOU,FOR,1-0,1,
2028-04-07,OKL,SAN1,3-2,1,
2028-04-07,PHO,ALB,0-1,1,
2028-04-08,AUS,SAN,1-0,1,
2028-04-08,BAL,COL,1-9,1,
2028-04-08,BOS,LOS,1-6,1,
2028-04-08,JAC,LAS,5-6,1,
2028-04-08,LOU,FOR,9-3,1,
2028-04-08,OKL,SAN1,3-2,1,
2028-04-08,PHO,ALB,5-9,1,
2028-04-10,ALB,PHO,4-1,1,
2028-04-10,COL,BAL,4-8,1,
2028-04-10,FOR,LOU,1-4,1,
2028-04-10,LAS,JAC,0-9,1,
2028-04-10,LOS,BOS,4-3,1,
2028-04-10,SAN,AUS,4-1,1,
2028-04-10,SAN1,OKL,5-6,1,
2028-04-11,ALB,PHO,6-7,1,
2028-04-11,COL,BAL,1-5,1,
2028-04-11,FOR,LOU,3-2,1,
2028-04-11,LAS,JAC,7-9,1,
2028-04-11,LOS,BOS,2-6,1,
2028-04-11,SAN,AUS,3-1,1,
2028-04-11,SAN1,OKL,0-4,1,
2028-04-12,ALB,PHO,1-3,1,
2028-04-12,COL,BAL,5-0,1,
2028-04-12,FOR,LOU,0-2,1,
2028-04-12,LAS,JAC,5-3,1,
2028-04-12,LOS,BOS,4-6,1,
2028-04-12,SAN,AUS,2-10,1,
2028-04-12,SAN1,OKL,1-3,1,
2028-04-13,ALB,PHO,4-0,1,
2028-04-13,COL,BAL,1-0,1,
2028-04-13,FOR,LOU,6-7,1,
2028-04-13,LAS,JAC,1-5,1,
2028-04-13,LOS,BOS,3-2,1,
2028-04-13,SAN,AUS,3-1,1,
2028-04-13,SAN1,OKL,1-2,1,
2028-04-15,AUS,ALB,3-4,1,
2028-04-15,BAL,SAN1,1-2,1,
2028-04-15,BOS,COL,1-5,1,
2028-04-15,LAS,LOS,4-3,1,
2028-04-15,LOU,SAN,6-3,1,
2028-04-15,OKL,FOR,4-0,1,
2028-04-15,PHO,JAC,4-6,1,
2028-04-16,AUS,ALB,3-5,1,
2028-04-16,BAL,SAN1,9-5,1,
2028-04-16,BOS,COL,5-0,1,
2028-04-16,LAS,LOS,7-2,1,
2028-04-16,LOU,SAN,3-1,1,
2028-04-16,OKL,FOR,0-6,1,
2028-04-16,PHO,JAC,1-0,1,
2028-04-17,AUS,ALB,5-4,1,
2028-04-17,BAL,SAN1,4-3,1,
2028-04-17,BOS,COL,6-5,1,
2028-04-17,LAS,LOS,4-3,1,
2028-04-17,LOU,SAN,6-5,1,
2028-04-17,OKL,FOR,4-3,1,
2028-04-17,PHO,JAC,6-5,1,
2028-04-19,ALB,AUS,0-8,1,
2028-04-19,COL,BOS,9-2,1,
2028-04-19,FOR,OKL,3-2,1,
2028-04-19,JAC,PHO,3-2,1,
