date,home,away,result,played,boxscore
2062-04-01,BOS,LAS,3-4,1,
2062-04-01,MIL,JAC,2-4,1,
2062-04-01,NAS,SAN,1-6,1,
2062-04-01,NEW,DEN,7-8,1,
2062-04-01,OKL,LOS,2-5,1,
2062-04-01,POR,SAN1,8-1,1,
2062-04-01,WAS,DET,5-2,1,
2062-04-02,BOS,LAS,9-2,1,
2062-04-02,MIL,JAC,3-6,1,
2062-04-02,NAS,SAN,6-5,1,
2062-04-02,NEW,DEN,6-7,1,
2062-04-02,OKL,LOS,5-2,1,
2062-04-02,POR,SAN1,4-3,1,
2062-04-02,WAS,DET,1-2,1,
2062-04-03,BOS,LAS,2-8,1,
2062-04-03,MIL,JAC,1-0,1,
2062-04-03,NAS,SAN,3-6,1,
2062-04-03,NEW,DEN,3-6,1,
2062-04-03,OKL,LOS,0-5,1,
2062-04-03,POR,SAN1,4-8,1,
2062-04-03,WAS,DET,1-4,1,
2062-04-04,BOS,LAS,3-4,1,
2062-04-04,MIL,JAC,3-2,1,
2062-04-04,NAS,SAN,1-2,1,
2062-04-04,NEW,DEN,1-6,1,
2062-04-04,OKL,LOS,2-4,1,
2062-04-04,POR,SAN1,8-7,1,
2062-04-04,WAS,DET,3-1,1,
2062-04-06,DEN,WAS,3-6,1,
2062-04-06,DET,SAN1,3-8,1,
2062-04-06,JAC,BOS,2-6,1,
2062-04-06,LAS,OKL,3-2,1,
2062-04-06,LOS,NAS,4-1,1,
2062-04-06,POR,MIL,2-1,1,
2062-04-06,SAN,NEW,0-1,1,
2062-04-07,DEN,WAS,4-1,1,
2062-04-07,DET,SAN1,4-7,1,
2062-04-07,JAC,BOS,1-0,1,
2062-04-07,LAS,OKL,1-5,1,
2062-04-07,LOS,NAS,4-3,1,
2062-04-07,POR,MIL,6-5,1,
2062-04-07,SAN,NEW,2-1,1,
2062-04-08,DEN,WAS,5-6,1,
2062-04-08,DET,SAN1,4-2,1,
2062-04-08,JAC,BOS,4-3,1,
2062-04-08,LAS,OKL,1-3,1,
2062-04-08,LOS,NAS,3-2,1,
2062-04-08,POR,MIL,6-4,1,
2062-04-08,SAN,NEW,3-9,1,
2062-04-10,BOS,JAC,4-5,1,
2062-04-10,MIL,POR,5-4,1,
2062-04-10,NAS,LOS,2-0,1,
2062-04-10,NEW,SAN,2-1,1,
2062-04-10,OKL,LAS,5-2,1,
2062-04-10,SAN1,DET,4-8,1,
2062-04-10,WAS,DEN,5-0,1,
2062-04-11,BOS,JAC,9-6,1,
2062-04-11,MIL,POR,4-0,1,
2062-04-11,NAS,LOS,3-6,1,
2062-04-11,NEW,SAN,3-4,1,
2062-04-11,OKL,LAS,4-1,1,
2062-04-11,SAN1,DET,0-5,1,
2062-04-11,WAS,DEN,5-4,1,
2062-04-12,BOS,JAC,3-5,1,
2062-04-12,MIL,POR,3-0,1,
2062-04-12,NAS,LOS,8-4,1,
2062-04-12,NEW,SAN,6-4,1,
2062-04-12,OKL,LAS,2-1,1,
2062-04-12,SAN1,DET,6-1,1,
2062-04-12,WAS,DEN,3-0,1,
2062-04-13,BOS,JAC,0-2,1,
2062-04-13,MIL,POR,8-0,1,
2062-04-13,NAS,LOS,7-3,1,
2062-04-13,NEW,SAN,0-1,1,
2062-04-13,OKL,LAS,2-3,1,
2062-04-13,SAN1,DET,4-5,1,
2062-04-13,WAS,DEN,6-7,1,
2062-04-15,DEN,SAN1,0-5,1,
2062-04-15,DET,POR,3-5,1,
2062-04-15,JAC,OKL,0-2,1,
2062-04-15,LAS,NAS,1-2,1,
2062-04-15,LOS,NEW,3-2,1,
2062-04-15,MIL,BOS,1-9,1,
2062-04-15,SAN,WAS,3-2,1,
2062-04-16,DEN,SAN1,3-6,1,
2062-04-16,DET,POR,6-8,1,
2062-04-16,JAC,OKL,4-7,1,
2062-04-16,LAS,NAS,5-8,1,
2062-04-16,LOS,NEW,4-5,1,
2062-04-16,MIL,BOS,2-3,1,
2062-04-16,SAN,WAS,0-4,1,
2062-04-17,DEN,SAN1,7-6,1,
2062-04-17,DET,POR,1-10,1,
2062-04-17,JAC,OKL,0-5,1,
2062-04-17,LAS,NAS,0-6,1,
2062-04-17,LOS,NEW,1-4,1,
2062-04-17,MIL,BOS,12-4,1,
2062-04-17,SAN,WAS,3-2,1,
2062-04-19,BOS,MIL,2-4,1,
2062-04-19,NAS,LAS,3-6,1,
2062-04-19,NEW,LOS,7-2,1,
2062-04-19,OKL,JAC,0-2,1,
2062-04-19,POR,DET,2-4,1,
2062-04-19,SAN1,DEN,3-10,1,
2062-04-19,WAS,SAN,9-2,1,
2062-04-20,BOS,MIL,7-10,1,
2062-04-20,NAS,LAS,6-2,1,
2062-04-20,NEW,LOS,4-3,1,
2062-04-20,OKL,JAC,1-4,1,
2062-04-20,POR,DET,7-2,1,
2062-04-20,SAN1,DEN,4-3,1,
2062-04-20,WAS,SAN,2-4,1,
2062-04-21,BOS,MIL,5-2,1,
2062-04-21,NAS,LAS,2-5,1,
2062-04-21,NEW,LOS,5-3,1,
2062-04-21,OKL,JAC,3-0,1,
2062-04-21,POR,DET,5-0,1,
2062-04-21,SAN1,DEN,10-3,1,
2062-04-21,WAS,SAN,1-7,1,
2062-04-22,BOS,MIL,3-6,1,
2062-04-22,NAS,LAS,1-12,1,
2062-04-22,NEW,LOS,1-3,1,
2062-04-22,OKL,JAC,1-7,1,
2062-04-22,POR,DET,8-2,1,
2062-04-22,SAN1,DEN,4-0,1,
2062-04-22,WAS,SAN,1-8,1,
2062-04-24,DEN,DET,2-7,1,
2062-04-24,JAC,NAS,5-6,1,
2062-04-24,LAS,NEW,4-3,1,
2062-04-24,LOS,WAS,11-1,1,
2062-04-24,MIL,OKL,1-0,1,
2062-04-24,POR,BOS,5-3,1,
2062-04-24,SAN,SAN1,2-3,1,
2062-04-25,DEN,DET,1-5,1,
2062-04-25,JAC,NAS,0-3,1,
2062-04-25,LAS,NEW,2-3,1,
2062-04-25,LOS,WAS,5-10,1,
2062-04-25,MIL,OKL,2-0,1,
2062-04-25,POR,BOS,1-0,1,
2062-04-25,SAN,SAN1,5-4,1,
2062-04-26,DEN,DET,0-4,1,
2062-04-26,JAC,NAS,3-2,1,
2062-04-26,LAS,NEW,1-3,1,
2062-04-26,LOS,WAS,5-4,1,
2062-04-26,MIL,OKL,3-2,1,
2062-04-26,POR,BOS,6-3,1,
2062-04-26,SAN,SAN1,4-1,1,
2062-04-28,BOS,POR,1-3,1,
2062-04-28,DET,DEN,5-4,1,
2062-04-28,NAS,JAC,4-5,1,
2062-04-28,NEW,LAS,1-6,1,
2062-04-28,OKL,MIL,2-1,1,
2062-04-28,SAN1,SAN,5-3,1,
2062-04-28,WAS,LOS,1-0,1,
2062-04-29,BOS,POR,4-2,1,
2062-04-29,DET,DEN,0-5,1,
2062-04-29,NAS,JAC,6-3,1,
2062-04-29,NEW,LAS,3-2,1,
2062-04-29,OKL,MIL,0-4,1,
2062-04-29,SAN1,SAN,5-7,1,
2062-04-29,WAS,LOS,8-9,1,
2062-04-30,BOS,POR,3-4,1,
2062-04-30,DET,DEN,1-7,1,
2062-04-30,NAS,JAC,4-3,1,
2062-04-30,NEW,LAS,4-6,1,
2062-04-30,OKL,MIL,4-5,1,
2062-04-30,SAN1,SAN,2-7,1,
2062-04-30,WAS,LOS,1-2,1,
2062-05-01,BOS,POR,4-7,1,
2062-05-01,DET,DEN,1-7,1,
2062-05-01,NAS,JAC,10-2,1,
2062-05-01,NEW,LAS,7-5,1,
2062-05-01,OKL,MIL,5-9,1,
2062-05-01,SAN1,SAN,1-6,1,
2062-05-01,WAS,LOS,4-5,1,
2062-05-03,BOS,OKL,4-5,1,
2062-05-03,DEN,POR,1-6,1,
2062-05-03,JAC,NEW,4-0,1,
2062-05-03,LAS,WAS,1-2,1,
2062-05-03,LOS,SAN1,5-4,1,
2062-05-03,MIL,NAS,3-6,1,
2062-05-03,SAN,DET,1-5,1,
2062-05-04,BOS,OKL,3-5,1,
2062-05-04,DEN,POR,5-4,1,
2062-05-04,JAC,NEW,2-1,1,
2062-05-04,LAS,WAS,2-4,1,
2062-05-04,LOS,SAN1,7-2,1,
2062-05-04,MIL,NAS,8-7,1,
2062-05-04,SAN,DET,2-3,1,
2062-05-05,BOS,OKL,1-0,1,
2062-05-05,DEN,POR,8-7,1,
2062-05-05,JAC,NEW,4-9,1,
2062-05-05,LAS,WAS,5-3,1,
2062-05-05,LOS,SAN1,6-5,1,
2062-05-05,MIL,NAS,5-6,1,
2062-05-05,SAN,DET,6-1,1,
2062-05-07,DET,SAN,5-1,1,
2062-05-07,NAS,MIL,1-3,1,
2062-05-07,NEW,JAC,5-2,1,
2062-05-07,OKL,BOS,1-3,1,
2062-05-07,POR,DEN,2-5,1,
2062-05-07,SAN1,LOS,4-2,1,
2062-05-07,WAS,LAS,2-6,1,
2062-05-08,DET,SAN,6-5,1,
2062-05-08,NAS,MIL,4-11,1,
2062-05-08,NEW,JAC,3-2,1,
2062-05-08,OKL,BOS,2-5,1,
2062-05-08,POR,DEN,5-10,1,
2062-05-08,SAN1,LOS,5-8,1,
2062-05-08,WAS,LAS,3-0,1,
2062-05-09,DET,SAN,1-9,1,
2062-05-09,NAS,MIL,2-4,1,
2062-05-09,NEW,JAC,2-1,1,
2062-05-09,OKL,BOS,3-2,1,
2062-05-09,POR,DEN,4-2,1,
2062-05-09,SAN1,LOS,6-3,1,
2062-05-09,WAS,LAS,6-2,1,
2062-05-10,DET,SAN,4-11,1,
2062-05-10,NAS,MIL,1-0,1,
2062-05-10,NEW,JAC,2-5,1,
2062-05-10,OKL,BOS,5-10,1,
2062-05-10,POR,DEN,4-3,1,
2062-05-10,SAN1,LOS,4-2,1,
2062-05-10,WAS,LAS,1-2,1,
2062-05-12,BOS,NAS,4-7,1,
2062-05-12,JAC,WAS,7-3,1,
2062-05-12,LAS,SAN1,6-4,1,
2062-05-12,LOS,DET,1-4,1,
2062-05-12,MIL,NEW,1-0,1,
2062-05-12,POR,OKL,6-5,1,
2062-05-12,SAN,DEN,5-0,1,
2062-05-13,BOS,NAS,1-5,1,
2062-05-13,JAC,WAS,2-11,1,
2062-05-13,LAS,SAN1,3-2,1,
2062-05-13,LOS,DET,2-3,1,
2062-05-13,MIL,NEW,2-1,1,
2062-05-13,POR,OKL,2-5,1,
2062-05-13,SAN,DEN,6-2,1,
2062-05-14,BOS,NAS,9-6,1,
2062-05-14,JAC,WAS,6-5,1,
2062-05-14,LAS,SAN1,8-2,1,
2062-05-14,LOS,DET,2-1,1,
2062-05-14,MIL,NEW,6-9,1,
2062-05-14,POR,OKL,6-3,1,
2062-05-14,SAN,DEN,1-4,1,
2062-05-16,DEN,SAN,3-5,1,
2062-05-16,DET,LOS,3-2,1,
2062-05-16,NAS,BOS,2-3,1,
2062-05-16,NEW,MIL,3-0,1,
2062-05-16,OKL,POR,9-1,1,
2062-05-16,SAN1,LAS,5-2,1,
2062-05-16,WAS,JAC,0-5,1,
2062-05-17,DEN,SAN,3-4,1,
2062-05-17,DET,LOS,1-2,1,
2062-05-17,NAS,BOS,4-1,1,
2062-05-17,NEW,MIL,3-4,1,
2062-05-17,OKL,POR,2-7,1,
2062-05-17,SAN1,LAS,1-9,1,
2062-05-17,WAS,JAC,5-7,1,
2062-05-18,DEN,SAN,1-0,1,
2062-05-18,DET,LOS,0-8,1,
2062-05-18,NAS,BOS,0-5,1,
2062-05-18,NEW,MIL,6-4,1,
2062-05-18,OKL,POR,3-4,1,
2062-05-18,SAN1,LAS,4-5,1,
2062-05-18,WAS,JAC,4-3,1,
2062-05-19,DEN,SAN,5-4,1,
2062-05-19,DET,LOS,3-4,1,
2062-05-19,NAS,BOS,5-10,1,
2062-05-19,NEW,MIL,2-6,1,
2062-05-19,OKL,POR,2-7,1,
2062-05-19,SAN1,LAS,11-4,1,
2062-05-19,WAS,JAC,4-12,1,
2062-05-21,BOS,NEW,5-1,1,
2062-05-21,JAC,SAN1,3-5,1,
2062-05-21,LAS,DET,6-5,1,
2062-05-21,LOS,DEN,7-3,1,
2062-05-21,MIL,WAS,4-6,1,
2062-05-21,OKL,NAS,1-0,1,
2062-05-21,SAN,POR,1-3,1,
2062-05-22,BOS,NEW,0-2,1,
2062-05-22,JAC,SAN1,2-7,1,
2062-05-22,LAS,DET,2-4,1,
2062-05-22,LOS,DEN,0-3,1,
2062-05-22,MIL,WAS,1-7,1,
2062-05-22,OKL,NAS,2-3,1,
2062-05-22,SAN,POR,3-2,1,
2062-05-23,BOS,NEW,3-1,1,
2062-05-23,JAC,SAN1,9-5,1,
2062-05-23,LAS,DET,4-0,1,
2062-05-23,LOS,DEN,9-4,1,
2062-05-23,MIL,WAS,0-3,1,
2062-05-23,OKL,NAS,6-4,1,
2062-05-23,SAN,POR,0-1,1,
2062-05-25,DEN,LOS,1-0,1,
2062-05-25,DET,LAS,3-6,1,
2062-05-25,NAS,OKL,3-2,1,
2062-05-25,NEW,BOS,5-6,1,
2062-05-25,POR,SAN,1-5,1,
2062-05-25,SAN1,JAC,6-4,1,
2062-05-25,WAS,MIL,1-2,1,
2062-05-26,DEN,LOS,1-6,1,
2062-05-26,DET,LAS,2-3,1,
2062-05-26,NAS,OKL,2-8,1,
2062-05-26,NEW,BOS,3-4,1,
2062-05-26,POR,SAN,2-7,1,
2062-05-26,SAN1,JAC,6-1,1,
2062-05-26,WAS,MIL,1-8,1,
2062-05-27,DEN,LOS,6-5,1,
2062-05-27,DET,LAS,6-4,1,
2062-05-27,NAS,OKL,0-1,1,
2062-05-27,NEW,BOS,3-9,1,
2062-05-27,POR,SAN,7-1,1,
2062-05-27,SAN1,JAC,5-6,1,
2062-05-27,WAS,MIL,4-3,1,
2062-05-29,BOS,WAS,3-1,1,
2062-05-29,JAC,DET,6-4,1,
2062-05-29,LAS,DEN,0-3,1,
2062-05-29,LOS,SAN,1-3,1,
2062-05-29,MIL,SAN1,6-2,1,
2062-05-29,OKL,NEW,1-2,1,
2062-05-29,POR,NAS,2-4,1,
2062-05-30,BOS,WAS,4-3,1,
2062-05-30,JAC,DET,2-1,1,
2062-05-30,LAS,DEN,3-0,1,
2062-05-30,LOS,SAN,3-2,1,
2062-05-30,MIL,SAN1,4-0,1,
2062-05-30,OKL,NEW,6-2,1,
2062-05-30,POR,NAS,3-1,1,
2062-05-31,BOS,WAS,4-3,1,
2062-05-31,JAC,DET,2-4,1,
2062-05-31,LAS,DEN,3-2,1,
2062-05-31,LOS,SAN,1-7,1,
2062-05-31,MIL,SAN1,2-1,1,
2062-05-31,OKL,NEW,7-12,1,
2062-05-31,POR,NAS,6-5,1,
2062-06-02,DEN,LAS,0-2,1,
