date,home,away,result,played,boxscore
2074-04-01,CHI,SAN,2-4,1,
2074-04-01,IND,ELP,2-8,1,
2074-04-01,LAS,OKL,5-3,1,
2074-04-01,LOU,BAL,3-2,1,
2074-04-01,MEM,SEA,4-6,1,
2074-04-01,PHI,SAN1,3-2,1,
2074-04-01,POR,ALB,5-6,1,
2074-04-02,CHI,SAN,2-4,1,
2074-04-02,IND,ELP,3-2,1,
2074-04-02,LAS,OKL,6-3,1,
2074-04-02,LOU,BAL,2-3,1,
2074-04-02,MEM,SEA,2-3,1,
2074-04-02,PHI,SAN1,1-4,1,
2074-04-02,POR,ALB,6-4,1,
2074-04-03,CHI,SAN,8-2,1,
2074-04-03,IND,ELP,9-11,1,
2074-04-03,LAS,OKL,1-4,1,
2074-04-03,LOU,BAL,0-2,1,
2074-04-03,MEM,SEA,7-3,1,
2074-04-03,PHI,SAN1,2-3,1,
2074-04-03,POR,ALB,1-3,1,
2074-04-04,CHI,SAN,5-7,1,
2074-04-04,IND,ELP,1-7,1,
2074-04-04,LAS,OKL,4-7,1,
2074-04-04,LOU,BAL,3-9,1,
2074-04-04,MEM,SEA,12-1,1,
2074-04-04,PHI,SAN1,4-5,1,
2074-04-04,POR,ALB,3-4,1,
2074-04-06,ALB,BAL,8-4,1,
2074-04-06,ELP,MEM,4-7,1,
2074-04-06,LOU,IND,8-13,1,
2074-04-06,OKL,CHI,1-2,1,
2074-04-06,SAN,PHI,3-5,1,
2074-04-06,SAN1,POR,3-0,1,
2074-04-06,SEA,LAS,5-3,1,
2074-04-07,ALB,BAL,7-3,1,
2074-04-07,ELP,MEM,8-7,1,
2074-04-07,LOU,IND,3-6,1,
2074-04-07,OKL,CHI,6-2,1,
2074-04-07,SAN,PHI,7-3,1,
2074-04-07,SAN1,POR,6-4,1,
2074-04-07,SEA,LAS,1-5,1,
2074-04-08,ALB,BAL,0-11,1,
2074-04-08,ELP,MEM,1-2,1,
2074-04-08,LOU,IND,1-0,1,
2074-04-08,OKL,CHI,2-4,1,
2074-04-08,SAN,PHI,7-5,1,
2074-04-08,SAN1,POR,3-8,1,
2074-04-08,SEA,LAS,1-4,1,
2074-04-10,BAL,ALB,7-4,1,
2074-04-10,CHI,OKL,5-1,1,
2074-04-10,IND,LOU,8-3,1,
2074-04-10,LAS,SEA,4-7,1,
2074-04-10,MEM,ELP,3-6,1,
2074-04-10,PHI,SAN,10-3,1,
2074-04-10,POR,SAN1,1-3,1,
2074-04-11,BAL,ALB,8-6,1,
2074-04-11,CHI,OKL,1-4,1,
2074-04-11,IND,LOU,5-0,1,
2074-04-11,LAS,SEA,7-6,1,
2074-04-11,MEM,ELP,3-1,1,
2074-04-11,PHI,SAN,5-2,1,
2074-04-11,POR,SAN1,4-3,1,
2074-04-12,BAL,ALB,3-5,1,
2074-04-12,CHI,OKL,2-1,1,
2074-04-12,IND,LOU,3-1,1,
2074-04-12,LAS,SEA,4-6,1,
2074-04-12,MEM,ELP,6-4,1,
2074-04-12,PHI,SAN,3-10,1,
2074-04-12,POR,SAN1,5-11,1,
2074-04-13,BAL,ALB,7-2,1,
2074-04-13,CHI,OKL,3-1,1,
2074-04-13,IND,LOU,9-10,1,
2074-04-13,LAS,SEA,1-4,1,
2074-04-13,MEM,ELP,1-0,1,
2074-04-13,PHI,SAN,8-9,1,
2074-04-13,POR,SAN1,3-4,1,
2074-04-15,ALB,LOU,5-3,1,
2074-04-15,ELP,LAS,5-0,1,
2074-04-15,IND,MEM,7-3,1,
2074-04-15,OKL,PHI,4-11,1,
2074-04-15,SAN,POR,7-4,1,
2074-04-15,SAN1,BAL,5-9,1,
2074-04-15,SEA,CHI,1-4,1,
2074-04-16,ALB,LOU,5-17,1,
2074-04-16,ELP,LAS,5-4,1,
2074-04-16,IND,MEM,3-2,1,
2074-04-16,OKL,PHI,3-7,1,
2074-04-16,SAN,POR,5-3,1,
2074-04-16,SAN1,BAL,3-2,1,
2074-04-16,SEA,CHI,2-1,1,
2074-04-17,ALB,LOU,0-5,1,
2074-04-17,ELP,LAS,1-4,1,
2074-04-17,IND,MEM,8-2,1,
2074-04-17,OKL,PHI,9-0,1,
2074-04-17,SAN,POR,5-2,1,
2074-04-17,SAN1,BAL,9-5,1,
2074-04-17,SEA,CHI,0-1,1,
2074-04-19,BAL,SAN1,5-6,1,
2074-04-19,CHI,SEA,2-3,1,
2074-04-19,LAS,ELP,1-8,1,
2074-04-19,LOU,ALB,2-6,1,
2074-04-19,MEM,IND,4-1,1,
2074-04-19,PHI,OKL,4-2,1,
2074-04-19,POR,SAN,9-12,1,
2074-04-20,BAL,SAN1,5-4,1,
2074-04-20,CHI,SEA,2-3,1,
2074-04-20,LAS,ELP,3-5,1,
2074-04-20,LOU,ALB,4-3,1,
2074-04-20,MEM,IND,10-8,1,
2074-04-20,PHI,OKL,9-4,1,
2074-04-20,POR,SAN,7-8,1,
2074-04-21,BAL,SAN1,8-4,1,
2074-04-21,CHI,SEA,5-3,1,
2074-04-21,LAS,ELP,10-1,1,
2074-04-21,LOU,ALB,4-2,1,
2074-04-21,MEM,IND,2-11,1,
2074-04-21,PHI,OKL,9-4,1,
2074-04-21,POR,SAN,6-3,1,
2074-04-22,BAL,SAN1,3-0,1,
2074-04-22,CHI,SEA,2-6,1,
2074-04-22,LAS,ELP,4-3,1,
2074-04-22,LOU,ALB,6-4,1,
2074-04-22,MEM,IND,5-6,1,
2074-04-22,PHI,OKL,5-2,1,
2074-04-22,POR,SAN,10-9,1,
2074-04-24,ELP,CHI,1-0,1,
2074-04-24,IND,LAS,6-8,1,
2074-04-24,LOU,MEM,1-7,1,
2074-04-24,OKL,POR,5-2,1,
2074-04-24,SAN,BAL,2-8,1,
2074-04-24,SAN1,ALB,1-6,1,
2074-04-24,SEA,PHI,9-2,1,
2074-04-25,ELP,CHI,1-7,1,
2074-04-25,IND,LAS,0-7,1,
2074-04-25,LOU,MEM,4-5,1,
2074-04-25,OKL,POR,1-4,1,
2074-04-25,SAN,BAL,15-0,1,
2074-04-25,SAN1,ALB,8-1,1,
2074-04-25,SEA,PHI,6-9,1,
2074-04-26,ELP,CHI,0-3,1,
2074-04-26,IND,LAS,2-1,1,
2074-04-26,LOU,MEM,2-5,1,
2074-04-26,OKL,POR,4-2,1,
2074-04-26,SAN,BAL,4-3,1,
2074-04-26,SAN1,ALB,0-2,1,
2074-04-26,SEA,PHI,1-8,1,
2074-04-28,ALB,SAN1,4-10,1,
2074-04-28,BAL,SAN,8-7,1,
2074-04-28,CHI,ELP,3-5,1,
2074-04-28,LAS,IND,3-4,1,
2074-04-28,MEM,LOU,2-5,1,
2074-04-28,PHI,SEA,13-4,1,
2074-04-28,POR,OKL,2-1,1,
2074-04-29,ALB,SAN1,6-0,1,
2074-04-29,BAL,SAN,5-4,1,
2074-04-29,CHI,ELP,1-2,1,
2074-04-29,LAS,IND,0-1,1,
2074-04-29,MEM,LOU,5-1,1,
2074-04-29,PHI,SEA,3-2,1,
2074-04-29,POR,OKL,10-1,1,
2074-04-30,ALB,SAN1,7-1,1,
2074-04-30,BAL,SAN,16-7,1,
2074-04-30,CHI,ELP,4-3,1,
2074-04-30,LAS,IND,2-0,1,
2074-04-30,MEM,LOU,2-1,1,
2074-04-30,PHI,SEA,7-2,1,
2074-04-30,POR,OKL,3-4,1,
2074-05-01,ALB,SAN1,4-7,1,
2074-05-01,BAL,SAN,7-5,1,
2074-05-01,CHI,ELP,7-6,1,
2074-05-01,LAS,IND,10-2,1,
2074-05-01,MEM,LOU,7-5,1,
2074-05-01,PHI,SEA,7-5,1,
2074-05-01,POR,OKL,4-3,1,
2074-05-03,ELP,PHI,0-4,1,
2074-05-03,IND,CHI,1-2,1,
2074-05-03,MEM,LAS,2-1,1,
2074-05-03,OKL,BAL,4-5,1,
2074-05-03,SAN,ALB,4-2,1,
2074-05-03,SAN1,LOU,4-6,1,
2074-05-03,SEA,POR,7-4,1,
2074-05-04,ELP,PHI,7-13,1,
2074-05-04,IND,CHI,0-2,1,
2074-05-04,MEM,LAS,7-6,1,
2074-05-04,OKL,BAL,2-1,1,
2074-05-04,SAN,ALB,3-4,1,
2074-05-04,SAN1,LOU,0-3,1,
2074-05-04,SEA,POR,5-6,1,
2074-05-05,ELP,PHI,4-7,1,
2074-05-05,IND,CHI,3-4,1,
2074-05-05,MEM,LAS,5-3,1,
2074-05-05,OKL,BAL,4-5,1,
2074-05-05,SAN,ALB,6-1,1,
2074-05-05,SAN1,LOU,4-1,1,
2074-05-05,SEA,POR,7-4,1,
2074-05-07,ALB,SAN,5-1,1,
2074-05-07,BAL,OKL,3-5,1,
2074-05-07,CHI,IND,10-5,1,
2074-05-07,LAS,MEM,4-6,1,
2074-05-07,LOU,SAN1,1-5,1,
2074-05-07,PHI,ELP,1-4,1,
2074-05-07,POR,SEA,5-3,1,
2074-05-08,ALB,SAN,3-1,1,
2074-05-08,BAL,OKL,4-1,1,
2074-05-08,CHI,IND,4-2,1,
2074-05-08,LAS,MEM,3-1,1,
2074-05-08,LOU,SAN1,7-3,1,
2074-05-08,PHI,ELP,5-10,1,
2074-05-08,POR,SEA,5-4,1,
2074-05-09,ALB,SAN,3-2,1,
2074-05-09,BAL,OKL,2-7,1,
2074-05-09,CHI,IND,6-1,1,
2074-05-09,LAS,MEM,6-7,1,
2074-05-09,LOU,SAN1,2-1,1,
2074-05-09,PHI,ELP,4-3,1,
2074-05-09,POR,SEA,5-2,1,
2074-05-10,ALB,SAN,3-2,1,
2074-05-10,BAL,OKL,6-3,1,
2074-05-10,CHI,IND,1-0,1,
2074-05-10,LAS,MEM,10-4,1,
2074-05-10,LOU,SAN1,1-3,1,
2074-05-10,PHI,ELP,11-1,1,
2074-05-10,POR,SEA,4-6,1,
2074-05-12,ELP,POR,3-5,1,
2074-05-12,IND,PHI,2-4,1,
2074-05-12,LOU,LAS,1-5,1,
2074-05-12,MEM,CHI,2-1,1,
2074-05-12,OKL,ALB,4-6,1,
2074-05-12,SAN,SAN1,4-6,1,
2074-05-12,SEA,BAL,2-1,1,
2074-05-13,ELP,POR,2-3,1,
2074-05-13,IND,PHI,1-5,1,
2074-05-13,LOU,LAS,6-5,1,
2074-05-13,MEM,CHI,6-2,1,
2074-05-13,OKL,ALB,1-5,1,
2074-05-13,SAN,SAN1,0-2,1,
2074-05-13,SEA,BAL,1-5,1,
2074-05-14,ELP,POR,2-6,1,
2074-05-14,IND,PHI,4-8,1,
2074-05-14,LOU,LAS,2-4,1,
2074-05-14,MEM,CHI,5-6,1,
2074-05-14,OKL,ALB,3-7,1,
2074-05-14,SAN,SAN1,3-6,1,
2074-05-14,SEA,BAL,8-7,1,
2074-05-16,ALB,OKL,7-1,1,
2074-05-16,BAL,SEA,3-0,1,
2074-05-16,CHI,MEM,0-2,1,
2074-05-16,LAS,LOU,9-5,1,
2074-05-16,PHI,IND,5-3,1,
2074-05-16,POR,ELP,3-6,1,
2074-05-16,SAN1,SAN,10-7,1,
2074-05-17,ALB,OKL,1-2,1,
2074-05-17,BAL,SEA,2-3,1,
2074-05-17,CHI,MEM,6-9,1,
2074-05-17,LAS,LOU,6-3,1,
2074-05-17,PHI,IND,4-3,1,
2074-05-17,POR,ELP,3-2,1,
2074-05-17,SAN1,SAN,5-4,1,
2074-05-18,ALB,OKL,6-1,1,
2074-05-18,BAL,SEA,9-4,1,
2074-05-18,CHI,MEM,7-8,1,
2074-05-18,LAS,LOU,8-9,1,
2074-05-18,PHI,IND,6-4,1,
2074-05-18,POR,ELP,2-1,1,
2074-05-18,SAN1,SAN,5-4,1,
2074-05-19,ALB,OKL,9-4,1,
2074-05-19,BAL,SEA,6-7,1,
2074-05-19,CHI,MEM,10-0,1,
2074-05-19,LAS,LOU,2-5,1,
2074-05-19,PHI,IND,8-2,1,
2074-05-19,POR,ELP,3-12,1,
2074-05-19,SAN1,SAN,1-8,1,
2074-05-21,ELP,BAL,4-3,1,
2074-05-21,IND,POR,5-10,1,
2074-05-21,LAS,CHI,12-2,1,
2074-05-21,MEM,PHI,4-5,1,
2074-05-21,OKL,SAN1,3-4,1,
2074-05-21,SAN,LOU,6-1,1,
2074-05-21,SEA,ALB,4-3,1,
2074-05-22,ELP,BAL,7-4,1,
2074-05-22,IND,POR,3-0,1,
2074-05-22,LAS,CHI,6-3,1,
2074-05-22,MEM,PHI,4-2,1,
2074-05-22,OKL,SAN1,0-4,1,
2074-05-22,SAN,LOU,0-8,1,
2074-05-22,SEA,ALB,1-4,1,
2074-05-23,ELP,BAL,3-4,1,
2074-05-23,IND,POR,7-4,1,
2074-05-23,LAS,CHI,4-6,1,
2074-05-23,MEM,PHI,5-4,1,
2074-05-23,OKL,SAN1,4-6,1,
2074-05-23,SAN,LOU,8-2,1,
2074-05-23,SEA,ALB,3-4,1,
2074-05-25,ALB,SEA,0-5,1,
2074-05-25,BAL,ELP,1-2,1,
2074-05-25,CHI,LAS,4-0,1,
2074-05-25,LOU,SAN,1-2,1,
2074-05-25,PHI,MEM,1-4,1,
2074-05-25,POR,IND,8-2,1,
2074-05-25,SAN1,OKL,1-2,1,
2074-05-26,ALB,SEA,13-2,1,
2074-05-26,BAL,ELP,2-0,1,
2074-05-26,CHI,LAS,6-1,1,
2074-05-26,LOU,SAN,1-10,1,
2074-05-26,PHI,MEM,2-3,1,
2074-05-26,POR,IND,2-1,1,
2074-05-26,SAN1,OKL,2-7,1,
2074-05-27,ALB,SEA,5-2,1,
2074-05-27,BAL,ELP,7-2,1,
2074-05-27,CHI,LAS,6-5,1,
2074-05-27,LOU,SAN,0-7,1,
2074-05-27,PHI,MEM,8-1,1,
2074-05-27,POR,IND,3-2,1,
2074-05-27,SAN1,OKL,4-5,1,
2074-05-29,ELP,ALB,3-13,1,
2074-05-29,IND,BAL,3-2,1,
2074-05-29,LAS,PHI,10-5,1,
2074-05-29,LOU,CHI,1-2,1,
2074-05-29,MEM,POR,3-4,1,
2074-05-29,OKL,SAN,2-8,1,
2074-05-29,SEA,SAN1,2-5,1,
2074-05-30,ELP,ALB,6-5,1,
2074-05-30,IND,BAL,7-2,1,
2074-05-30,LAS,PHI,4-6,1,
2074-05-30,LOU,CHI,4-12,1,
2074-05-30,MEM,POR,7-3,1,
2074-05-30,OKL,SAN,2-10,1,
2074-05-30,SEA,SAN1,6-4,1,
2074-05-31,ELP,ALB,4-0,1,
2074-05-31,IND,BAL,0-1,1,
2074-05-31,LAS,PHI,5-4,1,
2074-05-31,LOU,CHI,7-6,1,
2074-05-31,MEM,POR,0-5,1,
2074-05-31,OKL,SAN,3-4,1,
2074-05-31,SEA,SAN1,1-6,1,
2074-06-02,ALB,ELP,9-2,1,
2074-06-02,BAL,IND,6-8,1,
2074-06-02,CHI,LOU,3-0,1,
2074-06-02,PHI,LAS,7-4,1,
2074-06-02,POR,MEM,10-2,1,
2074-06-02,SAN,OKL,15-4,1,
2074-06-02,SAN1,SEA,2-1,1,
2074-06-03,ALB,ELP,7-2,1,
2074-06-03,BAL,IND,1-6,1,
2074-06-03,CHI,LOU,0-7,1,
2074-06-03,PHI,LAS,0-3,1,
2074-06-03,POR,MEM,5-1,1,
2074-06-03,SAN,OKL,5-4,1,
2074-06-03,SAN1,SEA,1-5,1,
2074-06-04,ALB,ELP,2-6,1,
2074-06-04,BAL,IND,1-6,1,
2074-06-04,CHI,LOU,3-7,1,
2074-06-04,PHI,LAS,7-9,1,
2074-06-04,POR,MEM,1-16,1,
2074-06-04,SAN,OKL,7-4,1,
2074-06-04,SAN1,SEA,5-1,1,
2074-06-06,CHI,PHI,3-6,1,
2074-06-06,ELP,SAN1,1-4,1,
2074-06-06,IND,ALB,6-3,1,
2074-06-06,LAS,POR,6-3,1,
2074-06-06,MEM,BAL,1-6,1,
2074-06-06,OKL,LOU,1-4,1,
2074-06-06,SEA,SAN,1-9,1,
2074-06-07,CHI,PHI,5-1,1,
2074-06-07,ELP,SAN1,2-10,1,
2074-06-07,IND,ALB,2-1,1,
2074-06-07,LAS,POR,10-2,1,
2074-06-07,MEM,BAL,4-3,1,
2074-06-07,OKL,LOU,0-3,1,
2074-06-07,SEA,SAN,6-5,1,
2074-06-08,CHI,PHI,5-8,1,
2074-06-08,ELP,SAN1,2-8,1,
2074-06-08,IND,ALB,7-2,1,
2074-06-08,LAS,POR,3-2,1,
2074-06-08,MEM,BAL,5-2,1,
2074-06-08,OKL,LOU,1-0,1,
2074-06-08,SEA,SAN,7-5,1,
2074-06-10,ALB,IND,6-2,1,
2074-06-10,BAL,MEM,3-2,1,
2074-06-10,LOU,OKL,3-1,1,
2074-06-10,PHI,CHI,0-2,1,
2074-06-10,POR,LAS,5-4,1,
2074-06-10,SAN,SEA,8-3,1,
2074-06-10,SAN1,ELP,7-5,1,
2074-06-11,ALB,IND,0-1,1,
2074-06-11,BAL,MEM,4-5,1,
2074-06-11,LOU,OKL,5-4,1,
2074-06-11,PHI,CHI,4-0,1,
2074-06-11,POR,LAS,7-4,1,
2074-06-11,SAN,SEA,3-2,1,
2074-06-11,SAN1,ELP,3-1,1,
2074-06-12,ALB,IND,4-3,1,
2074-06-12,BAL,MEM,1-7,1,
2074-06-12,LOU,OKL,7-2,1,
2074-06-12,PHI,CHI,2-6,1,
2074-06-12,POR,LAS,7-2,1,
2074-06-12,SAN,SEA,8-1,1,
2074-06-12,SAN1,ELP,2-1,1,
2074-06-14,CHI,POR,2-1,1,
2074-06-14,ELP,SAN,3-10,1,
2074-06-14,IND,SAN1,4-2,1,
2074-06-14,LAS,BAL,3-2,1,
2074-06-14,LOU,PHI,1-4,1,
2074-06-14,MEM,ALB,2-0,1,
2074-06-14,SEA,OKL,3-2,1,
2074-06-15,CHI,POR,4-2,1,
2074-06-15,ELP,SAN,3-6,1,
2074-06-15,IND,SAN1,5-3,1,
2074-06-15,LAS,BAL,5-1,1,
2074-06-15,LOU,PHI,1-2,1,
2074-06-15,MEM,ALB,0-5,1,
2074-06-15,SEA,OKL,2-4,1,
2074-06-16,CHI,POR,5-4,1,
2074-06-16,ELP,SAN,2-0,1,
