round,overall_pick,team_id,player_id
1,1,ATL,D20250011
1,2,WAS,D20250024
1,3,CIN,D20250006
1,4,PIT,D20250016
1,5,BAL,D20250018
1,6,LOS,D20250017
1,7,MIN,D20250020
1,8,HOU,D20250045
1,9,GRE,D20250007
1,10,BUF,D20250015
1,11,NEW,D20250019
1,12,LAS,D20250047
2,13,ATL,D20250043
2,14,WAS,D20250013
2,15,CIN,D20250040
2,16,PIT,D20250031
2,17,BAL,D20250008
2,18,LOS,D20250038
2,19,MIN,D20250034
2,20,HOU,D20250001
2,21,GRE,D20250023
2,22,BUF,D20250012
2,23,NEW,D20250014
2,24,LAS,D20250035
3,25,ATL,D20250022
3,26,WAS,D20250041
3,27,CIN,D20250046
3,28,PIT,D20250037
3,29,BAL,D20250033
3,30,LOS,D20250025
3,31,MIN,D20250005
3,32,HOU,D20250010
3,33,GRE,D20250032
3,34,BUF,D20250048
3,35,NEW,D20250021
3,36,LAS,D20250002
