date,home,away,result,played,boxscore
2034-04-01,CHI,SAN,7-5,1,
2034-04-01,IND,ELP,4-10,1,
2034-04-01,LAS,OKL,1-3,1,
2034-04-01,LOU,BAL,4-0,1,
2034-04-01,MEM,SEA,4-3,1,
2034-04-01,PHI,SAN1,0-2,1,
2034-04-01,POR,ALB,2-3,1,
2034-04-02,CHI,SAN,9-3,1,
2034-04-02,IND,ELP,5-4,1,
2034-04-02,LAS,OKL,4-1,1,
2034-04-02,LOU,BAL,4-10,1,
2034-04-02,MEM,SEA,6-1,1,
2034-04-02,PHI,SAN1,4-6,1,
2034-04-02,POR,ALB,5-4,1,
2034-04-03,CHI,SAN,5-0,1,
2034-04-03,IND,ELP,6-7,1,
2034-04-03,LAS,OKL,1-4,1,
2034-04-03,LOU,BAL,4-2,1,
2034-04-03,MEM,SEA,1-5,1,
2034-04-03,PHI,SAN1,7-3,1,
2034-04-03,POR,ALB,5-1,1,
2034-04-04,CHI,SAN,11-4,1,
2034-04-04,IND,ELP,9-10,1,
2034-04-04,LAS,OKL,5-1,1,
2034-04-04,LOU,BAL,11-4,1,
2034-04-04,MEM,SEA,5-4,1,
2034-04-04,PHI,SAN1,4-3,1,
2034-04-04,POR,ALB,4-2,1,
2034-04-06,ALB,BAL,4-1,1,
2034-04-06,ELP,MEM,3-2,1,
2034-04-06,LOU,IND,10-3,1,
2034-04-06,OKL,CHI,0-8,1,
2034-04-06,SAN,PHI,1-2,1,
2034-04-06,SAN1,POR,5-1,1,
2034-04-06,SEA,LAS,4-5,1,
2034-04-07,ALB,BAL,2-1,1,
2034-04-07,ELP,MEM,4-12,1,
2034-04-07,LOU,IND,6-2,1,
2034-04-07,OKL,CHI,3-0,1,
2034-04-07,SAN,PHI,6-0,1,
2034-04-07,SAN1,POR,3-2,1,
2034-04-07,SEA,LAS,3-2,1,
2034-04-08,ALB,BAL,0-6,1,
2034-04-08,ELP,MEM,2-7,1,
2034-04-08,LOU,IND,5-0,1,
2034-04-08,OKL,CHI,8-7,1,
2034-04-08,SAN,PHI,1-6,1,
2034-04-08,SAN1,POR,2-3,1,
2034-04-08,SEA,LAS,10-7,1,
2034-04-10,BAL,ALB,5-2,1,
2034-04-10,CHI,OKL,13-6,1,
2034-04-10,IND,LOU,2-4,1,
2034-04-10,LAS,SEA,12-9,1,
2034-04-10,MEM,ELP,6-2,1,
2034-04-10,PHI,SAN,4-2,1,
2034-04-10,POR,SAN1,3-1,1,
2034-04-11,BAL,ALB,2-3,1,
2034-04-11,CHI,OKL,3-5,1,
2034-04-11,IND,LOU,7-2,1,
2034-04-11,LAS,SEA,6-7,1,
2034-04-11,MEM,ELP,5-7,1,
2034-04-11,PHI,SAN,5-3,1,
2034-04-11,POR,SAN1,1-2,1,
2034-04-12,BAL,ALB,6-5,1,
2034-04-12,CHI,OKL,4-3,1,
2034-04-12,IND,LOU,8-0,1,
2034-04-12,LAS,SEA,4-3,1,
2034-04-12,MEM,ELP,10-0,1,
2034-04-12,PHI,SAN,7-6,1,
2034-04-12,POR,SAN1,2-5,1,
2034-04-13,BAL,ALB,2-5,1,
2034-04-13,CHI,OKL,5-2,1,
2034-04-13,IND,LOU,1-4,1,
2034-04-13,LAS,SEA,2-1,1,
2034-04-13,MEM,ELP,4-5,1,
2034-04-13,PHI,SAN,4-6,1,
2034-04-13,POR,SAN1,9-8,1,
2034-04-15,ALB,LOU,3-1,1,
2034-04-15,ELP,LAS,5-4,1,
2034-04-15,IND,MEM,0-6,1,
2034-04-15,OKL,PHI,1-0,1,
2034-04-15,SAN,POR,9-1,1,
2034-04-15,SAN1,BAL,6-7,1,
2034-04-15,SEA,CHI,8-1,1,
2034-04-16,ALB,LOU,1-5,1,
2034-04-16,ELP,LAS,8-6,1,
2034-04-16,IND,MEM,8-3,1,
2034-04-16,OKL,PHI,7-0,1,
2034-04-16,SAN,POR,0-1,1,
2034-04-16,SAN1,BAL,5-10,1,
2034-04-16,SEA,CHI,8-5,1,
2034-04-17,ALB,LOU,8-7,1,
2034-04-17,ELP,LAS,2-1,1,
2034-04-17,IND,MEM,5-6,1,
2034-04-17,OKL,PHI,1-11,1,
2034-04-17,SAN,POR,5-2,1,
2034-04-17,SAN1,BAL,5-4,1,
2034-04-17,SEA,CHI,5-0,1,
2034-04-19,BAL,SAN1,5-6,1,
2034-04-19,CHI,SEA,4-2,1,
2034-04-19,LAS,ELP,7-5,1,
2034-04-19,LOU,ALB,5-1,1,
2034-04-19,MEM,IND,4-3,1,
2034-04-19,PHI,OKL,5-8,1,
2034-04-19,POR,SAN,2-1,1,
2034-04-20,BAL,SAN1,6-1,1,
2034-04-20,CHI,SEA,15-9,1,
2034-04-20,LAS,ELP,6-3,1,
2034-04-20,LOU,ALB,5-4,1,
2034-04-20,MEM,IND,7-5,1,
2034-04-20,PHI,OKL,4-3,1,
2034-04-20,POR,SAN,4-1,1,
