date,home,away,result,played,boxscore
2027-04-01,BAL,SAN1,5-1,1,
2027-04-01,ELP,CHI,3-8,1,
2027-04-01,HOU,DAL,2-3,1,
2027-04-01,JAC,IND,2-11,1,
2027-04-01,LOU,WAS,1-4,1,
2027-04-01,NAS,DEN,3-8,1,
2027-04-01,SAN,OKL,4-7,1,
2027-04-02,BAL,SAN1,4-0,1,
2027-04-02,ELP,CHI,3-5,1,
2027-04-02,HOU,DAL,4-2,1,
2027-04-02,JAC,IND,5-8,1,
2027-04-02,LOU,WAS,4-2,1,
2027-04-02,NAS,DEN,1-2,1,
2027-04-02,SAN,OKL,10-15,1,
2027-04-03,BAL,SAN1,9-6,1,
2027-04-03,ELP,CHI,8-7,1,
2027-04-03,HOU,DAL,8-5,1,
2027-04-03,JAC,IND,0-2,1,
2027-04-03,LOU,WAS,3-7,1,
2027-04-03,NAS,DEN,5-4,1,
2027-04-03,SAN,OKL,0-8,1,
2027-04-04,BAL,SAN1,3-2,1,
2027-04-04,ELP,CHI,1-5,1,
2027-04-04,HOU,DAL,2-8,1,
2027-04-04,JAC,IND,1-2,1,
2027-04-04,LOU,WAS,4-2,1,
2027-04-04,NAS,DEN,1-3,1,
2027-04-04,SAN,OKL,2-1,1,
2027-04-06,DAL,CHI,2-4,1,
2027-04-06,DEN,LOU,3-3,1,
2027-04-06,ELP,NAS,2-3,1,
2027-04-06,IND,SAN,5-2,1,
2027-04-06,OKL,BAL,8-1,1,
2027-04-06,SAN1,HOU,1-4,1,
2027-04-06,WAS,JAC,0-3,1,
2027-04-07,DAL,CHI,0-1,1,
2027-04-07,DEN,LOU,3-4,1,
2027-04-07,ELP,NAS,3-1,1,
2027-04-07,IND,SAN,3-1,1,
2027-04-07,OKL,BAL,3-6,1,
2027-04-07,SAN1,HOU,2-6,1,
2027-04-07,WAS,JAC,1-3,1,
2027-04-08,DAL,CHI,3-6,1,
2027-04-08,DEN,LOU,4-3,1,
2027-04-08,ELP,NAS,7-3,1,
2027-04-08,IND,SAN,0-8,1,
2027-04-08,OKL,BAL,1-3,1,
2027-04-08,SAN1,HOU,7-3,1,
2027-04-08,WAS,JAC,4-5,1,
2027-04-10,BAL,OKL,2-4,1,
2027-04-10,CHI,DAL,1-2,1,
2027-04-10,HOU,SAN1,11-2,1,
2027-04-10,JAC,WAS,7-4,1,
2027-04-10,LOU,DEN,3-0,1,
2027-04-10,NAS,ELP,7-5,1,
2027-04-10,SAN,IND,4-3,1,
2027-04-11,BAL,OKL,5-4,1,
2027-04-11,CHI,DAL,3-4,1,
2027-04-11,HOU,SAN1,3-6,1,
2027-04-11,JAC,WAS,7-6,1,
2027-04-11,LOU,DEN,2-4,1,
2027-04-11,NAS,ELP,3-4,1,
2027-04-11,SAN,IND,5-3,1,
2027-04-12,BAL,OKL,4-8,1,
2027-04-12,CHI,DAL,8-3,1,
2027-04-12,HOU,SAN1,9-0,1,
2027-04-12,JAC,WAS,2-3,1,
2027-04-12,LOU,DEN,1-8,1,
2027-04-12,NAS,ELP,1-6,1,
2027-04-12,SAN,IND,1-11,1,
2027-04-13,BAL,OKL,9-1,1,
2027-04-13,CHI,DAL,9-12,1,
2027-04-13,HOU,SAN1,4-3,1,
2027-04-13,JAC,WAS,6-4,1,
2027-04-13,LOU,DEN,1-4,1,
2027-04-13,NAS,ELP,3-1,1,
2027-04-13,SAN,IND,7-8,1,
2027-04-15,DAL,ELP,7-4,1,
2027-04-15,DEN,JAC,1-6,1,
2027-04-15,IND,BAL,5-1,1,
2027-04-15,NAS,LOU,3-13,1,
2027-04-15,OKL,HOU,1-4,1,
2027-04-15,SAN1,CHI,6-1,1,
2027-04-15,WAS,SAN,0-4,1,
2027-04-16,DAL,ELP,3-5,1,
2027-04-16,DEN,JAC,3-4,1,
2027-04-16,IND,BAL,7-4,1,
2027-04-16,NAS,LOU,3-2,1,
2027-04-16,OKL,HOU,3-1,1,
2027-04-16,SAN1,CHI,3-5,1,
2027-04-16,WAS,SAN,3-2,1,
2027-04-17,DAL,ELP,1-2,1,
2027-04-17,DEN,JAC,3-6,1,
2027-04-17,IND,BAL,7-8,1,
2027-04-17,NAS,LOU,0-1,1,
2027-04-17,OKL,HOU,3-6,1,
2027-04-17,SAN1,CHI,6-5,1,
2027-04-17,WAS,SAN,4-3,1,
2027-04-19,BAL,IND,4-3,1,
2027-04-19,CHI,SAN1,2-5,1,
2027-04-19,ELP,DAL,3-13,1,
2027-04-19,HOU,OKL,4-3,1,
2027-04-19,JAC,DEN,4-3,1,
2027-04-19,LOU,NAS,5-4,1,
2027-04-19,SAN,WAS,5-4,1,
2027-04-20,BAL,IND,8-2,1,
2027-04-20,CHI,SAN1,6-1,1,
2027-04-20,ELP,DAL,3-8,1,
2027-04-20,HOU,OKL,2-7,1,
2027-04-20,JAC,DEN,9-3,1,
2027-04-20,LOU,NAS,2-6,1,
2027-04-20,SAN,WAS,4-5,1,
2027-04-21,BAL,IND,6-5,1,
2027-04-21,CHI,SAN1,0-4,1,
2027-04-21,ELP,DAL,5-2,1,
2027-04-21,HOU,OKL,3-2,1,
2027-04-21,JAC,DEN,7-1,1,
2027-04-21,LOU,NAS,5-4,1,
2027-04-21,SAN,WAS,4-2,1,
2027-04-22,BAL,IND,7-3,1,
2027-04-22,CHI,SAN1,2-3,1,
2027-04-22,ELP,DAL,5-1,1,
2027-04-22,HOU,OKL,3-1,1,
2027-04-22,JAC,DEN,6-1,1,
2027-04-22,LOU,NAS,4-0,1,
2027-04-22,SAN,WAS,4-6,1,
2027-04-24,DEN,SAN,0-2,1,
2027-04-24,ELP,LOU,5-4,1,
2027-04-24,IND,HOU,8-2,1,
2027-04-24,NAS,JAC,4-5,1,
2027-04-24,OKL,CHI,2-3,1,
2027-04-24,SAN1,DAL,2-7,1,
2027-04-24,WAS,BAL,7-6,1,
2027-04-25,DEN,SAN,5-7,1,
2027-04-25,ELP,LOU,1-0,1,
2027-04-25,IND,HOU,1-3,1,
2027-04-25,NAS,JAC,3-4,1,
2027-04-25,OKL,CHI,8-2,1,
2027-04-25,SAN1,DAL,3-8,1,
2027-04-25,WAS,BAL,3-5,1,
2027-04-26,DEN,SAN,6-3,1,
2027-04-26,ELP,LOU,8-0,1,
2027-04-26,IND,HOU,7-5,1,
2027-04-26,NAS,JAC,2-7,1,
2027-04-26,OKL,CHI,7-5,1,
2027-04-26,SAN1,DAL,0-9,1,
2027-04-26,WAS,BAL,5-3,1,
2027-04-28,BAL,WAS,2-6,1,
2027-04-28,CHI,OKL,4-8,1,
2027-04-28,DAL,SAN1,2-1,1,
2027-04-28,HOU,IND,4-3,1,
2027-04-28,JAC,NAS,12-3,1,
2027-04-28,LOU,ELP,1-3,1,
2027-04-28,SAN,DEN,5-2,1,
2027-04-29,BAL,WAS,2-7,1,
2027-04-29,CHI,OKL,5-4,1,
2027-04-29,DAL,SAN1,5-4,1,
2027-04-29,HOU,IND,7-6,1,
2027-04-29,JAC,NAS,3-1,1,
2027-04-29,LOU,ELP,3-5,1,
2027-04-29,SAN,DEN,6-2,1,
2027-04-30,BAL,WAS,1-5,1,
2027-04-30,CHI,OKL,5-1,1,
2027-04-30,DAL,SAN1,5-4,1,
2027-04-30,HOU,IND,10-4,1,
2027-04-30,JAC,NAS,4-1,1,
2027-04-30,LOU,ELP,3-7,1,
2027-04-30,SAN,DEN,2-3,1,
2027-05-01,BAL,WAS,5-6,1,
2027-05-01,CHI,OKL,3-4,1,
2027-05-01,DAL,SAN1,1-11,1,
2027-05-01,HOU,IND,5-0,1,
2027-05-01,JAC,NAS,4-3,1,
2027-05-01,LOU,ELP,2-7,1,
2027-05-01,SAN,DEN,0-1,1,
2027-05-03,DEN,BAL,4-6,1,
2027-05-03,IND,CHI,3-2,1,
2027-05-03,LOU,JAC,4-6,1,
2027-05-03,NAS,SAN,3-0,1,
2027-05-03,OKL,DAL,9-3,1,
2027-05-03,SAN1,ELP,4-13,1,
2027-05-03,WAS,HOU,3-1,1,
2027-05-04,DEN,BAL,9-0,1,
2027-05-04,IND,CHI,2-4,1,
2027-05-04,LOU,JAC,5-4,1,
2027-05-04,NAS,SAN,5-7,1,
2027-05-04,OKL,DAL,11-7,1,
2027-05-04,SAN1,ELP,1-3,1,
2027-05-04,WAS,HOU,0-7,1,
2027-05-05,DEN,BAL,3-7,1,
2027-05-05,IND,CHI,3-5,1,
2027-05-05,LOU,JAC,4-3,1,
2027-05-05,NAS,SAN,1-3,1,
2027-05-05,OKL,DAL,2-1,1,
2027-05-05,SAN1,ELP,4-0,1,
2027-05-05,WAS,HOU,1-2,1,
2027-05-07,BAL,DEN,3-8,1,
2027-05-07,CHI,IND,6-1,1,
2027-05-07,DAL,OKL,2-5,1,
2027-05-07,ELP,SAN1,4-5,1,
2027-05-07,HOU,WAS,1-8,1,
2027-05-07,JAC,LOU,4-1,1,
2027-05-07,SAN,NAS,10-3,1,
2027-05-08,BAL,DEN,6-5,1,
2027-05-08,CHI,IND,5-4,1,
2027-05-08,DAL,OKL,2-4,1,
2027-05-08,ELP,SAN1,6-5,1,
2027-05-08,HOU,WAS,2-4,1,
2027-05-08,JAC,LOU,2-1,1,
2027-05-08,SAN,NAS,5-3,1,
2027-05-09,BAL,DEN,4-3,1,
2027-05-09,CHI,IND,3-7,1,
2027-05-09,DAL,OKL,0-1,1,
2027-05-09,ELP,SAN1,6-7,1,
2027-05-09,HOU,WAS,3-5,1,
2027-05-09,JAC,LOU,3-1,1,
2027-05-09,SAN,NAS,7-5,1,
2027-05-10,BAL,DEN,4-3,1,
2027-05-10,CHI,IND,5-3,1,
2027-05-10,DAL,OKL,7-3,1,
2027-05-10,ELP,SAN1,6-5,1,
2027-05-10,HOU,WAS,3-4,1,
2027-05-10,JAC,LOU,3-6,1,
2027-05-10,SAN,NAS,8-4,1,
2027-05-12,DEN,HOU,8-7,1,
2027-05-12,ELP,JAC,2-3,1,
2027-05-12,IND,DAL,7-10,1,
2027-05-12,LOU,SAN,1-4,1,
2027-05-12,NAS,BAL,7-0,1,
2027-05-12,OKL,SAN1,10-5,1,
2027-05-12,WAS,CHI,1-2,1,
2027-05-13,DEN,HOU,8-7,1,
2027-05-13,ELP,JAC,5-3,1,
2027-05-13,IND,DAL,6-2,1,
2027-05-13,LOU,SAN,5-4,1,
2027-05-13,NAS,BAL,0-4,1,
2027-05-13,OKL,SAN1,8-5,1,
2027-05-13,WAS,CHI,2-1,1,
2027-05-14,DEN,HOU,2-1,1,
2027-05-14,ELP,JAC,4-0,1,
2027-05-14,IND,DAL,5-3,1,
2027-05-14,LOU,SAN,2-8,1,
2027-05-14,NAS,BAL,2-9,1,
2027-05-14,OKL,SAN1,2-3,1,
2027-05-14,WAS,CHI,5-4,1,
2027-05-16,BAL,NAS,3-9,1,
2027-05-16,CHI,WAS,4-3,1,
2027-05-16,DAL,IND,4-1,1,
2027-05-16,HOU,DEN,2-1,1,
2027-05-16,JAC,ELP,3-4,1,
2027-05-16,SAN,LOU,5-2,1,
2027-05-16,SAN1,OKL,4-5,1,
2027-05-17,BAL,NAS,6-5,1,
2027-05-17,CHI,WAS,3-6,1,
2027-05-17,DAL,IND,2-3,1,
2027-05-17,HOU,DEN,5-2,1,
2027-05-17,JAC,ELP,5-6,1,
2027-05-17,SAN,LOU,4-5,1,
2027-05-17,SAN1,OKL,9-8,1,
2027-05-18,BAL,NAS,10-9,1,
2027-05-18,CHI,WAS,8-1,1,
2027-05-18,DAL,IND,1-2,1,
2027-05-18,HOU,DEN,4-3,1,
2027-05-18,JAC,ELP,7-8,1,
2027-05-18,SAN,LOU,3-2,1,
2027-05-18,SAN1,OKL,7-8,1,
2027-05-19,BAL,NAS,0-3,1,
2027-05-19,CHI,WAS,2-4,1,
2027-05-19,DAL,IND,7-6,1,
2027-05-19,HOU,DEN,2-6,1,
2027-05-19,JAC,ELP,5-4,1,
2027-05-19,SAN,LOU,8-5,1,
2027-05-19,SAN1,OKL,2-7,1,
2027-05-21,DEN,CHI,8-7,1,
2027-05-21,IND,SAN1,4-1,1,
2027-05-21,JAC,SAN,0-4,1,
2027-05-21,LOU,BAL,6-4,1,
2027-05-21,NAS,HOU,5-12,1,
2027-05-21,OKL,ELP,3-6,1,
2027-05-21,WAS,DAL,2-6,1,
2027-05-22,DEN,CHI,1-3,1,
2027-05-22,IND,SAN1,1-3,1,
2027-05-22,JAC,SAN,3-8,1,
2027-05-22,LOU,BAL,0-3,1,
2027-05-22,NAS,HOU,7-8,1,
2027-05-22,OKL,ELP,8-7,1,
2027-05-22,WAS,DAL,5-3,1,
