balls,strikes,bucket,count,pct_total,pct_for_count
0,0,waste,169,0.07021188201080183,0.20584652862362973
0,0,zone,652,0.2708766098878272,0.7941534713763703
0,1,waste,180,0.07478188616535106,0.594059405940594
0,1,zone,123,0.051100955546323226,0.40594059405940597
0,2,waste,36,0.014956377233070212,0.6792452830188679
0,2,zone,17,0.007062733693394266,0.32075471698113206
1,0,waste,58,0.024096385542168676,0.20209059233449478
1,0,zone,229,0.09513917739925218,0.7979094076655052
1,1,waste,75,0.03115911923556294,0.24752475247524752
1,1,zone,228,0.09472372247611134,0.7524752475247525
1,2,waste,67,0.027835479850436228,0.5075757575757576
1,2,zone,65,0.02700457000415455,0.49242424242424243
2,0,waste,16,0.006647278770253427,0.17582417582417584
2,0,zone,75,0.03115911923556294,0.8241758241758241
2,1,waste,20,0.008309098462816784,0.136986301369863
2,1,zone,126,0.052347320315745745,0.863013698630137
2,2,waste,26,0.01080182800166182,0.19117647058823528
2,2,zone,110,0.045700041545492315,0.8088235294117647
3,0,waste,5,0.002077274615704196,0.15625
3,0,zone,27,0.011217282924802658,0.84375
3,1,waste,6,0.0024927295388450354,0.13043478260869565
3,1,zone,40,0.016618196925633568,0.8695652173913043
3,2,waste,10,0.004154549231408392,0.17543859649122806
3,2,zone,47,0.019526381387619442,0.8245614035087719
