date,home,away,result,played,boxscore
2029-04-01,ALB,LOS,6-0,1,
2029-04-01,DEN,LAS,3-4,1,
2029-04-01,ELP,SAN,12-6,1,
2029-04-01,HOU,CHA,3-4,1,
2029-04-01,LOU,MEM,1-9,1,
2029-04-01,OKL,COL,2-11,1,
2029-04-01,WAS,NEW,4-2,1,
2029-04-02,ALB,LOS,7-2,1,
2029-04-02,DEN,LAS,1-5,1,
2029-04-02,ELP,SAN,5-2,1,
2029-04-02,HOU,CHA,12-17,1,
2029-04-02,LOU,MEM,2-1,1,
2029-04-02,OKL,COL,1-2,1,
2029-04-02,WAS,NEW,3-1,1,
2029-04-03,ALB,LOS,5-3,1,
2029-04-03,DEN,LAS,3-5,1,
2029-04-03,ELP,SAN,7-10,1,
2029-04-03,HOU,CHA,1-10,1,
2029-04-03,LOU,MEM,6-2,1,
2029-04-03,OKL,COL,8-4,1,
2029-04-03,WAS,NEW,6-5,1,
2029-04-04,ALB,LOS,5-10,1,
2029-04-04,DEN,LAS,4-3,1,
2029-04-04,ELP,SAN,6-1,1,
2029-04-04,HOU,CHA,3-4,1,
2029-04-04,LOU,MEM,7-6,1,
2029-04-04,OKL,COL,3-10,1,
2029-04-04,WAS,NEW,6-4,1,
2029-04-06,CHA,WAS,5-2,1,
2029-04-06,COL,HOU,3-2,1,
2029-04-06,ELP,DEN,6-1,1,
2029-04-06,LAS,LOU,2-5,1,
2029-04-06,LOS,SAN,3-2,1,
2029-04-06,MEM,OKL,3-6,1,
2029-04-06,NEW,ALB,1-2,1,
2029-04-07,CHA,WAS,3-4,1,
2029-04-07,COL,HOU,3-2,1,
2029-04-07,ELP,DEN,2-0,1,
2029-04-07,LAS,LOU,3-4,1,
2029-04-07,LOS,SAN,8-6,1,
2029-04-07,MEM,OKL,3-4,1,
2029-04-07,NEW,ALB,4-6,1,
2029-04-08,CHA,WAS,2-4,1,
2029-04-08,COL,HOU,2-8,1,
2029-04-08,ELP,DEN,2-4,1,
2029-04-08,LAS,LOU,2-0,1,
2029-04-08,LOS,SAN,8-1,1,
2029-04-08,MEM,OKL,3-1,1,
2029-04-08,NEW,ALB,4-3,1,
2029-04-10,ALB,NEW,3-8,1,
2029-04-10,DEN,ELP,4-1,1,
2029-04-10,HOU,COL,3-4,1,
2029-04-10,LOU,LAS,4-3,1,
2029-04-10,OKL,MEM,5-4,1,
2029-04-10,SAN,LOS,4-2,1,
2029-04-10,WAS,CHA,5-8,1,
2029-04-11,ALB,NEW,11-4,1,
2029-04-11,DEN,ELP,2-4,1,
2029-04-11,HOU,COL,4-3,1,
2029-04-11,LOU,LAS,9-2,1,
2029-04-11,OKL,MEM,2-5,1,
2029-04-11,SAN,LOS,11-4,1,
2029-04-11,WAS,CHA,0-1,1,
2029-04-12,ALB,NEW,6-5,1,
2029-04-12,DEN,ELP,2-4,1,
2029-04-12,HOU,COL,4-2,1,
2029-04-12,LOU,LAS,7-1,1,
2029-04-12,OKL,MEM,6-5,1,
2029-04-12,SAN,LOS,3-5,1,
2029-04-12,WAS,CHA,2-6,1,
2029-04-13,ALB,NEW,2-1,1,
2029-04-13,DEN,ELP,3-4,1,
2029-04-13,HOU,COL,1-6,1,
2029-04-13,LOU,LAS,2-7,1,
2029-04-13,OKL,MEM,7-6,1,
2029-04-13,SAN,LOS,3-0,1,
2029-04-13,WAS,CHA,4-1,1,
2029-04-15,CHA,ALB,4-3,1,
2029-04-15,COL,WAS,4-3,1,
2029-04-15,DEN,LOU,2-3,1,
2029-04-15,LAS,OKL,1-9,1,
2029-04-15,LOS,ELP,5-10,1,
2029-04-15,MEM,HOU,6-2,1,
2029-04-15,NEW,SAN,5-6,1,
2029-04-16,CHA,ALB,6-8,1,
2029-04-16,COL,WAS,9-2,1,
2029-04-16,DEN,LOU,1-3,1,
2029-04-16,LAS,OKL,1-4,1,
2029-04-16,LOS,ELP,3-1,1,
2029-04-16,MEM,HOU,2-5,1,
2029-04-16,NEW,SAN,1-4,1,
2029-04-17,CHA,ALB,3-10,1,
2029-04-17,COL,WAS,3-1,1,
2029-04-17,DEN,LOU,2-3,1,
2029-04-17,LAS,OKL,0-4,1,
2029-04-17,LOS,ELP,2-11,1,
2029-04-17,MEM,HOU,3-2,1,
2029-04-17,NEW,SAN,1-3,1,
2029-04-19,ALB,CHA,1-3,1,
2029-04-19,ELP,LOS,1-5,1,
2029-04-19,HOU,MEM,5-1,1,
2029-04-19,LOU,DEN,7-3,1,
2029-04-19,OKL,LAS,5-10,1,
2029-04-19,SAN,NEW,5-4,1,
2029-04-19,WAS,COL,3-1,1,
2029-04-20,ALB,CHA,2-13,1,
2029-04-20,ELP,LOS,8-5,1,
2029-04-20,HOU,MEM,4-2,1,
2029-04-20,LOU,DEN,1-4,1,
2029-04-20,OKL,LAS,3-9,1,
2029-04-20,SAN,NEW,6-2,1,
2029-04-20,WAS,COL,0-10,1,
2029-04-21,ALB,CHA,6-3,1,
2029-04-21,ELP,LOS,10-3,1,
2029-04-21,HOU,MEM,0-6,1,
2029-04-21,LOU,DEN,0-2,1,
2029-04-21,OKL,LAS,3-1,1,
2029-04-21,SAN,NEW,2-3,1,
2029-04-21,WAS,COL,7-6,1,
2029-04-22,ALB,CHA,4-5,1,
2029-04-22,ELP,LOS,4-2,1,
2029-04-22,HOU,MEM,4-3,1,
2029-04-22,LOU,DEN,4-3,1,
2029-04-22,OKL,LAS,3-1,1,
2029-04-22,SAN,NEW,8-6,1,
2029-04-22,WAS,COL,7-5,1,
2029-04-24,CHA,SAN,5-7,1,
2029-04-24,COL,ALB,7-2,1,
2029-04-24,DEN,OKL,2-5,1,
2029-04-24,ELP,LOU,7-3,1,
2029-04-24,LAS,HOU,4-5,1,
2029-04-24,MEM,WAS,6-4,1,
2029-04-24,NEW,LOS,2-5,1,
2029-04-25,CHA,SAN,3-7,1,
2029-04-25,COL,ALB,3-4,1,
2029-04-25,DEN,OKL,2-3,1,
2029-04-25,ELP,LOU,2-3,1,
2029-04-25,LAS,HOU,3-0,1,
2029-04-25,MEM,WAS,13-7,1,
2029-04-25,NEW,LOS,4-8,1,
2029-04-26,CHA,SAN,3-4,1,
2029-04-26,COL,ALB,5-3,1,
2029-04-26,DEN,OKL,3-10,1,
2029-04-26,ELP,LOU,2-12,1,
2029-04-26,LAS,HOU,1-8,1,
2029-04-26,MEM,WAS,2-5,1,
2029-04-26,NEW,LOS,3-1,1,
2029-04-28,ALB,COL,1-2,1,
2029-04-28,HOU,LAS,10-4,1,
2029-04-28,LOS,NEW,7-4,1,
2029-04-28,LOU,ELP,2-3,1,
2029-04-28,OKL,DEN,4-3,1,
2029-04-28,SAN,CHA,5-3,1,
2029-04-28,WAS,MEM,0-7,1,
2029-04-29,ALB,COL,4-7,1,
2029-04-29,HOU,LAS,5-4,1,
2029-04-29,LOS,NEW,6-5,1,
2029-04-29,LOU,ELP,1-3,1,
2029-04-29,OKL,DEN,1-5,1,
2029-04-29,SAN,CHA,6-3,1,
