timestamp,season_date,team_id,player_id,player_name,action,from_level,to_level,counterparty,details
2025-11-10 15:51:54,2025-07-15,SEA,D20250006,Malik King,draft,,LOW,,Drafted in 2025 Amateur Draft (SEA: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,LAS,D20250015,Fermin Colehour,draft,,LOW,,Drafted in 2025 Amateur Draft (LAS: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,HOU,D20250007,Horace Letterman,draft,,LOW,,Drafted in 2025 Amateur Draft (HOU: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,WAS,D20250043,Darnell Jackson,draft,,LOW,,Drafted in 2025 Amateur Draft
2025-11-10 15:51:54,2025-07-15,COL,D20250028,Percy Scott,draft,,LOW,,Drafted in 2025 Amateur Draft (COL: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,MEM,D20250021,Lavern Leandry,draft,,LOW,,Drafted in 2025 Amateur Draft (MEM: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,NEW,D20250035,Manuel Gomez,draft,,LOW,,Drafted in 2025 Amateur Draft
2025-11-10 15:51:54,2025-07-15,BAL,D20250041,Alejandro Castillo,draft,,LOW,,Drafted in 2025 Amateur Draft
2025-11-10 15:51:54,2025-07-15,NAS,D20250057,Cedric Jackson,draft,,LOW,,Drafted in 2025 Amateur Draft
2025-11-10 15:51:54,2025-07-15,BOS,D20250011,Aaron Radon,draft,,LOW,,Drafted in 2025 Amateur Draft (BOS: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,CHI,D20250037,Alejandro Castillo,draft,,LOW,,Drafted in 2025 Amateur Draft (CHI: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,PHO,D20250053,Carlos Gomez,draft,,LOW,,Drafted in 2025 Amateur Draft
2025-11-10 15:51:54,2025-07-15,SEA,D20250001,Galen Moscardelli,draft,,LOW,,Drafted in 2025 Amateur Draft (SEA: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,LAS,D20250056,Juan Reyes,draft,,LOW,,Drafted in 2025 Amateur Draft (LAS: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,HOU,D20250005,Alonzo Strait,draft,,LOW,,Drafted in 2025 Amateur Draft (HOU: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,WAS,D20250004,Yong Hassan,draft,,LOW,,Drafted in 2025 Amateur Draft
2025-11-10 15:51:54,2025-07-15,COL,D20250048,Jorge Castillo,draft,,LOW,,Drafted in 2025 Amateur Draft (COL: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,MEM,D20250058,Luis Ramirez,draft,,LOW,,Drafted in 2025 Amateur Draft (MEM: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,NEW,D20250059,Alejandro Rodriguez,draft,,LOW,,Drafted in 2025 Amateur Draft
2025-11-10 15:51:54,2025-07-15,BAL,D20250055,Rafael Hernandez,draft,,LOW,,Drafted in 2025 Amateur Draft
2025-11-10 15:51:54,2025-07-15,NAS,D20250025,Roman Baucum,draft,,LOW,,Drafted in 2025 Amateur Draft
2025-11-10 15:51:54,2025-07-15,BOS,D20250030,Alejandro Perez,draft,,LOW,,Drafted in 2025 Amateur Draft (BOS: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,CHI,D20250008,Tim Rasole,draft,,LOW,,Drafted in 2025 Amateur Draft (CHI: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,PHO,D20250040,Deshawn Gaines,draft,,LOW,,Drafted in 2025 Amateur Draft
2025-11-10 15:51:54,2025-07-15,SEA,D20250023,Eduardo Garcia,draft,,LOW,,Drafted in 2025 Amateur Draft (SEA: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,LAS,D20250024,Antonio Mendoza,draft,,LOW,,Drafted in 2025 Amateur Draft (LAS: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,HOU,D20250010,Ferdinand Babish,draft,,LOW,,Drafted in 2025 Amateur Draft (HOU: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,WAS,D20250029,Hector Garcia,draft,,LOW,,Drafted in 2025 Amateur Draft
2025-11-10 15:51:54,2025-07-15,COL,D20250020,Roberto Sanchez,draft,,LOW,,Drafted in 2025 Amateur Draft (COL: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,MEM,D20250054,Son Mcmilleon,draft,,LOW,,Drafted in 2025 Amateur Draft (MEM: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,NEW,D20250047,Cole Margaret,draft,,LOW,,Drafted in 2025 Amateur Draft
2025-11-10 15:51:54,2025-07-15,BAL,D20250017,Manual Brasseux,draft,,LOW,,Drafted in 2025 Amateur Draft
2025-11-10 15:51:54,2025-07-15,NAS,D20250050,Miguel Hernandez,draft,,LOW,,Drafted in 2025 Amateur Draft
2025-11-10 15:51:54,2025-07-15,BOS,D20250016,Tyrone Young,draft,,LOW,,Drafted in 2025 Amateur Draft (BOS: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,CHI,D20250018,Percy Scott,draft,,LOW,,Drafted in 2025 Amateur Draft (CHI: LOW roster exceeds 10 players (fix before resuming).)
2025-11-10 15:51:54,2025-07-15,PHO,D20250038,Jonathon Rashed,draft,,LOW,,Drafted in 2025 Amateur Draft
