balls,strikes,bucket,count,pct_total,pct_for_count
0,0,waste,3781,0.06876545904263058,0.20183633160732398
0,0,zone,14952,0.2719336534264513,0.798163668392676
0,1,waste,3564,0.06481885639458751,0.5193064257613289
0,1,zone,3299,0.05999927251564091,0.48069357423867115
0,2,waste,940,0.01709588243852757,0.6147809025506867
0,2,zone,589,0.010712207187545468,0.38521909744931326
1,0,waste,1189,0.021624472573839662,0.17971584038694075
1,0,zone,5427,0.09870144041903099,0.8202841596130592
1,1,waste,1583,0.02879019351083952,0.2453883118896295
1,1,zone,4868,0.08853484650080023,0.7546116881103705
1,2,waste,1487,0.027044231049032447,0.48658376963350786
1,2,zone,1569,0.02853557398515932,0.5134162303664922
2,0,waste,435,0.007911392405063292,0.19171441163508154
2,0,zone,1834,0.03335515786410592,0.8082855883649185
2,1,waste,609,0.011075949367088608,0.18332329921733895
2,1,zone,2713,0.049341626655026914,0.8166767007826611
2,2,waste,508,0.009239051360395751,0.18976466193500185
2,2,zone,2169,0.03944783937145351,0.8102353380649981
3,0,waste,184,0.0033464280517968865,0.23232323232323232
3,0,zone,608,0.011057762258111451,0.7676767676767676
3,1,waste,309,0.00561981667394151,0.21428571428571427
3,1,zone,1133,0.020605994471118872,0.7857142857142857
3,2,waste,237,0.004310344827586207,0.1920583468395462
3,2,zone,997,0.01813254765022552,0.8079416531604539
