date,home,away,result,played,boxscore
2026-04-01,BAL,SAN1,2-5,1,
2026-04-01,ELP,CHI,6-5,1,
2026-04-01,HOU,DAL,6-4,1,
2026-04-01,JAC,IND,4-0,1,
2026-04-01,LOU,WAS,7-4,1,
2026-04-01,NAS,DEN,0-4,1,
2026-04-01,SAN,OKL,8-3,1,
2026-04-02,BAL,SAN1,1-2,1,
2026-04-02,ELP,CHI,2-1,1,
2026-04-02,HOU,DAL,0-4,1,
2026-04-02,JAC,IND,5-4,1,
2026-04-02,LOU,WAS,7-5,1,
2026-04-02,NAS,DEN,5-3,1,
2026-04-02,SAN,OKL,8-4,1,
2026-04-03,BAL,SAN1,6-5,1,
2026-04-03,ELP,CHI,3-5,1,
2026-04-03,HOU,DAL,2-3,1,
2026-04-03,JAC,IND,5-6,1,
2026-04-03,LOU,WAS,8-3,1,
2026-04-03,NAS,DEN,1-2,1,
2026-04-03,SAN,OKL,2-7,1,
2026-04-04,BAL,SAN1,0-2,1,
2026-04-04,ELP,CHI,5-3,1,
2026-04-04,HOU,DAL,3-5,1,
2026-04-04,JAC,IND,7-2,1,
2026-04-04,LOU,WAS,4-2,1,
2026-04-04,NAS,DEN,2-1,1,
2026-04-04,SAN,OKL,9-8,1,
2026-04-06,DAL,CHI,7-1,1,
2026-04-06,DEN,LOU,7-6,1,
2026-04-06,ELP,NAS,1-8,1,
2026-04-06,IND,SAN,1-4,1,
2026-04-06,OKL,BAL,6-0,1,
2026-04-06,SAN1,HOU,1-6,1,
2026-04-06,WAS,JAC,5-4,1,
2026-04-07,DAL,CHI,2-7,1,
2026-04-07,DEN,LOU,1-5,1,
2026-04-07,ELP,NAS,4-3,1,
2026-04-07,IND,SAN,3-2,1,
2026-04-07,OKL,BAL,4-6,1,
2026-04-07,SAN1,HOU,5-4,1,
2026-04-07,WAS,JAC,4-6,1,
2026-04-08,DAL,CHI,2-4,1,
2026-04-08,DEN,LOU,5-1,1,
2026-04-08,ELP,NAS,2-0,1,
2026-04-08,IND,SAN,4-9,1,
2026-04-08,OKL,BAL,1-5,1,
2026-04-08,SAN1,HOU,1-5,1,
2026-04-08,WAS,JAC,5-6,1,
2026-04-10,BAL,OKL,0-6,1,
2026-04-10,CHI,DAL,2-1,1,
2026-04-10,HOU,SAN1,4-2,1,
2026-04-10,JAC,WAS,3-7,1,
2026-04-10,LOU,DEN,1-7,1,
2026-04-10,NAS,ELP,3-7,1,
2026-04-10,SAN,IND,8-3,1,
2026-04-11,BAL,OKL,2-3,1,
2026-04-11,CHI,DAL,1-0,1,
2026-04-11,HOU,SAN1,2-1,1,
2026-04-11,JAC,WAS,3-12,1,
2026-04-11,LOU,DEN,3-2,1,
2026-04-11,NAS,ELP,2-8,1,
2026-04-11,SAN,IND,10-4,1,
2026-04-12,BAL,OKL,5-7,1,
2026-04-12,CHI,DAL,2-5,1,
