date,home,away,result,played,boxscore
2028-04-01,BAL,LOS,0-1,1,
2028-04-01,DET,JAC,0-8,1,
2028-04-01,LOU,SAN1,1-3,1,
2028-04-01,MIL,SAN,2-3,1,
2028-04-01,NAS,OKL,1-2,1,
2028-04-01,NEW,SAN2,4-9,1,
2028-04-01,PHO,POR,5-3,1,
2028-04-02,BAL,LOS,3-8,1,
2028-04-02,DET,JAC,2-6,1,
2028-04-02,LOU,SAN1,1-2,1,
2028-04-02,MIL,SAN,3-8,1,
2028-04-02,NAS,OKL,2-3,1,
2028-04-02,NEW,SAN2,5-10,1,
2028-04-02,PHO,POR,3-9,1,
2028-04-03,BAL,LOS,2-1,1,
2028-04-03,DET,JAC,4-3,1,
2028-04-03,LOU,SAN1,6-3,1,
2028-04-03,MIL,SAN,6-4,1,
2028-04-03,NAS,OKL,0-1,1,
2028-04-03,NEW,SAN2,6-4,1,
2028-04-03,PHO,POR,6-9,1,
2028-04-04,BAL,LOS,1-5,1,
2028-04-04,DET,JAC,2-1,1,
2028-04-04,LOU,SAN1,0-1,1,
2028-04-04,MIL,SAN,4-5,1,
2028-04-04,NAS,OKL,1-5,1,
2028-04-04,NEW,SAN2,1-2,1,
2028-04-04,PHO,POR,1-2,1,
2028-04-06,BAL,MIL,3-6,1,
2028-04-06,JAC,LOU,9-7,1,
2028-04-06,OKL,LOS,4-6,1,
2028-04-06,POR,DET,2-4,1,
2028-04-06,SAN,PHO,5-6,1,
2028-04-06,SAN1,NEW,3-2,1,
2028-04-06,SAN2,NAS,7-0,1,
2028-04-07,BAL,MIL,3-2,1,
2028-04-07,JAC,LOU,5-1,1,
2028-04-07,OKL,LOS,8-5,1,
2028-04-07,POR,DET,3-8,1,
2028-04-07,SAN,PHO,3-2,1,
2028-04-07,SAN1,NEW,7-6,1,
2028-04-07,SAN2,NAS,5-3,1,
2028-04-08,BAL,MIL,10-3,1,
2028-04-08,JAC,LOU,8-2,1,
2028-04-08,OKL,LOS,5-3,1,
2028-04-08,POR,DET,5-4,1,
2028-04-08,SAN,PHO,1-8,1,
2028-04-08,SAN1,NEW,3-5,1,
2028-04-08,SAN2,NAS,9-4,1,
2028-04-10,DET,POR,6-1,1,
2028-04-10,LOS,OKL,6-5,1,
2028-04-10,LOU,JAC,3-7,1,
2028-04-10,MIL,BAL,5-7,1,
2028-04-10,NAS,SAN2,3-1,1,
2028-04-10,NEW,SAN1,2-5,1,
2028-04-10,PHO,SAN,4-7,1,
2028-04-11,DET,POR,0-2,1,
2028-04-11,LOS,OKL,5-1,1,
2028-04-11,LOU,JAC,6-1,1,
2028-04-11,MIL,BAL,0-2,1,
2028-04-11,NAS,SAN2,1-6,1,
2028-04-11,NEW,SAN1,4-1,1,
2028-04-11,PHO,SAN,10-9,1,
2028-04-12,DET,POR,9-0,1,
2028-04-12,LOS,OKL,1-2,1,
