date,home,away,result,played,boxscore
2040-04-01,BOS,LAS,1-3,1,
2040-04-01,MIL,JAC,3-5,1,
2040-04-01,NAS,SAN,4-3,1,
2040-04-01,NEW,DEN,5-4,1,
2040-04-01,OKL,LOS,5-6,1,
2040-04-01,POR,SAN1,2-5,1,
2040-04-01,WAS,DET,4-15,1,
2040-04-02,BOS,LAS,1-2,1,
2040-04-02,MIL,JAC,5-2,1,
2040-04-02,NAS,SAN,4-3,1,
2040-04-02,NEW,DEN,4-2,1,
2040-04-02,OKL,LOS,4-1,1,
2040-04-02,POR,SAN1,7-4,1,
2040-04-02,WAS,DET,3-4,1,
2040-04-03,BOS,LAS,2-3,1,
2040-04-03,MIL,JAC,1-2,1,
2040-04-03,NAS,SAN,2-8,1,
2040-04-03,NEW,DEN,1-3,1,
2040-04-03,OKL,LOS,4-2,1,
2040-04-03,POR,SAN1,0-1,1,
2040-04-03,WAS,DET,4-2,1,
2040-04-04,BOS,LAS,3-6,1,
2040-04-04,MIL,JAC,3-5,1,
2040-04-04,NAS,SAN,7-0,1,
2040-04-04,NEW,DEN,5-7,1,
2040-04-04,OKL,LOS,4-5,1,
2040-04-04,POR,SAN1,4-2,1,
2040-04-04,WAS,DET,5-3,1,
2040-04-06,DEN,WAS,4-2,1,
2040-04-06,DET,SAN1,5-1,1,
2040-04-06,JAC,BOS,2-1,1,
2040-04-06,LAS,OKL,2-11,1,
2040-04-06,LOS,NAS,3-4,1,
2040-04-06,POR,MIL,0-11,1,
2040-04-06,SAN,NEW,8-5,1,
2040-04-07,DEN,WAS,2-1,1,
2040-04-07,DET,SAN1,11-12,1,
2040-04-07,JAC,BOS,4-1,1,
2040-04-07,LAS,OKL,4-1,1,
2040-04-07,LOS,NAS,3-0,1,
2040-04-07,POR,MIL,4-3,1,
2040-04-07,SAN,NEW,2-0,1,
2040-04-08,DEN,WAS,1-2,1,
2040-04-08,DET,SAN1,6-5,1,
2040-04-08,JAC,BOS,6-7,1,
2040-04-08,LAS,OKL,0-4,1,
2040-04-08,LOS,NAS,4-3,1,
2040-04-08,POR,MIL,3-4,1,
2040-04-08,SAN,NEW,0-4,1,
2040-04-10,BOS,JAC,2-9,1,
2040-04-10,MIL,POR,10-8,1,
2040-04-10,NAS,LOS,7-6,1,
2040-04-10,NEW,SAN,9-10,1,
2040-04-10,OKL,LAS,1-5,1,
2040-04-10,SAN1,DET,4-8,1,
2040-04-10,WAS,DEN,2-5,1,
2040-04-11,BOS,JAC,3-1,1,
2040-04-11,MIL,POR,5-4,1,
2040-04-11,NAS,LOS,3-6,1,
2040-04-11,NEW,SAN,3-4,1,
2040-04-11,OKL,LAS,3-6,1,
2040-04-11,SAN1,DET,3-5,1,
2040-04-11,WAS,DEN,2-6,1,
