balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,813.0,339.0,474.0,194.0,30.0,164.0,74.0,130.0,344.0,0.0,0.0,0.0,639.0,0.41697416974169743,0.5830258302583026,0.03690036900369004,0.23862238622386223,0.5722713864306784,0.15990159901599016,0.4231242312423124
0,1,541.0,312.0,229.0,163.0,14.0,149.0,63.0,48.0,181.0,0.0,0.0,0.0,465.0,0.5767097966728281,0.4232902033271719,0.025878003696857672,0.30129390018484287,0.5224358974358975,0.08872458410351201,0.3345656192236599
0,2,369.0,254.0,115.0,94.0,0.0,94.0,32.0,27.0,88.0,0.0,289.0,0.0,330.0,0.6883468834688347,0.3116531165311653,0.0,0.25474254742547425,0.3700787401574803,0.07317073170731707,0.23848238482384823
1,0,130.0,53.0,77.0,36.0,4.0,32.0,17.0,50.0,27.0,0.0,0.0,0.0,62.0,0.4076923076923077,0.5923076923076923,0.03076923076923077,0.27692307692307694,0.6792452830188679,0.38461538461538464,0.2076923076923077
1,1,99.0,46.0,53.0,25.0,3.0,22.0,5.0,36.0,17.0,0.0,0.0,0.0,39.0,0.46464646464646464,0.5353535353535354,0.030303030303030304,0.25252525252525254,0.5434782608695652,0.36363636363636365,0.1717171717171717
1,2,69.0,49.0,20.0,14.0,0.0,14.0,4.0,15.0,5.0,0.0,45.0,0.0,35.0,0.7101449275362319,0.2898550724637681,0.0,0.2028985507246377,0.2857142857142857,0.21739130434782608,0.07246376811594203
2,0,50.0,24.0,26.0,13.0,0.0,13.0,7.0,14.0,12.0,0.0,0.0,0.0,31.0,0.48,0.52,0.0,0.26,0.5416666666666666,0.28,0.24
2,1,61.0,14.0,47.0,12.0,1.0,11.0,2.0,30.0,17.0,0.0,0.0,0.0,31.0,0.22950819672131148,0.7704918032786885,0.01639344262295082,0.19672131147540983,0.8571428571428571,0.4918032786885246,0.2786885245901639
2,2,52.0,20.0,32.0,7.0,0.0,7.0,2.0,21.0,11.0,0.0,38.0,0.0,31.0,0.38461538461538464,0.6153846153846154,0.0,0.1346153846153846,0.35,0.40384615384615385,0.21153846153846154
3,0,14.0,4.0,10.0,4.0,0.0,4.0,1.0,10.0,0.0,5.0,0.0,0.0,3.0,0.2857142857142857,0.7142857142857143,0.0,0.2857142857142857,1.0,0.7142857142857143,0.0
3,1,26.0,15.0,11.0,8.0,1.0,7.0,4.0,8.0,3.0,7.0,0.0,0.0,12.0,0.5769230769230769,0.4230769230769231,0.038461538461538464,0.3076923076923077,0.5333333333333333,0.3076923076923077,0.11538461538461539
3,2,24.0,16.0,8.0,4.0,0.0,4.0,1.0,7.0,1.0,7.0,13.0,0.0,10.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.25,0.2916666666666667,0.041666666666666664
