date,home,away,result,played,boxscore
2025-04-01,AUS,ALB,1-7,1,
2025-04-01,CHA,HOU,4-0,1,
2025-04-01,CHI,LOU,5-4,1,
2025-04-01,MEM,LOS,8-4,1,
2025-04-01,MIL,SAN,4-2,1,
2025-04-01,SAN1,NEW,0-6,1,
2025-04-01,WAS,IND,3-2,1,
2025-04-02,AUS,ALB,6-4,1,
2025-04-02,CHA,HOU,6-5,1,
2025-04-02,CHI,LOU,3-2,1,
2025-04-02,MEM,LOS,2-1,1,
2025-04-02,MIL,SAN,3-6,1,
2025-04-02,SAN1,NEW,3-4,1,
2025-04-02,WAS,IND,6-4,1,
2025-04-03,AUS,ALB,7-5,1,
2025-04-03,CHA,HOU,13-1,1,
2025-04-03,CHI,LOU,3-4,1,
2025-04-03,MEM,LOS,0-1,1,
2025-04-03,MIL,SAN,1-8,1,
2025-04-03,SAN1,NEW,0-6,1,
2025-04-03,WAS,IND,7-12,1,
2025-04-04,AUS,ALB,6-5,1,
2025-04-04,CHA,HOU,8-11,1,
2025-04-04,CHI,LOU,3-6,1,
2025-04-04,MEM,LOS,0-3,1,
2025-04-04,MIL,SAN,4-3,1,
2025-04-04,SAN1,NEW,1-2,1,
2025-04-04,WAS,IND,4-2,1,
2025-04-06,ALB,MEM,4-5,1,
2025-04-06,CHI,WAS,4-10,1,
2025-04-06,HOU,LOU,3-0,1,
2025-04-06,IND,MIL,5-4,1,
2025-04-06,LOS,SAN1,2-4,1,
2025-04-06,NEW,CHA,3-4,1,
2025-04-06,SAN,AUS,3-6,1,
2025-04-07,ALB,MEM,6-5,1,
2025-04-07,CHI,WAS,4-0,1,
2025-04-07,HOU,LOU,4-3,1,
2025-04-07,IND,MIL,3-2,1,
2025-04-07,LOS,SAN1,3-2,1,
2025-04-07,NEW,CHA,0-4,1,
2025-04-07,SAN,AUS,3-2,1,
2025-04-08,ALB,MEM,3-4,1,
2025-04-08,CHI,WAS,4-10,1,
2025-04-08,HOU,LOU,3-5,1,
2025-04-08,IND,MIL,4-2,1,
2025-04-08,LOS,SAN1,1-4,1,
2025-04-08,NEW,CHA,3-0,1,
2025-04-08,SAN,AUS,9-2,1,
2025-04-10,AUS,SAN,4-5,1,
2025-04-10,CHA,NEW,7-5,1,
2025-04-10,LOU,HOU,0-5,1,
2025-04-10,MEM,ALB,5-1,1,
2025-04-10,MIL,IND,2-1,1,
2025-04-10,SAN1,LOS,2-3,1,
2025-04-10,WAS,CHI,6-5,1,
2025-04-11,AUS,SAN,8-4,1,
2025-04-11,CHA,NEW,4-2,1,
2025-04-11,LOU,HOU,1-0,1,
2025-04-11,MEM,ALB,1-6,1,
2025-04-11,MIL,IND,2-5,1,
2025-04-11,SAN1,LOS,9-4,1,
2025-04-11,WAS,CHI,1-3,1,
2025-04-12,AUS,SAN,0-1,1,
2025-04-12,CHA,NEW,9-0,1,
2025-04-12,LOU,HOU,1-2,1,
2025-04-12,MEM,ALB,4-2,1,
2025-04-12,MIL,IND,0-2,1,
2025-04-12,SAN1,LOS,4-1,1,
2025-04-12,WAS,CHI,4-2,1,
2025-04-13,AUS,SAN,2-4,1,
2025-04-13,CHA,NEW,5-2,1,
2025-04-13,LOU,HOU,1-3,1,
2025-04-13,MEM,ALB,6-4,1,
2025-04-13,MIL,IND,6-5,1,
2025-04-13,SAN1,LOS,5-2,1,
2025-04-13,WAS,CHI,4-0,1,
2025-04-15,ALB,SAN1,13-7,1,
2025-04-15,HOU,CHI,3-6,1,
2025-04-15,IND,AUS,7-3,1,
2025-04-15,LOS,CHA,4-3,1,
2025-04-15,NEW,LOU,6-1,1,
2025-04-15,SAN,MEM,3-0,1,
2025-04-15,WAS,MIL,0-6,1,
2025-04-16,ALB,SAN1,1-4,1,
2025-04-16,HOU,CHI,7-0,1,
2025-04-16,IND,AUS,4-5,1,
2025-04-16,LOS,CHA,0-5,1,
2025-04-16,NEW,LOU,4-2,1,
2025-04-16,SAN,MEM,6-2,1,
2025-04-16,WAS,MIL,5-2,1,
2025-04-17,ALB,SAN1,7-6,1,
2025-04-17,HOU,CHI,1-4,1,
2025-04-17,IND,AUS,6-4,1,
2025-04-17,LOS,CHA,2-7,1,
2025-04-17,NEW,LOU,2-1,1,
2025-04-17,SAN,MEM,2-4,1,
2025-04-17,WAS,MIL,5-8,1,
2025-04-19,AUS,IND,7-2,1,
2025-04-19,CHA,LOS,2-0,1,
2025-04-19,CHI,HOU,2-5,1,
2025-04-19,LOU,NEW,0-3,1,
2025-04-19,MEM,SAN,4-2,1,
2025-04-19,MIL,WAS,1-3,1,
2025-04-19,SAN1,ALB,5-4,1,
2025-04-20,AUS,IND,3-5,1,
2025-04-20,CHA,LOS,4-0,1,
2025-04-20,CHI,HOU,6-4,1,
2025-04-20,LOU,NEW,1-3,1,
2025-04-20,MEM,SAN,3-1,1,
2025-04-20,MIL,WAS,9-3,1,
2025-04-20,SAN1,ALB,1-0,1,
2025-04-21,AUS,IND,9-13,1,
2025-04-21,CHA,LOS,6-2,1,
2025-04-21,CHI,HOU,8-9,1,
2025-04-21,LOU,NEW,2-4,1,
2025-04-21,MEM,SAN,4-6,1,
2025-04-21,MIL,WAS,5-4,1,
2025-04-21,SAN1,ALB,3-5,1,
2025-04-22,AUS,IND,2-4,1,
2025-04-22,CHA,LOS,6-2,1,
2025-04-22,CHI,HOU,1-0,1,
2025-04-22,LOU,NEW,2-1,1,
2025-04-22,MEM,SAN,3-2,1,
2025-04-22,MIL,WAS,6-2,1,
2025-04-22,SAN1,ALB,5-3,1,
2025-04-24,ALB,CHA,4-8,1,
2025-04-24,CHI,MIL,2-3,1,
2025-04-24,IND,MEM,3-4,1,
2025-04-24,LOS,LOU,2-3,1,
2025-04-24,NEW,HOU,3-2,1,
2025-04-24,SAN,SAN1,4-9,1,
2025-04-24,WAS,AUS,6-4,1,
2025-04-25,ALB,CHA,1-7,1,
2025-04-25,CHI,MIL,0-2,1,
2025-04-25,IND,MEM,4-3,1,
2025-04-25,LOS,LOU,6-0,1,
2025-04-25,NEW,HOU,4-0,1,
2025-04-25,SAN,SAN1,3-0,1,
2025-04-25,WAS,AUS,5-4,1,
2025-04-26,ALB,CHA,3-4,1,
2025-04-26,CHI,MIL,4-2,1,
2025-04-26,IND,MEM,5-7,1,
2025-04-26,LOS,LOU,4-3,1,
2025-04-26,NEW,HOU,3-4,1,
2025-04-26,SAN,SAN1,5-2,1,
2025-04-26,WAS,AUS,3-5,1,
2025-04-28,AUS,WAS,2-4,1,
2025-04-28,CHA,ALB,5-7,1,
2025-04-28,HOU,NEW,6-0,1,
2025-04-28,LOU,LOS,4-6,1,
2025-04-28,MEM,IND,1-2,1,
2025-04-28,MIL,CHI,2-1,1,
2025-04-28,SAN1,SAN,0-2,1,
2025-04-29,AUS,WAS,1-8,1,
2025-04-29,CHA,ALB,4-5,1,
2025-04-29,HOU,NEW,3-4,1,
2025-04-29,LOU,LOS,3-1,1,
2025-04-29,MEM,IND,4-1,1,
2025-04-29,MIL,CHI,3-1,1,
2025-04-29,SAN1,SAN,3-8,1,
2025-04-30,AUS,WAS,5-1,1,
2025-04-30,CHA,ALB,0-7,1,
2025-04-30,HOU,NEW,1-11,1,
2025-04-30,LOU,LOS,5-3,1,
2025-04-30,MEM,IND,1-4,1,
2025-04-30,MIL,CHI,4-5,1,
2025-04-30,SAN1,SAN,1-2,1,
2025-05-01,AUS,WAS,5-4,1,
2025-05-01,CHA,ALB,0-4,1,
2025-05-01,HOU,NEW,1-5,1,
2025-05-01,LOU,LOS,2-7,1,
2025-05-01,MEM,IND,0-3,1,
2025-05-01,MIL,CHI,3-2,1,
2025-05-01,SAN1,SAN,5-2,1,
2025-05-03,ALB,LOU,5-3,1,
2025-05-03,IND,SAN1,8-4,1,
2025-05-03,LOS,HOU,2-1,1,
2025-05-03,MIL,AUS,0-4,1,
2025-05-03,NEW,CHI,6-4,1,
2025-05-03,SAN,CHA,2-0,1,
2025-05-03,WAS,MEM,1-0,1,
2025-05-04,ALB,LOU,5-1,1,
2025-05-04,IND,SAN1,4-3,1,
2025-05-04,LOS,HOU,1-2,1,
2025-05-04,MIL,AUS,4-2,1,
2025-05-04,NEW,CHI,5-6,1,
2025-05-04,SAN,CHA,5-0,1,
2025-05-04,WAS,MEM,1-0,1,
2025-05-05,ALB,LOU,4-5,1,
2025-05-05,IND,SAN1,2-1,1,
2025-05-05,LOS,HOU,3-2,1,
2025-05-05,MIL,AUS,3-6,1,
2025-05-05,NEW,CHI,0-4,1,
2025-05-05,SAN,CHA,7-4,1,
2025-05-05,WAS,MEM,6-2,1,
2025-05-07,AUS,MIL,1-2,1,
2025-05-07,CHA,SAN,4-6,1,
2025-05-07,CHI,NEW,5-3,1,
2025-05-07,HOU,LOS,3-1,1,
2025-05-07,LOU,ALB,7-6,1,
2025-05-07,MEM,WAS,5-4,1,
2025-05-07,SAN1,IND,3-7,1,
2025-05-08,AUS,MIL,5-4,1,
2025-05-08,CHA,SAN,2-1,1,
2025-05-08,CHI,NEW,6-4,1,
2025-05-08,HOU,LOS,3-0,1,
2025-05-08,LOU,ALB,1-3,1,
2025-05-08,MEM,WAS,5-3,1,
2025-05-08,SAN1,IND,3-7,1,
2025-05-09,AUS,MIL,11-2,1,
2025-05-09,CHA,SAN,7-3,1,
2025-05-09,CHI,NEW,4-10,1,
2025-05-09,HOU,LOS,3-2,1,
2025-05-09,LOU,ALB,1-5,1,
2025-05-09,MEM,WAS,3-6,1,
2025-05-09,SAN1,IND,6-9,1,
2025-05-10,AUS,MIL,5-0,1,
2025-05-10,CHA,SAN,2-3,1,
2025-05-10,CHI,NEW,6-4,1,
2025-05-10,HOU,LOS,4-3,1,
2025-05-10,LOU,ALB,2-1,1,
2025-05-10,MEM,WAS,8-4,1,
2025-05-10,SAN1,IND,0-6,1,
2025-05-12,ALB,HOU,5-3,1,
2025-05-12,CHI,AUS,1-6,1,
2025-05-12,IND,CHA,0-4,1,
2025-05-12,LOS,NEW,4-2,1,
2025-05-12,MIL,MEM,5-3,1,
2025-05-12,SAN,LOU,3-4,1,
2025-05-12,WAS,SAN1,3-0,1,
2025-05-13,ALB,HOU,6-1,1,
2025-05-13,CHI,AUS,6-5,1,
2025-05-13,IND,CHA,3-4,1,
2025-05-13,LOS,NEW,2-3,1,
2025-05-13,MIL,MEM,0-1,1,
2025-05-13,SAN,LOU,8-5,1,
2025-05-13,WAS,SAN1,4-3,1,
2025-05-14,ALB,HOU,2-8,1,
2025-05-14,CHI,AUS,2-5,1,
2025-05-14,IND,CHA,4-2,1,
2025-05-14,LOS,NEW,1-13,1,
2025-05-14,MIL,MEM,3-6,1,
2025-05-14,SAN,LOU,2-5,1,
2025-05-14,WAS,SAN1,4-5,1,
2025-05-16,AUS,CHI,3-4,1,
2025-05-16,CHA,IND,2-1,1,
2025-05-16,HOU,ALB,2-5,1,
2025-05-16,LOU,SAN,3-5,1,
2025-05-16,MEM,MIL,7-2,1,
2025-05-16,NEW,LOS,9-2,1,
2025-05-16,SAN1,WAS,5-3,1,
2025-05-17,AUS,CHI,0-4,1,
2025-05-17,CHA,IND,5-2,1,
2025-05-17,HOU,ALB,1-4,1,
2025-05-17,LOU,SAN,7-6,1,
2025-05-17,MEM,MIL,0-2,1,
2025-05-17,NEW,LOS,8-6,1,
2025-05-17,SAN1,WAS,9-6,1,
2025-05-18,AUS,CHI,3-1,1,
2025-05-18,CHA,IND,7-3,1,
2025-05-18,HOU,ALB,3-2,1,
2025-05-18,LOU,SAN,2-3,1,
2025-05-18,MEM,MIL,5-2,1,
2025-05-18,NEW,LOS,4-3,1,
2025-05-18,SAN1,WAS,3-0,1,
2025-05-19,AUS,CHI,5-2,1,
2025-05-19,CHA,IND,6-5,1,
2025-05-19,HOU,ALB,2-7,1,
2025-05-19,LOU,SAN,1-2,1,
2025-05-19,MEM,MIL,4-3,1,
2025-05-19,NEW,LOS,4-3,1,
2025-05-19,SAN1,WAS,5-3,1,
2025-05-21,ALB,NEW,3-2,1,
2025-05-21,AUS,MEM,1-5,1,
2025-05-21,IND,LOU,0-5,1,
2025-05-21,LOS,CHI,1-6,1,
2025-05-21,MIL,SAN1,1-6,1,
2025-05-21,SAN,HOU,1-8,1,
2025-05-21,WAS,CHA,6-1,1,
2025-05-22,ALB,NEW,2-9,1,
2025-05-22,AUS,MEM,9-1,1,
2025-05-22,IND,LOU,3-1,1,
2025-05-22,LOS,CHI,3-10,1,
2025-05-22,MIL,SAN1,3-2,1,
2025-05-22,SAN,HOU,3-6,1,
2025-05-22,WAS,CHA,3-6,1,
2025-05-23,ALB,NEW,2-3,1,
2025-05-23,AUS,MEM,5-10,1,
2025-05-23,IND,LOU,1-4,1,
2025-05-23,LOS,CHI,5-16,1,
2025-05-23,MIL,SAN1,3-8,1,
2025-05-23,SAN,HOU,0-14,1,
2025-05-23,WAS,CHA,1-2,1,
2025-05-25,CHA,WAS,1-4,1,
2025-05-25,CHI,LOS,2-1,1,
2025-05-25,HOU,SAN,3-2,1,
2025-05-25,LOU,IND,2-8,1,
2025-05-25,MEM,AUS,4-0,1,
2025-05-25,NEW,ALB,1-14,1,
2025-05-25,SAN1,MIL,4-3,1,
2025-05-26,CHA,WAS,3-1,1,
2025-05-26,CHI,LOS,14-7,1,
2025-05-26,HOU,SAN,3-1,1,
2025-05-26,LOU,IND,0-2,1,
2025-05-26,MEM,AUS,0-2,1,
2025-05-26,NEW,ALB,0-2,1,
2025-05-26,SAN1,MIL,2-4,1,
2025-05-27,CHA,WAS,7-5,1,
2025-05-27,CHI,LOS,3-8,1,
2025-05-27,HOU,SAN,3-5,1,
2025-05-27,LOU,IND,3-4,1,
2025-05-27,MEM,AUS,2-1,1,
2025-05-27,NEW,ALB,4-1,1,
2025-05-27,SAN1,MIL,2-1,1,
2025-05-29,ALB,LOS,5-7,1,
2025-05-29,AUS,SAN1,1-4,1,
2025-05-29,CHI,MEM,3-4,1,
2025-05-29,IND,HOU,6-7,1,
2025-05-29,MIL,CHA,3-1,1,
2025-05-29,SAN,NEW,5-2,1,
2025-05-29,WAS,LOU,8-2,1,
2025-05-30,ALB,LOS,1-3,1,
2025-05-30,AUS,SAN1,2-7,1,
2025-05-30,CHI,MEM,4-5,1,
2025-05-30,IND,HOU,3-5,1,
2025-05-30,MIL,CHA,7-0,1,
2025-05-30,SAN,NEW,1-5,1,
2025-05-30,WAS,LOU,9-1,1,
2025-05-31,ALB,LOS,5-6,1,
