balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,14514.0,4402.0,10112.0,2953.0,976.0,1721.0,1098.0,5051.0,1830.0,0.0,0.0,574.0,4761.0,0.30329337191677,0.69670662808323,0.06724541821689403,0.20345872950254926,0.6708314402544298,0.34800881907124154,0.1260851591566763
0,1,6701.0,1191.0,5510.0,820.0,274.0,454.0,292.0,2541.0,500.0,0.0,0.0,360.0,1314.0,0.1777346664676914,0.8222653335323086,0.04088941948962841,0.12236979555290255,0.6884970612930311,0.3791971347560066,0.07461572899567229
0,2,3177.0,519.0,2658.0,290.0,0.0,89.0,66.0,864.0,172.0,0.0,2008.0,216.0,496.0,0.16336166194523136,0.8366383380547686,0.0,0.09128108278249922,0.558766859344894,0.2719546742209632,0.054139124960654705
1,0,4559.0,1415.0,3144.0,986.0,340.0,565.0,384.0,1631.0,555.0,0.0,0.0,196.0,1514.0,0.3103750822548805,0.6896249177451196,0.07457775828032463,0.21627549901294144,0.6968197879858657,0.35775389339767494,0.1217372230752358
1,1,4203.0,1218.0,2985.0,854.0,300.0,501.0,332.0,1368.0,527.0,0.0,0.0,172.0,1382.0,0.2897930049964311,0.7102069950035689,0.07137758743754462,0.20318819890554365,0.7011494252873564,0.32548179871520344,0.12538662859862004
1,2,2788.0,706.0,2082.0,384.0,0.0,132.0,90.0,707.0,264.0,0.0,1808.0,141.0,739.0,0.2532281205164993,0.7467718794835008,0.0,0.13773314203730272,0.5439093484419264,0.2535868005738881,0.09469153515064563
2,0,1455.0,443.0,1012.0,289.0,94.0,176.0,119.0,510.0,160.0,0.0,0.0,65.0,451.0,0.30446735395189,0.6955326460481099,0.06460481099656358,0.1986254295532646,0.6523702031602708,0.35051546391752575,0.10996563573883161
2,1,1845.0,562.0,1283.0,389.0,111.0,250.0,182.0,592.0,266.0,0.0,0.0,78.0,637.0,0.3046070460704607,0.6953929539295393,0.06016260162601626,0.210840108401084,0.6921708185053381,0.32086720867208673,0.14417344173441735
2,2,1439.0,580.0,859.0,309.0,0.0,116.0,85.0,381.0,217.0,0.0,911.0,31.0,624.0,0.4030576789437109,0.5969423210562891,0.0,0.2147324530924253,0.5327586206896552,0.26476719944405835,0.1507991660875608
3,0,457.0,182.0,275.0,110.0,32.0,71.0,52.0,115.0,74.0,115.0,0.0,11.0,168.0,0.3982494529540481,0.6017505470459519,0.0700218818380744,0.24070021881838075,0.6043956043956044,0.25164113785557984,0.16192560175054704
3,1,760.0,369.0,391.0,209.0,39.0,160.0,106.0,181.0,86.0,181.0,0.0,18.0,234.0,0.4855263157894737,0.5144736842105263,0.05131578947368421,0.275,0.5663956639566395,0.2381578947368421,0.11315789473684211
3,2,695.0,392.0,303.0,174.0,0.0,80.0,57.0,132.0,79.0,132.0,473.0,10.0,259.0,0.5640287769784172,0.43597122302158275,0.0,0.2503597122302158,0.44387755102040816,0.18992805755395684,0.11366906474820145
