round,overall_pick,team_id,player_id
1,1,POR,D20580085
1,2,ALB,D20580024
1,3,LAS,D20580157
1,4,SAN1,D20580182
1,5,MEM,D20580103
1,6,SAN,D20580026
1,7,PHI,D20580078
1,8,OKL,D20580183
1,9,IND,D20580008
1,10,ELP,D20580136
1,11,CHI,D20580035
1,12,LOU,D20580019
1,13,BAL,D20580073
1,14,SEA,D20580051
2,15,POR,D20580057
2,16,ALB,D20580038
2,17,LAS,D20580048
2,18,SAN1,D20580041
2,19,MEM,D20580185
2,20,SAN,D20580200
2,21,PHI,D20580070
2,22,OKL,D20580195
2,23,IND,D20580161
2,24,ELP,D20580039
2,25,CHI,D20580094
2,26,LOU,D20580011
2,27,BAL,D20580184
2,28,SEA,D20580140
3,29,POR,D20580152
3,30,ALB,D20580110
3,31,LAS,D20580198
3,32,SAN1,D20580147
3,33,MEM,D20580150
3,34,SAN,D20580049
3,35,PHI,D20580158
3,36,OKL,D20580010
3,37,IND,D20580131
3,38,ELP,D20580080
3,39,CHI,D20580194
3,40,LOU,D20580135
3,41,BAL,D20580093
3,42,SEA,D20580044
4,43,POR,D20580100
4,44,ALB,D20580042
4,45,LAS,D20580127
4,46,SAN1,D20580022
4,47,MEM,D20580045
4,48,SAN,D20580143
4,49,PHI,D20580181
4,50,OKL,D20580013
4,51,IND,D20580034
4,52,ELP,D20580088
4,53,CHI,D20580173
4,54,LOU,D20580191
4,55,BAL,D20580132
4,56,SEA,D20580087
5,57,POR,D20580154
5,58,ALB,D20580137
5,59,LAS,D20580156
5,60,SAN1,D20580189
5,61,MEM,D20580032
5,62,SAN,D20580002
5,63,PHI,D20580050
5,64,OKL,D20580053
5,65,IND,D20580109
5,66,ELP,D20580121
5,67,CHI,D20580159
5,68,LOU,D20580083
5,69,BAL,D20580122
5,70,SEA,D20580084
6,71,POR,D20580118
6,72,ALB,D20580126
6,73,LAS,D20580036
6,74,SAN1,D20580104
6,75,MEM,D20580171
6,76,SAN,D20580120
6,77,PHI,D20580163
6,78,OKL,D20580047
6,79,IND,D20580130
6,80,ELP,D20580074
6,81,CHI,D20580192
6,82,LOU,D20580081
6,83,BAL,D20580079
6,84,SEA,D20580046
7,85,POR,D20580059
7,86,ALB,D20580003
7,87,LAS,D20580071
7,88,SAN1,D20580141
7,89,MEM,D20580164
7,90,SAN,D20580060
7,91,PHI,D20580062
7,92,OKL,D20580029
7,93,IND,D20580054
7,94,ELP,D20580069
7,95,CHI,D20580089
7,96,LOU,D20580072
7,97,BAL,D20580001
7,98,SEA,D20580012
8,99,POR,D20580144
8,100,ALB,D20580065
8,101,LAS,D20580165
8,102,SAN1,D20580179
8,103,MEM,D20580197
8,104,SAN,D20580021
8,105,PHI,D20580037
8,106,OKL,D20580101
8,107,IND,D20580105
8,108,ELP,D20580123
8,109,CHI,D20580124
8,110,LOU,D20580139
8,111,BAL,D20580142
8,112,SEA,D20580160
9,113,POR,D20580178
9,114,ALB,D20580180
9,115,LAS,D20580014
9,116,SAN1,D20580027
9,117,MEM,D20580058
9,118,SAN,D20580066
9,119,PHI,D20580067
9,120,OKL,D20580068
9,121,IND,D20580075
9,122,ELP,D20580076
9,123,CHI,D20580082
9,124,LOU,D20580096
9,125,BAL,D20580099
9,126,SEA,D20580116
10,127,POR,D20580133
10,128,ALB,D20580145
10,129,LAS,D20580166
10,130,SAN1,D20580167
10,131,MEM,D20580170
10,132,SAN,D20580172
10,133,PHI,D20580187
10,134,OKL,D20580190
10,135,IND,D20580005
10,136,ELP,D20580015
10,137,CHI,D20580016
10,138,LOU,D20580018
10,139,BAL,D20580040
10,140,SEA,D20580055
