timestamp,season_date,team_id,player_id,player_name,action,from_level,to_level,counterparty,details
2025-12-29 01:44:02,2065-07-21,POR,D20650023,Francisco Sanchez,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:02,2065-07-21,ALB,D20650098,Jamal King,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:02,2065-07-21,SAN1,D20650109,Val Holland,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:02,2065-07-21,LAS,D20650102,Rueben Guderjahn,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:02,2065-07-21,SAN,D20650172,Maurice Ellard,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:02,2065-07-21,MEM,D20650114,Howard Mangrich,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:02,2065-07-21,IND,D20650081,Manuel Ramos,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:02,2065-07-21,PHI,D20650012,Manuel Rivera,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:03,2065-07-21,OKL,D20650083,Pedro Hernandez,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:03,2065-07-21,ELP,D20650112,Alejandro Torres,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:03,2065-07-21,CHI,D20650070,Dexter Batchelor,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:03,2065-07-21,LOU,D20650035,Rufus Green,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:03,2065-07-21,BAL,D20650176,Jermaine King,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:03,2065-07-21,SEA,D20650193,Pedro Guerrero,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:03,2065-07-21,POR,D20650150,Terrence Aucter,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:03,2065-07-21,ALB,D20650124,Carlos Rivera,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:03,2065-07-21,SAN1,D20650175,Joaquin Skains,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:03,2065-07-21,LAS,D20650028,Pedro Cruz,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:03,2065-07-21,SAN,D20650040,Jorge Delgado,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:03,2065-07-21,MEM,D20650122,Randell Larochelle,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:04,2065-07-21,IND,D20650170,Tyrone Gaines,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:04,2065-07-21,PHI,D20650049,Deshawn White,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:04,2065-07-21,OKL,D20650008,Carlos Rivera,draft,,LOW,,Drafted in 2065 Amateur Draft
2025-12-29 01:44:04,2065-07-21,ELP,D20650113,Julian Detten,draft,,LOW,,Drafted in 2065 Amateur Draft
