date,home,away,result,played,boxscore
2026-04-01,AUS,JAC,5-2,1,
2026-04-01,DAL,SEA,2-1,1,
2026-04-01,ELP,DET,2-7,1,
2026-04-01,IND,ALB,1-2,1,
2026-04-01,NAS,LOU,3-5,1,
2026-04-01,PHO,POR,6-3,1,
2026-04-01,SAN,PHI,6-3,1,
2026-04-02,AUS,JAC,2-3,1,
2026-04-02,DAL,SEA,1-6,1,
2026-04-02,ELP,DET,2-3,1,
2026-04-02,IND,ALB,4-3,1,
2026-04-02,NAS,LOU,2-3,1,
2026-04-02,PHO,POR,2-9,1,
2026-04-02,SAN,PHI,7-4,1,
2026-04-03,AUS,JAC,2-6,1,
2026-04-03,DAL,SEA,5-10,1,
2026-04-03,ELP,DET,0-8,1,
2026-04-03,IND,ALB,3-9,1,
2026-04-03,NAS,LOU,5-4,1,
2026-04-03,PHO,POR,1-10,1,
2026-04-03,SAN,PHI,2-7,1,
2026-04-04,AUS,JAC,3-2,1,
2026-04-04,DAL,SEA,4-2,1,
2026-04-04,ELP,DET,1-6,1,
2026-04-04,IND,ALB,4-7,1,
2026-04-04,NAS,LOU,7-8,1,
2026-04-04,PHO,POR,7-9,1,
2026-04-04,SAN,PHI,4-1,1,
2026-04-06,ALB,NAS,2-9,1,
2026-04-06,AUS,DAL,3-5,1,
2026-04-06,DET,IND,9-3,1,
2026-04-06,LOU,PHO,2-1,1,
2026-04-06,PHI,ELP,6-2,1,
2026-04-06,POR,JAC,4-7,1,
2026-04-06,SEA,SAN,2-3,1,
2026-04-07,ALB,NAS,8-3,1,
2026-04-07,AUS,DAL,4-6,1,
2026-04-07,DET,IND,2-4,1,
2026-04-07,LOU,PHO,3-4,1,
2026-04-07,PHI,ELP,3-5,1,
2026-04-07,POR,JAC,3-9,1,
2026-04-07,SEA,SAN,4-2,1,
2026-04-08,ALB,NAS,4-3,1,
2026-04-08,AUS,DAL,4-3,1,
2026-04-08,DET,IND,4-5,1,
2026-04-08,LOU,PHO,7-13,1,
2026-04-08,PHI,ELP,6-2,1,
2026-04-08,POR,JAC,3-2,1,
2026-04-08,SEA,SAN,3-8,1,
2026-04-10,DAL,AUS,1-5,1,
2026-04-10,ELP,PHI,4-9,1,
2026-04-10,IND,DET,1-2,1,
2026-04-10,JAC,POR,4-3,1,
2026-04-10,NAS,ALB,1-6,1,
2026-04-10,PHO,LOU,8-1,1,
2026-04-10,SAN,SEA,0-9,1,
2026-04-11,DAL,AUS,4-3,1,
2026-04-11,ELP,PHI,5-1,1,
2026-04-11,IND,DET,7-4,1,
2026-04-11,JAC,POR,2-3,1,
2026-04-11,NAS,ALB,6-2,1,
2026-04-11,PHO,LOU,5-4,1,
2026-04-11,SAN,SEA,3-4,1,
2026-04-12,DAL,AUS,2-4,1,
2026-04-12,ELP,PHI,0-7,1,
2026-04-12,IND,DET,1-3,1,
2026-04-12,JAC,POR,3-0,1,
2026-04-12,NAS,ALB,6-4,1,
2026-04-12,PHO,LOU,2-3,1,
2026-04-12,SAN,SEA,4-3,1,
2026-04-13,DAL,AUS,0-5,1,
2026-04-13,ELP,PHI,1-5,1,
2026-04-13,IND,DET,3-5,1,
2026-04-13,JAC,POR,6-5,1,
2026-04-13,NAS,ALB,9-5,1,
2026-04-13,PHO,LOU,1-8,1,
2026-04-13,SAN,SEA,4-3,1,
2026-04-15,ALB,PHO,5-0,1,
2026-04-15,DAL,SAN,2-4,1,
2026-04-15,DET,NAS,4-1,1,
2026-04-15,LOU,JAC,4-1,1,
2026-04-15,PHI,IND,4-3,1,
2026-04-15,POR,AUS,4-7,1,
2026-04-15,SEA,ELP,4-3,1,
2026-04-16,ALB,PHO,1-6,1,
2026-04-16,DAL,SAN,13-5,1,
2026-04-16,DET,NAS,3-2,1,
2026-04-16,LOU,JAC,4-7,1,
2026-04-16,PHI,IND,7-2,1,
2026-04-16,POR,AUS,2-1,1,
2026-04-16,SEA,ELP,3-8,1,
2026-04-17,ALB,PHO,5-3,1,
2026-04-17,DAL,SAN,3-4,1,
2026-04-17,DET,NAS,2-0,1,
2026-04-17,LOU,JAC,3-0,1,
2026-04-17,PHI,IND,1-9,1,
2026-04-17,POR,AUS,5-8,1,
2026-04-17,SEA,ELP,4-0,1,
2026-04-19,AUS,POR,0-8,1,
2026-04-19,ELP,SEA,3-4,1,
2026-04-19,IND,PHI,1-3,1,
2026-04-19,JAC,LOU,1-3,1,
2026-04-19,NAS,DET,0-3,1,
2026-04-19,PHO,ALB,2-0,1,
2026-04-19,SAN,DAL,8-5,1,
2026-04-20,AUS,POR,3-1,1,
2026-04-20,ELP,SEA,1-0,1,
2026-04-20,IND,PHI,0-2,1,
2026-04-20,JAC,LOU,1-5,1,
2026-04-20,NAS,DET,1-4,1,
2026-04-20,PHO,ALB,2-1,1,
2026-04-20,SAN,DAL,2-7,1,
2026-04-21,AUS,POR,0-5,1,
2026-04-21,ELP,SEA,3-2,1,
2026-04-21,IND,PHI,0-4,1,
2026-04-21,JAC,LOU,4-7,1,
2026-04-21,NAS,DET,4-3,1,
2026-04-21,PHO,ALB,1-7,1,
2026-04-21,SAN,DAL,8-1,1,
2026-04-22,AUS,POR,5-2,1,
2026-04-22,ELP,SEA,2-4,1,
2026-04-22,IND,PHI,5-9,1,
2026-04-22,JAC,LOU,3-6,1,
2026-04-22,NAS,DET,6-0,1,
2026-04-22,PHO,ALB,1-3,1,
2026-04-22,SAN,DAL,1-5,1,
2026-04-24,ALB,JAC,5-16,1,
2026-04-24,AUS,SAN,5-0,1,
2026-04-24,DAL,ELP,3-0,1,
2026-04-24,DET,PHO,2-1,1,
2026-04-24,LOU,POR,2-1,1,
2026-04-24,PHI,NAS,2-5,1,
2026-04-24,SEA,IND,1-2,1,
2026-04-25,ALB,JAC,3-5,1,
2026-04-25,AUS,SAN,5-4,1,
2026-04-25,DAL,ELP,5-3,1,
2026-04-25,DET,PHO,5-3,1,
2026-04-25,LOU,POR,4-3,1,
2026-04-25,PHI,NAS,7-6,1,
2026-04-25,SEA,IND,9-6,1,
2026-04-26,ALB,JAC,3-1,1,
2026-04-26,AUS,SAN,2-3,1,
2026-04-26,DAL,ELP,3-2,1,
2026-04-26,DET,PHO,4-2,1,
2026-04-26,LOU,POR,1-2,1,
2026-04-26,PHI,NAS,3-2,1,
2026-04-26,SEA,IND,9-10,1,
2026-04-28,ELP,DAL,2-1,1,
2026-04-28,IND,SEA,5-4,1,
2026-04-28,JAC,ALB,7-1,1,
2026-04-28,NAS,PHI,2-7,1,
2026-04-28,PHO,DET,9-3,1,
2026-04-28,POR,LOU,3-2,1,
2026-04-28,SAN,AUS,4-5,1,
2026-04-29,ELP,DAL,8-2,1,
2026-04-29,IND,SEA,8-1,1,
2026-04-29,JAC,ALB,4-2,1,
2026-04-29,NAS,PHI,3-5,1,
2026-04-29,PHO,DET,3-2,1,
2026-04-29,POR,LOU,3-6,1,
2026-04-29,SAN,AUS,3-2,1,
2026-04-30,ELP,DAL,2-0,1,
2026-04-30,IND,SEA,2-1,1,
2026-04-30,JAC,ALB,10-0,1,
2026-04-30,NAS,PHI,5-1,1,
2026-04-30,PHO,DET,2-8,1,
2026-04-30,POR,LOU,6-2,1,
2026-04-30,SAN,AUS,0-3,1,
2026-05-01,ELP,DAL,5-8,1,
2026-05-01,IND,SEA,1-7,1,
2026-05-01,JAC,ALB,6-5,1,
2026-05-01,NAS,PHI,11-3,1,
2026-05-01,PHO,DET,0-6,1,
2026-05-01,POR,LOU,4-3,1,
2026-05-01,SAN,AUS,0-6,1,
2026-05-03,ALB,POR,1-4,1,
2026-05-03,DAL,IND,2-1,1,
2026-05-03,DET,JAC,2-4,1,
