balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,808.0,248.0,560.0,181.0,45.0,98.0,67.0,221.0,99.0,0.0,0.0,2.0,273.0,0.3069306930693069,0.693069306930693,0.055693069306930694,0.22400990099009901,0.7298387096774194,0.27351485148514854,0.12252475247524752
0,1,455.0,74.0,381.0,84.0,21.0,24.0,17.0,139.0,27.0,0.0,0.0,2.0,77.0,0.16263736263736264,0.8373626373626374,0.046153846153846156,0.18461538461538463,1.135135135135135,0.3054945054945055,0.05934065934065934
0,2,289.0,53.0,236.0,51.0,13.0,7.0,3.0,70.0,16.0,0.0,198.0,1.0,50.0,0.18339100346020762,0.8166089965397924,0.04498269896193772,0.17647058823529413,0.9622641509433962,0.2422145328719723,0.05536332179930796
1,0,196.0,75.0,121.0,60.0,17.0,27.0,20.0,44.0,20.0,0.0,0.0,0.0,73.0,0.3826530612244898,0.6173469387755102,0.08673469387755102,0.30612244897959184,0.8,0.22448979591836735,0.10204081632653061
1,1,239.0,63.0,176.0,59.0,19.0,28.0,21.0,77.0,24.0,0.0,0.0,2.0,73.0,0.26359832635983266,0.7364016736401674,0.0794979079497908,0.24686192468619247,0.9365079365079365,0.32217573221757323,0.100418410041841
1,2,201.0,45.0,156.0,41.0,14.0,5.0,3.0,35.0,9.0,0.0,147.0,0.0,38.0,0.22388059701492538,0.7761194029850746,0.06965174129353234,0.20398009950248755,0.9111111111111111,0.17412935323383086,0.04477611940298507
2,0,44.0,8.0,36.0,13.0,4.0,3.0,3.0,12.0,4.0,0.0,0.0,0.0,12.0,0.18181818181818182,0.8181818181818182,0.09090909090909091,0.29545454545454547,1.625,0.2727272727272727,0.09090909090909091
2,1,106.0,17.0,89.0,29.0,10.0,5.0,4.0,36.0,15.0,0.0,0.0,0.0,32.0,0.16037735849056603,0.839622641509434,0.09433962264150944,0.27358490566037735,1.7058823529411764,0.33962264150943394,0.14150943396226415
2,2,104.0,18.0,86.0,35.0,4.0,3.0,1.0,26.0,12.0,0.0,71.0,0.0,30.0,0.17307692307692307,0.8269230769230769,0.038461538461538464,0.33653846153846156,1.9444444444444444,0.25,0.11538461538461539
3,0,11.0,1.0,10.0,1.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,2.0,0.09090909090909091,0.9090909090909091,0.0,0.09090909090909091,1.0,0.45454545454545453,0.18181818181818182
3,1,39.0,11.0,28.0,4.0,1.0,3.0,1.0,9.0,8.0,9.0,0.0,0.0,12.0,0.28205128205128205,0.717948717948718,0.02564102564102564,0.10256410256410256,0.36363636363636365,0.23076923076923078,0.20512820512820512
3,2,60.0,31.0,29.0,14.0,9.0,3.0,3.0,13.0,8.0,13.0,35.0,0.0,20.0,0.5166666666666667,0.48333333333333334,0.15,0.23333333333333334,0.45161290322580644,0.21666666666666667,0.13333333333333333
