date,home,away,result,played,boxscore
2046-04-01,CHI,SAN,5-8,1,
2046-04-01,IND,ELP,2-5,1,
2046-04-01,LAS,OKL,2-4,1,
2046-04-01,LOU,BAL,7-9,1,
2046-04-01,MEM,SEA,4-6,1,
2046-04-01,PHI,SAN1,8-7,1,
2046-04-01,POR,ALB,6-0,1,
2046-04-02,CHI,SAN,2-9,1,
2046-04-02,IND,ELP,6-11,1,
2046-04-02,LAS,OKL,5-2,1,
2046-04-02,LOU,BAL,4-2,1,
2046-04-02,MEM,SEA,3-4,1,
2046-04-02,PHI,SAN1,1-5,1,
2046-04-02,POR,ALB,6-11,1,
2046-04-03,CHI,SAN,5-6,1,
2046-04-03,IND,ELP,0-1,1,
2046-04-03,LAS,OKL,2-7,1,
2046-04-03,LOU,BAL,6-0,1,
2046-04-03,MEM,SEA,3-6,1,
2046-04-03,PHI,SAN1,1-7,1,
2046-04-03,POR,ALB,0-3,1,
2046-04-04,CHI,SAN,6-4,1,
2046-04-04,IND,ELP,0-10,1,
2046-04-04,LAS,OKL,6-7,1,
2046-04-04,LOU,BAL,2-3,1,
2046-04-04,MEM,SEA,10-1,1,
2046-04-04,PHI,SAN1,5-1,1,
2046-04-04,POR,ALB,4-11,1,
2046-04-06,ALB,BAL,4-8,1,
2046-04-06,ELP,MEM,1-2,1,
2046-04-06,LOU,IND,5-4,1,
2046-04-06,OKL,CHI,4-1,1,
2046-04-06,SAN,PHI,10-2,1,
2046-04-06,SAN1,POR,4-3,1,
2046-04-06,SEA,LAS,3-4,1,
2046-04-07,ALB,BAL,9-4,1,
2046-04-07,ELP,MEM,3-4,1,
2046-04-07,LOU,IND,7-3,1,
2046-04-07,OKL,CHI,6-3,1,
2046-04-07,SAN,PHI,4-3,1,
2046-04-07,SAN1,POR,3-1,1,
2046-04-07,SEA,LAS,2-7,1,
2046-04-08,ALB,BAL,5-1,1,
2046-04-08,ELP,MEM,1-4,1,
2046-04-08,LOU,IND,3-4,1,
2046-04-08,OKL,CHI,4-10,1,
2046-04-08,SAN,PHI,3-2,1,
2046-04-08,SAN1,POR,0-3,1,
2046-04-08,SEA,LAS,1-4,1,
2046-04-10,BAL,ALB,5-6,1,
2046-04-10,CHI,OKL,2-8,1,
2046-04-10,IND,LOU,3-2,1,
2046-04-10,LAS,SEA,4-3,1,
2046-04-10,MEM,ELP,3-2,1,
2046-04-10,PHI,SAN,3-1,1,
2046-04-10,POR,SAN1,9-7,1,
2046-04-11,BAL,ALB,8-3,1,
2046-04-11,CHI,OKL,2-1,1,
2046-04-11,IND,LOU,4-3,1,
2046-04-11,LAS,SEA,0-7,1,
2046-04-11,MEM,ELP,2-7,1,
2046-04-11,PHI,SAN,1-3,1,
2046-04-11,POR,SAN1,3-4,1,
2046-04-12,BAL,ALB,2-3,1,
2046-04-12,CHI,OKL,2-0,1,
2046-04-12,IND,LOU,16-5,1,
2046-04-12,LAS,SEA,9-1,1,
2046-04-12,MEM,ELP,6-0,1,
2046-04-12,PHI,SAN,5-4,1,
2046-04-12,POR,SAN1,7-4,1,
2046-04-13,BAL,ALB,1-4,1,
2046-04-13,CHI,OKL,1-5,1,
2046-04-13,IND,LOU,6-4,1,
2046-04-13,LAS,SEA,1-2,1,
2046-04-13,MEM,ELP,0-1,1,
2046-04-13,PHI,SAN,6-3,1,
2046-04-13,POR,SAN1,3-4,1,
2046-04-15,ALB,LOU,3-4,1,
2046-04-15,ELP,LAS,7-3,1,
2046-04-15,IND,MEM,6-4,1,
2046-04-15,OKL,PHI,5-3,1,
2046-04-15,SAN,POR,5-2,1,
2046-04-15,SAN1,BAL,0-1,1,
2046-04-15,SEA,CHI,3-0,1,
2046-04-16,ALB,LOU,6-10,1,
2046-04-16,ELP,LAS,6-2,1,
2046-04-16,IND,MEM,12-5,1,
2046-04-16,OKL,PHI,10-9,1,
2046-04-16,SAN,POR,0-3,1,
2046-04-16,SAN1,BAL,1-4,1,
2046-04-16,SEA,CHI,5-6,1,
2046-04-17,ALB,LOU,1-4,1,
2046-04-17,ELP,LAS,1-2,1,
2046-04-17,IND,MEM,10-3,1,
2046-04-17,OKL,PHI,5-0,1,
2046-04-17,SAN,POR,3-2,1,
2046-04-17,SAN1,BAL,3-7,1,
2046-04-17,SEA,CHI,3-4,1,
2046-04-19,BAL,SAN1,7-8,1,
2046-04-19,CHI,SEA,2-4,1,
2046-04-19,LAS,ELP,5-1,1,
2046-04-19,LOU,ALB,4-3,1,
2046-04-19,MEM,IND,2-11,1,
2046-04-19,PHI,OKL,7-8,1,
2046-04-19,POR,SAN,0-3,1,
2046-04-20,BAL,SAN1,4-3,1,
2046-04-20,CHI,SEA,6-11,1,
2046-04-20,LAS,ELP,7-4,1,
2046-04-20,LOU,ALB,3-5,1,
2046-04-20,MEM,IND,4-2,1,
2046-04-20,PHI,OKL,2-4,1,
2046-04-20,POR,SAN,2-5,1,
2046-04-21,BAL,SAN1,5-8,1,
2046-04-21,CHI,SEA,2-1,1,
2046-04-21,LAS,ELP,7-4,1,
2046-04-21,LOU,ALB,5-2,1,
2046-04-21,MEM,IND,7-5,1,
2046-04-21,PHI,OKL,10-5,1,
2046-04-21,POR,SAN,4-3,1,
2046-04-22,BAL,SAN1,4-5,1,
2046-04-22,CHI,SEA,4-2,1,
2046-04-22,LAS,ELP,1-3,1,
2046-04-22,LOU,ALB,4-3,1,
2046-04-22,MEM,IND,2-3,1,
2046-04-22,PHI,OKL,3-5,1,
2046-04-22,POR,SAN,3-1,1,
2046-04-24,ELP,CHI,4-3,1,
2046-04-24,IND,LAS,2-7,1,
2046-04-24,LOU,MEM,3-2,1,
2046-04-24,OKL,POR,7-8,1,
2046-04-24,SAN,BAL,3-1,1,
2046-04-24,SAN1,ALB,2-1,1,
2046-04-24,SEA,PHI,6-11,1,
2046-04-25,ELP,CHI,0-4,1,
2046-04-25,IND,LAS,7-4,1,
2046-04-25,LOU,MEM,3-4,1,
2046-04-25,OKL,POR,4-1,1,
2046-04-25,SAN,BAL,1-2,1,
2046-04-25,SAN1,ALB,1-0,1,
2046-04-25,SEA,PHI,2-5,1,
2046-04-26,ELP,CHI,3-2,1,
2046-04-26,IND,LAS,1-6,1,
2046-04-26,LOU,MEM,5-7,1,
2046-04-26,OKL,POR,5-8,1,
2046-04-26,SAN,BAL,3-0,1,
2046-04-26,SAN1,ALB,2-5,1,
2046-04-26,SEA,PHI,2-7,1,
2046-04-28,ALB,SAN1,1-3,1,
2046-04-28,BAL,SAN,6-4,1,
2046-04-28,CHI,ELP,3-6,1,
2046-04-28,LAS,IND,4-2,1,
2046-04-28,MEM,LOU,0-5,1,
2046-04-28,PHI,SEA,4-2,1,
2046-04-28,POR,OKL,2-5,1,
2046-04-29,ALB,SAN1,3-5,1,
2046-04-29,BAL,SAN,4-9,1,
2046-04-29,CHI,ELP,4-7,1,
2046-04-29,LAS,IND,4-8,1,
2046-04-29,MEM,LOU,4-5,1,
2046-04-29,PHI,SEA,10-7,1,
2046-04-29,POR,OKL,5-9,1,
2046-04-30,ALB,SAN1,5-6,1,
2046-04-30,BAL,SAN,10-3,1,
2046-04-30,CHI,ELP,1-2,1,
2046-04-30,LAS,IND,5-6,1,
2046-04-30,MEM,LOU,2-8,1,
2046-04-30,PHI,SEA,5-4,1,
2046-04-30,POR,OKL,6-3,1,
2046-05-01,ALB,SAN1,2-3,1,
2046-05-01,BAL,SAN,10-2,1,
2046-05-01,CHI,ELP,4-7,1,
2046-05-01,LAS,IND,7-5,1,
2046-05-01,MEM,LOU,4-2,1,
2046-05-01,PHI,SEA,2-1,1,
2046-05-01,POR,OKL,2-7,1,
2046-05-03,ELP,PHI,3-7,1,
2046-05-03,IND,CHI,4-6,1,
2046-05-03,MEM,LAS,7-6,1,
2046-05-03,OKL,BAL,1-4,1,
2046-05-03,SAN,ALB,7-0,1,
2046-05-03,SAN1,LOU,2-3,1,
2046-05-03,SEA,POR,0-4,1,
2046-05-04,ELP,PHI,9-7,1,
2046-05-04,IND,CHI,3-5,1,
2046-05-04,MEM,LAS,2-6,1,
2046-05-04,OKL,BAL,8-5,1,
2046-05-04,SAN,ALB,8-5,1,
2046-05-04,SAN1,LOU,1-3,1,
2046-05-04,SEA,POR,5-6,1,
2046-05-05,ELP,PHI,0-6,1,
2046-05-05,IND,CHI,4-6,1,
2046-05-05,MEM,LAS,7-5,1,
2046-05-05,OKL,BAL,1-11,1,
2046-05-05,SAN,ALB,0-4,1,
2046-05-05,SAN1,LOU,0-2,1,
2046-05-05,SEA,POR,4-2,1,
2046-05-07,ALB,SAN,3-2,1,
2046-05-07,BAL,OKL,1-5,1,
2046-05-07,CHI,IND,8-2,1,
2046-05-07,LAS,MEM,8-2,1,
2046-05-07,LOU,SAN1,1-3,1,
2046-05-07,PHI,ELP,0-12,1,
2046-05-07,POR,SEA,3-2,1,
2046-05-08,ALB,SAN,7-3,1,
2046-05-08,BAL,OKL,5-8,1,
2046-05-08,CHI,IND,6-5,1,
2046-05-08,LAS,MEM,2-4,1,
2046-05-08,LOU,SAN1,3-0,1,
2046-05-08,PHI,ELP,3-7,1,
2046-05-08,POR,SEA,6-1,1,
2046-05-09,ALB,SAN,3-4,1,
2046-05-09,BAL,OKL,4-8,1,
2046-05-09,CHI,IND,6-3,1,
2046-05-09,LAS,MEM,2-1,1,
2046-05-09,LOU,SAN1,3-5,1,
2046-05-09,PHI,ELP,3-2,1,
2046-05-09,POR,SEA,1-5,1,
2046-05-10,ALB,SAN,3-2,1,
2046-05-10,BAL,OKL,0-1,1,
2046-05-10,CHI,IND,4-13,1,
2046-05-10,LAS,MEM,4-0,1,
2046-05-10,LOU,SAN1,1-2,1,
2046-05-10,PHI,ELP,2-3,1,
2046-05-10,POR,SEA,3-0,1,
2046-05-12,ELP,POR,8-5,1,
2046-05-12,IND,PHI,1-10,1,
2046-05-12,LOU,LAS,2-3,1,
2046-05-12,MEM,CHI,4-1,1,
2046-05-12,OKL,ALB,4-1,1,
2046-05-12,SAN,SAN1,6-0,1,
2046-05-12,SEA,BAL,7-6,1,
2046-05-13,ELP,POR,7-4,1,
2046-05-13,IND,PHI,6-5,1,
2046-05-13,LOU,LAS,1-9,1,
2046-05-13,MEM,CHI,2-3,1,
2046-05-13,OKL,ALB,0-1,1,
2046-05-13,SAN,SAN1,3-0,1,
2046-05-13,SEA,BAL,2-3,1,
2046-05-14,ELP,POR,6-5,1,
2046-05-14,IND,PHI,7-4,1,
2046-05-14,LOU,LAS,6-5,1,
2046-05-14,MEM,CHI,1-4,1,
2046-05-14,OKL,ALB,6-4,1,
2046-05-14,SAN,SAN1,2-1,1,
2046-05-14,SEA,BAL,0-14,1,
2046-05-16,ALB,OKL,5-3,1,
2046-05-16,BAL,SEA,2-3,1,
2046-05-16,CHI,MEM,1-0,1,
2046-05-16,LAS,LOU,2-4,1,
2046-05-16,PHI,IND,6-3,1,
2046-05-16,POR,ELP,8-0,1,
2046-05-16,SAN1,SAN,2-0,1,
2046-05-17,ALB,OKL,4-1,1,
2046-05-17,BAL,SEA,2-0,1,
2046-05-17,CHI,MEM,3-6,1,
2046-05-17,LAS,LOU,2-1,1,
2046-05-17,PHI,IND,4-10,1,
2046-05-17,POR,ELP,5-2,1,
2046-05-17,SAN1,SAN,6-2,1,
2046-05-18,ALB,OKL,2-1,1,
2046-05-18,BAL,SEA,3-1,1,
2046-05-18,CHI,MEM,6-1,1,
2046-05-18,LAS,LOU,5-2,1,
2046-05-18,PHI,IND,8-4,1,
2046-05-18,POR,ELP,2-9,1,
2046-05-18,SAN1,SAN,2-8,1,
2046-05-19,ALB,OKL,0-3,1,
2046-05-19,BAL,SEA,1-5,1,
2046-05-19,CHI,MEM,5-7,1,
2046-05-19,LAS,LOU,0-1,1,
2046-05-19,PHI,IND,1-4,1,
2046-05-19,POR,ELP,6-5,1,
2046-05-19,SAN1,SAN,1-3,1,
2046-05-21,ELP,BAL,6-8,1,
2046-05-21,IND,POR,7-6,1,
2046-05-21,LAS,CHI,7-2,1,
2046-05-21,MEM,PHI,2-5,1,
2046-05-21,OKL,SAN1,4-11,1,
2046-05-21,SAN,LOU,6-4,1,
2046-05-21,SEA,ALB,7-2,1,
2046-05-22,ELP,BAL,3-5,1,
2046-05-22,IND,POR,0-5,1,
2046-05-22,LAS,CHI,6-5,1,
2046-05-22,MEM,PHI,4-3,1,
2046-05-22,OKL,SAN1,4-5,1,
2046-05-22,SAN,LOU,2-5,1,
2046-05-22,SEA,ALB,5-1,1,
2046-05-23,ELP,BAL,2-6,1,
2046-05-23,IND,POR,3-9,1,
2046-05-23,LAS,CHI,8-1,1,
2046-05-23,MEM,PHI,3-1,1,
2046-05-23,OKL,SAN1,5-4,1,
2046-05-23,SAN,LOU,3-1,1,
2046-05-23,SEA,ALB,5-8,1,
2046-05-25,ALB,SEA,3-2,1,
2046-05-25,BAL,ELP,7-1,1,
2046-05-25,CHI,LAS,4-5,1,
2046-05-25,LOU,SAN,3-1,1,
2046-05-25,PHI,MEM,5-7,1,
2046-05-25,POR,IND,5-3,1,
2046-05-25,SAN1,OKL,8-3,1,
2046-05-26,ALB,SEA,2-6,1,
2046-05-26,BAL,ELP,0-6,1,
2046-05-26,CHI,LAS,0-6,1,
2046-05-26,LOU,SAN,0-3,1,
2046-05-26,PHI,MEM,2-1,1,
2046-05-26,POR,IND,3-7,1,
2046-05-26,SAN1,OKL,8-2,1,
2046-05-27,ALB,SEA,1-5,1,
2046-05-27,BAL,ELP,6-3,1,
2046-05-27,CHI,LAS,7-6,1,
2046-05-27,LOU,SAN,3-1,1,
2046-05-27,PHI,MEM,5-1,1,
2046-05-27,POR,IND,7-3,1,
2046-05-27,SAN1,OKL,3-4,1,
