balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,964.0,435.0,529.0,178.0,22.0,150.0,101.0,362.0,164.0,0.0,0.0,3.0,392.0,0.4512448132780083,0.5487551867219918,0.022821576763485476,0.18464730290456433,0.4091954022988506,0.3755186721991701,0.17012448132780084
0,1,443.0,118.0,325.0,38.0,4.0,31.0,21.0,282.0,42.0,0.0,0.0,1.0,102.0,0.26636568848758463,0.7336343115124153,0.009029345372460496,0.08577878103837472,0.3220338983050847,0.636568848758465,0.09480812641083522
0,2,126.0,39.0,87.0,5.0,0.0,4.0,2.0,73.0,7.0,0.0,49.0,0.0,30.0,0.30952380952380953,0.6904761904761905,0.0,0.03968253968253968,0.1282051282051282,0.5793650793650794,0.05555555555555555
1,0,353.0,159.0,194.0,63.0,4.0,55.0,34.0,140.0,52.0,0.0,0.0,2.0,129.0,0.45042492917847027,0.5495750708215298,0.0113314447592068,0.17847025495750707,0.39622641509433965,0.39660056657223797,0.14730878186968838
1,1,428.0,197.0,231.0,85.0,8.0,77.0,49.0,169.0,61.0,0.0,0.0,1.0,169.0,0.4602803738317757,0.5397196261682243,0.018691588785046728,0.1985981308411215,0.43147208121827413,0.39485981308411217,0.1425233644859813
1,2,248.0,73.0,175.0,14.0,0.0,13.0,6.0,137.0,21.0,0.0,97.0,1.0,53.0,0.29435483870967744,0.7056451612903226,0.0,0.056451612903225805,0.1917808219178082,0.5524193548387096,0.0846774193548387
2,0,132.0,71.0,61.0,26.0,1.0,25.0,20.0,37.0,23.0,0.0,0.0,0.0,58.0,0.5378787878787878,0.4621212121212121,0.007575757575757576,0.19696969696969696,0.36619718309859156,0.2803030303030303,0.17424242424242425
2,1,234.0,102.0,132.0,37.0,4.0,32.0,25.0,90.0,41.0,0.0,0.0,1.0,89.0,0.4358974358974359,0.5641025641025641,0.017094017094017096,0.1581196581196581,0.3627450980392157,0.38461538461538464,0.1752136752136752
2,2,243.0,127.0,116.0,21.0,0.0,15.0,8.0,82.0,30.0,0.0,146.0,0.0,94.0,0.522633744855967,0.4773662551440329,0.0,0.08641975308641975,0.16535433070866143,0.3374485596707819,0.12345679012345678
3,0,37.0,14.0,23.0,3.0,1.0,2.0,0.0,19.0,4.0,19.0,0.0,0.0,11.0,0.3783783783783784,0.6216216216216216,0.02702702702702703,0.08108108108108109,0.21428571428571427,0.5135135135135135,0.10810810810810811
3,1,102.0,38.0,64.0,11.0,1.0,8.0,6.0,41.0,21.0,41.0,0.0,1.0,41.0,0.37254901960784315,0.6274509803921569,0.00980392156862745,0.10784313725490197,0.2894736842105263,0.4019607843137255,0.20588235294117646
3,2,132.0,72.0,60.0,17.0,0.0,16.0,12.0,39.0,19.0,39.0,77.0,0.0,54.0,0.5454545454545454,0.45454545454545453,0.0,0.12878787878787878,0.2361111111111111,0.29545454545454547,0.14393939393939395
