date,home,away,result,played,boxscore
2025-04-01,BOS,DEN,6-5,1,
2025-04-01,HOU,SEA,2-4,1,
2025-04-01,LOS,COL,3-0,1,
2025-04-01,MIL,WAS,5-2,1,
2025-04-01,NAS,DAL,1-5,1,
2025-04-01,NEW,SAN1,5-4,1,
2025-04-01,POR,SAN,4-3,1,
2025-04-02,BOS,DEN,2-7,1,
2025-04-02,HOU,SEA,3-8,1,
2025-04-02,LOS,COL,6-0,1,
2025-04-02,MIL,WAS,8-1,1,
2025-04-02,NAS,DAL,6-5,1,
2025-04-02,NEW,SAN1,0-3,1,
2025-04-02,POR,SAN,5-2,1,
2025-04-03,BOS,DEN,1-8,1,
2025-04-03,HOU,SEA,1-2,1,
2025-04-03,LOS,COL,1-7,1,
2025-04-03,MIL,WAS,3-2,1,
2025-04-03,NAS,DAL,6-5,1,
2025-04-03,NEW,SAN1,1-0,1,
2025-04-03,POR,SAN,2-13,1,
2025-04-04,BOS,DEN,1-9,1,
2025-04-04,HOU,SEA,4-1,1,
2025-04-04,LOS,COL,3-4,1,
2025-04-04,MIL,WAS,2-1,1,
2025-04-04,NAS,DAL,7-3,1,
2025-04-04,NEW,SAN1,5-2,1,
2025-04-04,POR,SAN,1-2,1,
2025-04-06,DAL,POR,1-5,1,
2025-04-06,DEN,HOU,3-0,1,
2025-04-06,LOS,MIL,5-4,1,
2025-04-06,SAN,NEW,9-2,1,
2025-04-06,SAN1,BOS,3-5,1,
2025-04-06,SEA,COL,7-4,1,
2025-04-06,WAS,NAS,4-2,1,
2025-04-07,DAL,POR,3-5,1,
2025-04-07,DEN,HOU,1-2,1,
2025-04-07,LOS,MIL,2-3,1,
2025-04-07,SAN,NEW,12-6,1,
2025-04-07,SAN1,BOS,2-3,1,
2025-04-07,SEA,COL,3-0,1,
2025-04-07,WAS,NAS,4-9,1,
2025-04-08,DAL,POR,0-5,1,
2025-04-08,DEN,HOU,4-5,1,
2025-04-08,LOS,MIL,0-7,1,
2025-04-08,SAN,NEW,1-8,1,
2025-04-08,SAN1,BOS,3-1,1,
2025-04-08,SEA,COL,2-1,1,
2025-04-08,WAS,NAS,6-1,1,
2025-04-10,BOS,SAN1,3-1,1,
2025-04-10,COL,SEA,6-4,1,
2025-04-10,HOU,DEN,2-3,1,
2025-04-10,MIL,LOS,6-1,1,
2025-04-10,NAS,WAS,3-4,1,
2025-04-10,NEW,SAN,2-8,1,
2025-04-10,POR,DAL,7-5,1,
2025-04-11,BOS,SAN1,4-1,1,
2025-04-11,COL,SEA,3-0,1,
2025-04-11,HOU,DEN,1-2,1,
2025-04-11,MIL,LOS,4-1,1,
2025-04-11,NAS,WAS,4-9,1,
2025-04-11,NEW,SAN,3-2,1,
2025-04-11,POR,DAL,4-3,1,
2025-04-12,BOS,SAN1,6-0,1,
2025-04-12,COL,SEA,1-6,1,
2025-04-12,HOU,DEN,2-11,1,
2025-04-12,MIL,LOS,3-2,1,
2025-04-12,NAS,WAS,8-7,1,
2025-04-12,NEW,SAN,0-13,1,
2025-04-12,POR,DAL,1-5,1,
2025-04-13,BOS,SAN1,4-6,1,
2025-04-13,COL,SEA,1-4,1,
2025-04-13,HOU,DEN,0-2,1,
2025-04-13,MIL,LOS,2-5,1,
2025-04-13,NAS,WAS,3-5,1,
2025-04-13,NEW,SAN,8-7,1,
2025-04-13,POR,DAL,1-3,1,
2025-04-15,DAL,NEW,3-5,1,
2025-04-15,DEN,COL,2-9,1,
2025-04-15,MIL,NAS,3-2,1,
2025-04-15,SAN,BOS,2-0,1,
2025-04-15,SAN1,HOU,3-4,1,
2025-04-15,SEA,LOS,0-5,1,
2025-04-15,WAS,POR,1-5,1,
2025-04-16,DAL,NEW,8-1,1,
2025-04-16,DEN,COL,1-6,1,
2025-04-16,MIL,NAS,6-1,1,
2025-04-16,SAN,BOS,4-5,1,
2025-04-16,SAN1,HOU,5-1,1,
2025-04-16,SEA,LOS,3-1,1,
2025-04-16,WAS,POR,4-3,1,
2025-04-17,DAL,NEW,2-1,1,
2025-04-17,DEN,COL,3-0,1,
2025-04-17,MIL,NAS,5-4,1,
2025-04-17,SAN,BOS,4-7,1,
2025-04-17,SAN1,HOU,0-7,1,
2025-04-17,SEA,LOS,1-4,1,
2025-04-17,WAS,POR,3-4,1,
2025-04-19,BOS,SAN,2-7,1,
2025-04-19,COL,DEN,6-2,1,
2025-04-19,HOU,SAN1,1-5,1,
2025-04-19,LOS,SEA,1-0,1,
2025-04-19,NAS,MIL,5-4,1,
2025-04-19,NEW,DAL,6-5,1,
2025-04-19,POR,WAS,2-9,1,
2025-04-20,BOS,SAN,1-2,1,
2025-04-20,COL,DEN,2-1,1,
2025-04-20,HOU,SAN1,5-1,1,
2025-04-20,LOS,SEA,4-3,1,
2025-04-20,NAS,MIL,5-4,1,
2025-04-20,NEW,DAL,3-4,1,
2025-04-20,POR,WAS,2-1,1,
2025-04-21,BOS,SAN,3-2,1,
2025-04-21,COL,DEN,3-5,1,
2025-04-21,HOU,SAN1,4-6,1,
2025-04-21,LOS,SEA,4-5,1,
2025-04-21,NAS,MIL,7-8,1,
2025-04-21,NEW,DAL,3-9,1,
2025-04-21,POR,WAS,8-6,1,
2025-04-22,BOS,SAN,2-3,1,
2025-04-22,COL,DEN,5-1,1,
2025-04-22,HOU,SAN1,4-6,1,
2025-04-22,LOS,SEA,9-14,1,
2025-04-22,NAS,MIL,8-12,1,
2025-04-22,NEW,DAL,0-3,1,
2025-04-22,POR,WAS,11-7,1,
2025-04-24,DAL,BOS,3-0,1,
2025-04-24,DEN,SEA,7-5,1,
2025-04-24,LOS,NAS,2-1,1,
2025-04-24,MIL,POR,2-3,1,
2025-04-24,SAN,HOU,3-6,1,
2025-04-24,SAN1,COL,4-0,1,
2025-04-24,WAS,NEW,2-7,1,
2025-04-25,DAL,BOS,7-2,1,
2025-04-25,DEN,SEA,4-3,1,
2025-04-25,LOS,NAS,4-0,1,
2025-04-25,MIL,POR,2-1,1,
2025-04-25,SAN,HOU,3-5,1,
2025-04-25,SAN1,COL,2-1,1,
2025-04-25,WAS,NEW,7-2,1,
2025-04-26,DAL,BOS,6-2,1,
2025-04-26,DEN,SEA,6-4,1,
2025-04-26,LOS,NAS,0-5,1,
2025-04-26,MIL,POR,4-2,1,
2025-04-26,SAN,HOU,1-3,1,
2025-04-26,SAN1,COL,2-4,1,
2025-04-26,WAS,NEW,7-2,1,
2025-04-28,BOS,DAL,1-3,1,
2025-04-28,COL,SAN1,2-1,1,
2025-04-28,HOU,SAN,3-2,1,
2025-04-28,NAS,LOS,7-6,1,
2025-04-28,NEW,WAS,5-1,1,
2025-04-28,POR,MIL,0-7,1,
2025-04-28,SEA,DEN,5-2,1,
2025-04-29,BOS,DAL,5-0,1,
2025-04-29,COL,SAN1,5-4,1,
2025-04-29,HOU,SAN,4-3,1,
2025-04-29,NAS,LOS,2-1,1,
2025-04-29,NEW,WAS,4-3,1,
2025-04-29,POR,MIL,8-5,1,
2025-04-29,SEA,DEN,1-5,1,
2025-04-30,BOS,DAL,1-3,1,
2025-04-30,COL,SAN1,0-5,1,
2025-04-30,HOU,SAN,6-5,1,
2025-04-30,NAS,LOS,3-5,1,
2025-04-30,NEW,WAS,4-5,1,
2025-04-30,POR,MIL,2-4,1,
2025-04-30,SEA,DEN,2-3,1,
2025-05-01,BOS,DAL,2-5,1,
2025-05-01,COL,SAN1,4-1,1,
2025-05-01,HOU,SAN,1-2,1,
2025-05-01,NAS,LOS,3-2,1,
2025-05-01,NEW,WAS,2-1,1,
2025-05-01,POR,MIL,4-3,1,
