balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,1015.0,451.0,564.0,216.0,47.0,165.0,103.0,392.0,169.0,0.0,0.0,3.0,424.0,0.44433497536945815,0.5556650246305419,0.04630541871921182,0.21280788177339902,0.4789356984478936,0.38620689655172413,0.1665024630541872
0,1,439.0,126.0,313.0,54.0,13.0,39.0,26.0,265.0,45.0,0.0,0.0,3.0,123.0,0.2870159453302961,0.7129840546697038,0.029612756264236904,0.12300683371298406,0.42857142857142855,0.6036446469248291,0.10250569476082004
0,2,129.0,32.0,97.0,9.0,0.0,8.0,5.0,81.0,5.0,0.0,39.0,1.0,24.0,0.24806201550387597,0.751937984496124,0.0,0.06976744186046512,0.28125,0.627906976744186,0.03875968992248062
1,0,365.0,157.0,208.0,76.0,11.0,61.0,43.0,138.0,68.0,0.0,0.0,2.0,142.0,0.4301369863013699,0.5698630136986301,0.030136986301369864,0.20821917808219179,0.4840764331210191,0.3780821917808219,0.1863013698630137
1,1,407.0,160.0,247.0,83.0,15.0,68.0,50.0,191.0,55.0,0.0,0.0,1.0,154.0,0.3931203931203931,0.6068796068796068,0.036855036855036855,0.20393120393120392,0.51875,0.4692874692874693,0.13513513513513514
1,2,222.0,70.0,152.0,17.0,0.0,11.0,4.0,119.0,15.0,0.0,90.0,2.0,53.0,0.3153153153153153,0.6846846846846847,0.0,0.07657657657657657,0.24285714285714285,0.536036036036036,0.06756756756756757
2,0,129.0,56.0,73.0,31.0,5.0,24.0,20.0,55.0,17.0,0.0,0.0,0.0,47.0,0.43410852713178294,0.5658914728682171,0.03875968992248062,0.24031007751937986,0.5535714285714286,0.4263565891472868,0.13178294573643412
2,1,221.0,88.0,133.0,47.0,11.0,33.0,24.0,96.0,36.0,0.0,0.0,0.0,87.0,0.39819004524886875,0.6018099547511312,0.049773755656108594,0.21266968325791855,0.5340909090909091,0.4343891402714932,0.16289592760180996
2,2,200.0,99.0,101.0,33.0,0.0,25.0,14.0,63.0,28.0,0.0,112.0,0.0,78.0,0.495,0.505,0.0,0.165,0.3333333333333333,0.315,0.14
3,0,53.0,24.0,29.0,10.0,1.0,8.0,6.0,18.0,10.0,18.0,0.0,0.0,24.0,0.4528301886792453,0.5471698113207547,0.018867924528301886,0.18867924528301888,0.4166666666666667,0.33962264150943394,0.18867924528301888
3,1,121.0,43.0,78.0,17.0,4.0,12.0,8.0,49.0,29.0,49.0,0.0,0.0,48.0,0.35537190082644626,0.6446280991735537,0.03305785123966942,0.14049586776859505,0.3953488372093023,0.4049586776859504,0.2396694214876033
3,2,111.0,54.0,57.0,20.0,0.0,13.0,13.0,35.0,17.0,35.0,63.0,0.0,47.0,0.4864864864864865,0.5135135135135135,0.0,0.18018018018018017,0.37037037037037035,0.3153153153153153,0.15315315315315314
