balls,strikes,pitches,swings,takes,contact,foul,ball_in_play,hits,ball_calls,called_strike_calls,walks,strikeouts,hbp,zone_pitches,swing_rate,take_rate,foul_rate,contact_rate,swing_contact_rate,ball_rate,called_strike_rate
0,0,673.0,214.0,459.0,145.0,56.0,78.0,45.0,262.0,69.0,0.0,0.0,6.0,218.0,0.3179791976225854,0.6820208023774146,0.08320950965824665,0.21545319465081725,0.677570093457944,0.38930163447251115,0.1025260029717682
0,1,301.0,39.0,262.0,29.0,9.0,17.0,13.0,139.0,14.0,0.0,0.0,9.0,42.0,0.12956810631229235,0.8704318936877077,0.029900332225913623,0.09634551495016612,0.7435897435897436,0.46179401993355484,0.046511627906976744
0,2,128.0,24.0,104.0,15.0,0.0,5.0,3.0,27.0,8.0,0.0,94.0,2.0,23.0,0.1875,0.8125,0.0,0.1171875,0.625,0.2109375,0.0625
1,0,233.0,70.0,163.0,44.0,18.0,25.0,19.0,93.0,27.0,0.0,0.0,2.0,71.0,0.30042918454935624,0.6995708154506438,0.07725321888412018,0.1888412017167382,0.6285714285714286,0.39914163090128757,0.11587982832618025
1,1,224.0,66.0,158.0,48.0,9.0,30.0,25.0,69.0,36.0,0.0,0.0,2.0,84.0,0.29464285714285715,0.7053571428571429,0.04017857142857143,0.21428571428571427,0.7272727272727273,0.3080357142857143,0.16071428571428573
1,2,135.0,45.0,90.0,20.0,0.0,7.0,7.0,37.0,10.0,0.0,91.0,0.0,36.0,0.3333333333333333,0.6666666666666666,0.0,0.14814814814814814,0.4444444444444444,0.2740740740740741,0.07407407407407407
2,0,86.0,36.0,50.0,29.0,8.0,20.0,12.0,26.0,10.0,0.0,0.0,0.0,30.0,0.4186046511627907,0.5813953488372093,0.09302325581395349,0.3372093023255814,0.8055555555555556,0.3023255813953488,0.11627906976744186
2,1,100.0,38.0,62.0,25.0,5.0,17.0,10.0,28.0,12.0,0.0,0.0,0.0,33.0,0.38,0.62,0.05,0.25,0.6578947368421053,0.28,0.12
2,2,82.0,35.0,47.0,14.0,0.0,3.0,3.0,24.0,11.0,0.0,55.0,0.0,36.0,0.4268292682926829,0.573170731707317,0.0,0.17073170731707318,0.4,0.2926829268292683,0.13414634146341464
3,0,23.0,9.0,14.0,5.0,1.0,3.0,1.0,6.0,1.0,6.0,0.0,2.0,7.0,0.391304347826087,0.6086956521739131,0.043478260869565216,0.21739130434782608,0.5555555555555556,0.2608695652173913,0.043478260869565216
3,1,36.0,18.0,18.0,10.0,0.0,8.0,6.0,3.0,6.0,3.0,0.0,0.0,14.0,0.5,0.5,0.0,0.2777777777777778,0.5555555555555556,0.08333333333333333,0.16666666666666666
3,2,43.0,24.0,19.0,13.0,0.0,6.0,3.0,7.0,6.0,7.0,30.0,0.0,20.0,0.5581395348837209,0.4418604651162791,0.0,0.3023255813953488,0.5416666666666666,0.16279069767441862,0.13953488372093023
