date,home,away,result,played,boxscore
2029-04-01,BAL,LOS,8-6,1,
2029-04-01,DET,JAC,1-7,1,
2029-04-01,LOU,SAN1,3-2,1,
2029-04-01,MIL,SAN,1-6,1,
2029-04-01,NAS,OKL,8-0,1,
2029-04-01,NEW,SAN2,3-4,1,
2029-04-01,PHO,POR,6-1,1,
2029-04-02,BAL,LOS,12-0,1,
2029-04-02,DET,JAC,4-3,1,
2029-04-02,LOU,SAN1,3-6,1,
2029-04-02,MIL,SAN,8-3,1,
2029-04-02,NAS,OKL,5-1,1,
2029-04-02,NEW,SAN2,1-3,1,
2029-04-02,PHO,POR,3-2,1,
2029-04-03,BAL,LOS,1-4,1,
2029-04-03,DET,JAC,2-1,1,
2029-04-03,LOU,SAN1,2-8,1,
2029-04-03,MIL,SAN,6-3,1,
2029-04-03,NAS,OKL,4-5,1,
2029-04-03,NEW,SAN2,1-5,1,
2029-04-03,PHO,POR,3-8,1,
2029-04-04,BAL,LOS,5-4,1,
2029-04-04,DET,JAC,1-2,1,
2029-04-04,LOU,SAN1,5-6,1,
2029-04-04,MIL,SAN,1-0,1,
2029-04-04,NAS,OKL,5-4,1,
2029-04-04,NEW,SAN2,3-6,1,
2029-04-04,PHO,POR,3-2,1,
2029-04-06,BAL,MIL,4-3,1,
2029-04-06,JAC,LOU,4-3,1,
2029-04-06,OKL,LOS,0-2,1,
2029-04-06,POR,DET,6-5,1,
2029-04-06,SAN,PHO,4-3,1,
2029-04-06,SAN1,NEW,1-4,1,
2029-04-06,SAN2,NAS,0-6,1,
2029-04-07,BAL,MIL,2-6,1,
2029-04-07,JAC,LOU,0-11,1,
2029-04-07,OKL,LOS,5-6,1,
2029-04-07,POR,DET,0-2,1,
2029-04-07,SAN,PHO,0-2,1,
2029-04-07,SAN1,NEW,5-2,1,
2029-04-07,SAN2,NAS,3-4,1,
2029-04-08,BAL,MIL,1-4,1,
2029-04-08,JAC,LOU,3-5,1,
2029-04-08,OKL,LOS,3-4,1,
2029-04-08,POR,DET,5-4,1,
2029-04-08,SAN,PHO,1-9,1,
2029-04-08,SAN1,NEW,4-0,1,
2029-04-08,SAN2,NAS,3-2,1,
2029-04-10,DET,POR,0-1,1,
2029-04-10,LOS,OKL,1-3,1,
2029-04-10,LOU,JAC,0-6,1,
