date,home,away,result,played,boxscore
2057-04-01,BOS,LAS,4-2,1,
2057-04-01,MIL,JAC,5-4,1,
2057-04-01,NAS,SAN,5-4,1,
2057-04-01,NEW,DEN,1-3,1,
2057-04-01,OKL,LOS,0-1,1,
2057-04-01,POR,SAN1,2-5,1,
2057-04-01,WAS,DET,1-8,1,
2057-04-02,BOS,LAS,3-1,1,
2057-04-02,MIL,JAC,3-1,1,
2057-04-02,NAS,SAN,0-5,1,
2057-04-02,NEW,DEN,0-5,1,
2057-04-02,OKL,LOS,4-11,1,
2057-04-02,POR,SAN1,3-7,1,
2057-04-02,WAS,DET,3-1,1,
2057-04-03,BOS,LAS,0-3,1,
2057-04-03,MIL,JAC,4-5,1,
2057-04-03,NAS,SAN,4-7,1,
2057-04-03,NEW,DEN,3-2,1,
2057-04-03,OKL,LOS,4-8,1,
2057-04-03,POR,SAN1,0-3,1,
2057-04-03,WAS,DET,1-3,1,
2057-04-04,BOS,LAS,3-4,1,
2057-04-04,MIL,JAC,1-4,1,
2057-04-04,NAS,SAN,2-8,1,
2057-04-04,NEW,DEN,1-3,1,
2057-04-04,OKL,LOS,0-3,1,
2057-04-04,POR,SAN1,5-3,1,
2057-04-04,WAS,DET,5-4,1,
2057-04-06,DEN,WAS,6-3,1,
2057-04-06,DET,SAN1,6-0,1,
2057-04-06,JAC,BOS,5-7,1,
2057-04-06,LAS,OKL,2-1,1,
2057-04-06,LOS,NAS,3-7,1,
2057-04-06,POR,MIL,0-4,1,
2057-04-06,SAN,NEW,3-5,1,
2057-04-07,DEN,WAS,5-1,1,
2057-04-07,DET,SAN1,3-4,1,
2057-04-07,JAC,BOS,4-6,1,
2057-04-07,LAS,OKL,1-0,1,
2057-04-07,LOS,NAS,4-1,1,
2057-04-07,POR,MIL,4-3,1,
2057-04-07,SAN,NEW,4-3,1,
2057-04-08,DEN,WAS,1-8,1,
2057-04-08,DET,SAN1,3-4,1,
2057-04-08,JAC,BOS,0-1,1,
2057-04-08,LAS,OKL,10-3,1,
2057-04-08,LOS,NAS,4-3,1,
2057-04-08,POR,MIL,3-4,1,
2057-04-08,SAN,NEW,4-3,1,
2057-04-10,BOS,JAC,7-4,1,
2057-04-10,MIL,POR,6-0,1,
2057-04-10,NAS,LOS,1-2,1,
2057-04-10,NEW,SAN,1-2,1,
2057-04-10,OKL,LAS,1-8,1,
2057-04-10,SAN1,DET,6-4,1,
2057-04-10,WAS,DEN,8-3,1,
2057-04-11,BOS,JAC,0-4,1,
2057-04-11,MIL,POR,4-5,1,
2057-04-11,NAS,LOS,6-5,1,
2057-04-11,NEW,SAN,3-4,1,
2057-04-11,OKL,LAS,9-6,1,
2057-04-11,SAN1,DET,3-6,1,
2057-04-11,WAS,DEN,1-0,1,
2057-04-12,BOS,JAC,5-3,1,
2057-04-12,MIL,POR,3-5,1,
2057-04-12,NAS,LOS,1-5,1,
2057-04-12,NEW,SAN,1-6,1,
2057-04-12,OKL,LAS,0-7,1,
2057-04-12,SAN1,DET,4-17,1,
2057-04-12,WAS,DEN,4-5,1,
2057-04-13,BOS,JAC,5-4,1,
2057-04-13,MIL,POR,5-3,1,
2057-04-13,NAS,LOS,6-7,1,
2057-04-13,NEW,SAN,5-4,1,
2057-04-13,OKL,LAS,7-5,1,
2057-04-13,SAN1,DET,3-2,1,
2057-04-13,WAS,DEN,5-1,1,
2057-04-15,DEN,SAN1,0-6,1,
2057-04-15,DET,POR,0-5,1,
2057-04-15,JAC,OKL,1-5,1,
2057-04-15,LAS,NAS,7-0,1,
2057-04-15,LOS,NEW,3-7,1,
2057-04-15,MIL,BOS,2-7,1,
2057-04-15,SAN,WAS,1-0,1,
2057-04-16,DEN,SAN1,9-6,1,
2057-04-16,DET,POR,0-4,1,
2057-04-16,JAC,OKL,1-5,1,
2057-04-16,LAS,NAS,3-4,1,
2057-04-16,LOS,NEW,4-1,1,
