date,home,away,result,played,boxscore
2025-04-01,EL ,LAS,6-1,1,
2025-04-01,IND,SAN1,3-2,1,
2025-04-01,LOU,BAL,0-3,1,
2025-04-01,NAS,POR,2-4,1,
2025-04-01,NEW,COL,5-4,1,
2025-04-01,PHO,SAN,3-0,1,
2025-04-02,EL ,LAS,5-6,1,
2025-04-02,IND,SAN1,3-5,1,
2025-04-02,LOU,BAL,8-2,1,
2025-04-02,NAS,POR,7-5,1,
2025-04-02,NEW,COL,0-3,1,
2025-04-02,PHO,SAN,2-0,1,
2025-04-03,EL ,LAS,6-7,1,
2025-04-03,IND,SAN1,2-3,1,
2025-04-03,LOU,BAL,3-4,1,
2025-04-03,NAS,POR,3-4,1,
2025-04-03,NEW,COL,9-2,1,
2025-04-03,PHO,SAN,2-1,1,
2025-04-04,EL ,LAS,2-4,1,
2025-04-04,IND,SAN1,8-7,1,
2025-04-04,LOU,BAL,5-4,1,
2025-04-04,NAS,POR,1-2,1,
2025-04-04,NEW,COL,1-8,1,
2025-04-04,PHO,SAN,4-3,1,
2025-04-06,BAL,NAS,1-3,1,
2025-04-06,COL,LOU,3-4,1,
2025-04-06,IND,EL ,2-4,1,
2025-04-06,LAS,PHO,2-0,1,
2025-04-06,POR,SAN1,7-3,1,
2025-04-06,SAN,NEW,2-3,1,
2025-04-07,BAL,NAS,7-2,1,
2025-04-07,COL,LOU,0-6,1,
2025-04-07,IND,EL ,4-1,1,
2025-04-07,LAS,PHO,3-2,1,
2025-04-07,POR,SAN1,7-10,1,
2025-04-07,SAN,NEW,1-7,1,
2025-04-08,BAL,NAS,4-3,1,
2025-04-08,COL,LOU,12-0,1,
2025-04-08,IND,EL ,0-2,1,
2025-04-08,LAS,PHO,1-4,1,
2025-04-08,POR,SAN1,4-3,1,
2025-04-08,SAN,NEW,3-7,1,
2025-04-09,BAL,NAS,4-3,1,
2025-04-09,COL,LOU,4-7,1,
2025-04-09,IND,EL ,6-5,1,
2025-04-09,LAS,PHO,6-13,1,
2025-04-09,POR,SAN1,1-5,1,
2025-04-09,SAN,NEW,2-6,1,
2025-04-11,EL ,IND,5-6,1,
2025-04-11,LOU,COL,5-2,1,
2025-04-11,NAS,BAL,0-3,1,
2025-04-11,NEW,SAN,7-4,1,
2025-04-11,PHO,LAS,1-4,1,
2025-04-11,SAN1,POR,6-5,1,
2025-04-12,EL ,IND,3-1,1,
2025-04-12,LOU,COL,6-5,1,
2025-04-12,NAS,BAL,6-4,1,
2025-04-12,NEW,SAN,0-5,1,
2025-04-12,PHO,LAS,3-4,1,
2025-04-12,SAN1,POR,5-4,1,
2025-04-13,EL ,IND,9-8,1,
2025-04-13,LOU,COL,4-1,1,
2025-04-13,NAS,BAL,2-5,1,
2025-04-13,NEW,SAN,13-2,1,
2025-04-13,PHO,LAS,0-7,1,
2025-04-13,SAN1,POR,3-8,1,
2025-04-14,EL ,IND,3-6,1,
2025-04-14,LOU,COL,3-6,1,
2025-04-14,NAS,BAL,2-4,1,
2025-04-14,NEW,SAN,5-6,1,
2025-04-14,PHO,LAS,8-7,1,
2025-04-14,SAN1,POR,6-2,1,
2025-04-16,BAL,SAN1,8-1,1,
2025-04-16,COL,NAS,1-3,1,
2025-04-16,EL ,PHO,2-7,1,
2025-04-16,LAS,NEW,2-1,1,
2025-04-16,POR,IND,8-5,1,
2025-04-16,SAN,LOU,2-0,1,
2025-04-17,BAL,SAN1,2-6,1,
2025-04-17,COL,NAS,2-1,1,
2025-04-17,EL ,PHO,10-9,1,
2025-04-17,LAS,NEW,6-12,1,
2025-04-17,POR,IND,1-2,1,
2025-04-17,SAN,LOU,5-6,1,
2025-04-18,BAL,SAN1,3-10,1,
2025-04-18,COL,NAS,3-4,1,
2025-04-18,EL ,PHO,0-7,1,
2025-04-18,LAS,NEW,3-4,1,
2025-04-18,POR,IND,2-5,1,
2025-04-18,SAN,LOU,0-3,1,
2025-04-19,BAL,SAN1,0-9,1,
2025-04-19,COL,NAS,2-9,1,
2025-04-19,EL ,PHO,2-1,1,
