date,home,away,result,played,boxscore
2064-04-01,BOS,LAS,2-3,1,
2064-04-01,MIL,JAC,0-4,1,
2064-04-01,NAS,SAN,3-9,1,
2064-04-01,NEW,DEN,6-0,1,
2064-04-01,OKL,LOS,4-2,1,
2064-04-01,POR,SAN1,1-6,1,
2064-04-01,WAS,DET,2-1,1,
2064-04-02,BOS,LAS,3-1,1,
2064-04-02,MIL,JAC,4-2,1,
2064-04-02,NAS,SAN,1-6,1,
2064-04-02,NEW,DEN,6-4,1,
2064-04-02,OKL,LOS,7-4,1,
2064-04-02,POR,SAN1,3-0,1,
2064-04-02,WAS,DET,2-6,1,
2064-04-03,BOS,LAS,4-1,1,
2064-04-03,MIL,JAC,2-3,1,
2064-04-03,NAS,SAN,0-5,1,
2064-04-03,NEW,DEN,7-1,1,
2064-04-03,OKL,LOS,5-1,1,
2064-04-03,POR,SAN1,0-4,1,
2064-04-03,WAS,DET,1-7,1,
2064-04-04,BOS,LAS,2-1,1,
2064-04-04,MIL,JAC,5-4,1,
2064-04-04,NAS,SAN,4-5,1,
2064-04-04,NEW,DEN,6-4,1,
2064-04-04,OKL,LOS,5-0,1,
2064-04-04,POR,SAN1,4-6,1,
2064-04-04,WAS,DET,3-2,1,
2064-04-06,DEN,WAS,5-0,1,
2064-04-06,DET,SAN1,2-1,1,
2064-04-06,JAC,BOS,2-8,1,
2064-04-06,LAS,OKL,3-0,1,
2064-04-06,LOS,NAS,2-4,1,
2064-04-06,POR,MIL,1-5,1,
2064-04-06,SAN,NEW,5-4,1,
2064-04-07,DEN,WAS,0-6,1,
2064-04-07,DET,SAN1,0-1,1,
2064-04-07,JAC,BOS,5-4,1,
2064-04-07,LAS,OKL,1-0,1,
2064-04-07,LOS,NAS,7-9,1,
2064-04-07,POR,MIL,2-1,1,
2064-04-07,SAN,NEW,4-7,1,
2064-04-08,DEN,WAS,3-2,1,
2064-04-08,DET,SAN1,3-2,1,
2064-04-08,JAC,BOS,0-5,1,
2064-04-08,LAS,OKL,1-7,1,
2064-04-08,LOS,NAS,2-5,1,
2064-04-08,POR,MIL,3-10,1,
2064-04-08,SAN,NEW,10-14,1,
2064-04-10,BOS,JAC,5-6,1,
2064-04-10,MIL,POR,1-15,1,
2064-04-10,NAS,LOS,3-2,1,
2064-04-10,NEW,SAN,0-4,1,
2064-04-10,OKL,LAS,7-1,1,
2064-04-10,SAN1,DET,1-3,1,
2064-04-10,WAS,DEN,2-3,1,
2064-04-11,BOS,JAC,1-5,1,
2064-04-11,MIL,POR,6-4,1,
2064-04-11,NAS,LOS,2-0,1,
2064-04-11,NEW,SAN,8-6,1,
2064-04-11,OKL,LAS,1-3,1,
2064-04-11,SAN1,DET,4-3,1,
2064-04-11,WAS,DEN,6-2,1,
2064-04-12,BOS,JAC,2-10,1,
2064-04-12,MIL,POR,7-8,1,
2064-04-12,NAS,LOS,9-3,1,
2064-04-12,NEW,SAN,3-2,1,
2064-04-12,OKL,LAS,0-5,1,
2064-04-12,SAN1,DET,1-0,1,
2064-04-12,WAS,DEN,8-6,1,
2064-04-13,BOS,JAC,4-2,1,
2064-04-13,MIL,POR,1-5,1,
2064-04-13,NAS,LOS,3-1,1,
2064-04-13,NEW,SAN,4-2,1,
